frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
2, 0.0333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
3, 0.0666667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
4, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
5, 0.133333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
6, 0.166667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
7, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
8, 0.233333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
9, 0.266667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
10, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
11, 0.333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
12, 0.366667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
13, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
14, 0.433333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
15, 0.466667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
16, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
17, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
18, 0.566667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
19, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
20, 0.633333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
21, 0.666667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
22, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
23, 0.733333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
24, 0.766667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
25, 0.8, 0.802787, 1, 0, 0, 0, 0, 0, 0, 0.687821, 0, 0, 0, 0.890821, 0, 0, 0, 0, 0, 0, 1, 1, 0
26, 0.833333, 0.794151, 1, 0, 0.702321, 0, 0.903628, 0, 0, 1.00898, 0.718144, 0, 0.558449, 0.82298, 0, 0, 0, 0, 1, 0, 1, 0, 0
27, 0.866667, 0.735011, 1, 0, 0, 0, 0, 0.582429, 0.551587, 1.18636, 0.702539, 0, 0, 1.09747, 0, 0, 0, 0, 1, 0, 1, 0, 0
28, 0.9, 0.767826, 1, 0, 0, 0, 0.895223, 1.29433, 2.2612, 1.46474, 1.46405, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1
29, 0.933333, 0.769477, 1, 0, 0, 0, 0, 1.02972, 1.21568, 1.27092, 1.64893, 0, 0.673427, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0
30, 0.966667, 0.757466, 1, 0, 0, 0, 0, 1.02426, 0.994943, 1.14441, 2.00635, 0, 1.02278, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0
31, 1, 0.775416, 1, 0, 0, 0.542382, 0, 1.01715, 0.823061, 1.19118, 1.91875, 0, 0.934825, 0.662941, 0, 0, 0, 0, 1, 1, 1, 0, 0
32, 1.03333, 0.794318, 1, 0.561727, 0, 1.05033, 0.582086, 1.03996, 0.90164, 1.08107, 2.03265, 0, 1.1169, 0.703323, 0, 0, 0, 0, 1, 1, 1, 0, 0
33, 1.06667, 0.795618, 1, 1.08088, 0, 0.630203, 0, 1.12931, 0.872331, 1.08218, 2.08118, 0, 1.24237, 0.738967, 0, 0, 0, 0, 1, 1, 1, 0, 1
34, 1.1, 0.79761, 1, 0.835083, 0, 0.900263, 0, 1.07083, 1.2492, 1.02412, 2.0138, 0, 1.15083, 0.604642, 0, 0.830548, 0, 0, 1, 1, 1, 0, 1
35, 1.13333, 0.84133, 1, 0, 0, 2.259, 0, 1.31947, 0, 1.24024, 2.08553, 0, 0.777424, 0.633724, 0, 1.01083, 0, 1, 1, 0, 1, 0, 1
36, 1.16667, 0.860153, 1, 0, 0, 2.7961, 0, 1.36292, 0.685295, 1.28568, 1.87955, 0, 0.981632, 0.544677, 0, 0, 0, 1, 1, 0, 1, 0, 1
37, 1.2, 0.84426, 1, 0, 0, 2.67315, 0, 1.11116, 0, 1.08268, 2.02439, 0, 0.915872, 0.56772, 0, 0, 0, 1, 1, 0, 1, 0, 1
38, 1.23333, 0.773397, 1, 0, 0, 2.45369, 0, 0.934479, 1.26175, 1.01727, 1.79182, 0.797927, 1.11592, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0
39, 1.26667, 0.726944, 1, 0, 0, 2.06295, 0, 0.883987, 1.71612, 1.15034, 1.76775, 0.929403, 0.709847, 0, 0.583251, 0, 0, 1, 1, 0, 1, 0, 0
40, 1.3, 0.772435, 1, 0, 1.01452, 0.89355, 0, 0.879589, 1.31862, 1.20143, 2.05914, 1.63885, 0, 0, 1.30428, 0, 0, 0, 1, 0, 1, 0, 0
41, 1.33333, 0.810735, 1, 0, 0, 0, 0, 0.825919, 0.816539, 1.18661, 2.14437, 1.74933, 0, 0, 0.976948, 0, 0, 0, 1, 0, 1, 0, 0
42, 1.36667, 0.812687, 1, 0, 0, 0, 0, 0.815102, 0, 1.25183, 2.12781, 1.63911, 0, 0, 0.847466, 0, 0, 0, 1, 0, 1, 0, 0
43, 1.4, 0.918528, 1, 0, 0, 0, 0, 0, 0, 0.856382, 2.00681, 0.740504, 0, 0, 1.0801, 0, 0.52728, 0, 1, 1, 1, 0, 0
44, 1.43333, 0.868241, 1, 0, 1.16323, 0, 0, 0, 0, 0.650213, 1.12374, 0, 0.603709, 0, 0.723113, 0, 0.605783, 0, 1, 1, 1, 0, 0
45, 1.46667, 0.899566, 1, 2.08438, 0, 0, 0, 1.09024, 0, 0.839493, 1.95952, 0.821325, 0.680132, 0, 0.616083, 2.73636, 0.79288, 0, 1, 1, 1, 0, 1
46, 1.5, 0.920226, 1, 2.38666, 0, 0, 0, 1.10914, 0, 0.946035, 1.81624, 0, 0.787307, 0, 0, 2.20135, 0.737273, 0, 1, 1, 1, 0, 1
47, 1.53333, 0.945608, 1, 2.98828, 0, 0, 0, 0.897878, 0, 0.6187, 1.73736, 0, 0.715203, 0, 0, 1.82395, 0.646292, 0, 1, 1, 1, 0, 1
48, 1.56667, 0.949888, 1, 3.65095, 0.915397, 0, 0, 0.93799, 0, 0.811705, 1.52076, 0, 0.939097, 0, 0.680292, 1.27912, 0.550368, 0, 1, 1, 1, 0, 1
49, 1.6, 0.959387, 1, 3.99606, 1.01548, 0, 0, 0.861063, 0, 0.637169, 1.32761, 0, 1.36056, 0, 0.52076, 1.45194, 0, 0, 1, 1, 1, 0, 1
50, 1.63333, 0.971767, 1, 3.9272, 0.773923, 0, 0.705906, 0.939466, 1.03832, 0.813989, 1.38333, 0, 1.30876, 0, 0.952257, 1.78372, 0, 0, 1, 1, 1, 0, 1
51, 1.66667, 0.979663, 1, 4.19526, 1.40483, 0, 1.02216, 0.75737, 1.68439, 0.67964, 1.45934, 0.568211, 1.22103, 0, 0.84456, 1.24596, 0, 0, 1, 1, 1, 0, 0
52, 1.7, 0.981287, 1, 4.30524, 1.28868, 0, 1.37582, 0.718792, 1.50192, 0.703048, 1.49747, 0.546541, 1.36572, 0, 0.952273, 1.89057, 0, 0, 1, 1, 1, 0, 0
53, 1.73333, 0.979572, 1, 4.2631, 1.10156, 0, 1.80325, 0.698369, 1.41714, 0.705158, 1.43109, 0.574022, 1.24893, 0, 0.679618, 1.30831, 0, 0, 1, 1, 1, 0, 0
54, 1.76667, 0.980245, 1, 4.27871, 1.06779, 0, 1.73385, 0.655855, 1.7921, 0.704858, 1.2863, 0.690218, 1.27167, 0, 0.980294, 1.56422, 0, 0, 1, 1, 1, 0, 0
55, 1.8, 0.970275, 1, 4.14759, 1.24961, 0, 0.930767, 1.05212, 1.0749, 0.970931, 1.43919, 0.859653, 1.37503, 0, 1.31204, 1.541, 0, 0, 1, 1, 1, 0, 1
56, 1.83333, 0.967952, 1, 4.36812, 1.28121, 0, 0, 1.24568, 1.2754, 1.12345, 1.25011, 0.547644, 1.19473, 0, 0.998286, 1.37397, 0, 0, 1, 1, 1, 0, 1
57, 1.86667, 0.972858, 1, 3.59514, 0.811429, 0, 0, 1.145, 1.26872, 0.958735, 1.2542, 0.506935, 1.33587, 0, 1.01836, 1.6232, 0, 0, 0, 1, 1, 0, 1
58, 1.9, 0.970922, 1, 3.84406, 1.13546, 0, 0, 0.929789, 1.78656, 0.869081, 1.04761, 0.706893, 1.43077, 0, 1.28409, 1.18333, 0, 0, 0, 1, 1, 0, 1
59, 1.93333, 0.976275, 1, 3.53411, 1.12028, 0, 0.604424, 0.706775, 1.5385, 0.679056, 0.941282, 0.575827, 1.47028, 0, 1.08481, 1.32317, 0, 0, 0, 1, 1, 0, 0
60, 1.96667, 0.979252, 1, 3.11741, 0.986054, 0, 0.694916, 0.578707, 1.5882, 0.619656, 0.901628, 0, 1.33311, 0, 1.22327, 1.40235, 0, 0, 0, 1, 1, 0, 0
61, 2, 0.979008, 1, 2.69014, 0.683027, 0, 0.511147, 0, 1.54839, 0, 0.640151, 0.517305, 1.0756, 0, 1.3325, 0.993002, 0, 0, 0, 1, 1, 0, 0
62, 2.03333, 0.97954, 1, 2.3394, 0, 0, 0, 0, 1.47581, 0, 0.522173, 0.711003, 0.715738, 0, 1.53712, 1.01081, 0, 1, 0, 1, 1, 0, 0
