frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
2, 0.0333333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
3, 0.0666667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
4, 0.1, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
5, 0.133333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
6, 0.166667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
7, 0.2, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
8, 0.233333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
9, 0.266667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
10, 0.3, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
11, 0.333333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
12, 0.366667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
13, 0.4, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
14, 0.433333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
15, 0.466667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
16, 0.5, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
17, 0.533333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
18, 0.566667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
19, 0.6, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
20, 0.633333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
21, 0.666667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
22, 0.7, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
23, 0.733333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
24, 0.766667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
25, 0.8, 0.976647, 1, 126.877, 12.8546, 668.773, 0.220745, -0.0685896, 0.0783819
26, 0.833333, 0.975926, 1, 126.725, 13.0565, 669.408, 0.215555, -0.0708582, 0.0825014
27, 0.866667, 0.97734, 1, 126.5, 13.2368, 669.809, 0.213737, -0.066204, 0.0815636
28, 0.9, 0.97608, 1, 126.262, 13.1178, 669.797, 0.2088, -0.0619949, 0.0814992
29, 0.933333, 0.977683, 1, 126.136, 12.7089, 669.574, 0.204195, -0.0604169, 0.0775504
30, 0.966667, 0.976373, 1, 125.888, 12.3358, 668.745, 0.199393, -0.0571985, 0.0747898
31, 1, 0.976624, 1, 125.843, 12.218, 668.665, 0.194351, -0.0568409, 0.0711911
32, 1.03333, 0.978189, 1, 125.527, 12.5702, 667.451, 0.196165, -0.0564277, 0.0683514
33, 1.06667, 0.976498, 1, 125.304, 12.914, 667.343, 0.195443, -0.0569578, 0.0653362
