frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.974867, 1, 24.19, -39.678, 560.463, 0.164319, -0.0245182, -0.0393157
2, 0.0333333, 0.974414, 1, 24.1954, -39.8526, 559.657, 0.177792, -0.0263148, -0.0375761
3, 0.0666667, 0.974011, 1, 24.1773, -39.9202, 559.562, 0.182236, -0.0276264, -0.0365237
4, 0.1, 0.973901, 1, 24.1571, -39.928, 559.454, 0.182653, -0.0281768, -0.0362153
5, 0.133333, 0.973834, 1, 24.1556, -39.9298, 559.51, 0.183077, -0.0285472, -0.0359187
6, 0.166667, 0.973857, 1, 24.1553, -39.9304, 559.439, 0.183356, -0.0287394, -0.0359319
7, 0.2, 0.973966, 1, 24.0914, -39.8894, 558.936, 0.184933, -0.0279992, -0.0366001
8, 0.233333, 0.974343, 1, 24.0558, -39.9016, 558.504, 0.18452, -0.0297081, -0.0370998
9, 0.266667, 0.97515, 1, 23.9197, -39.9159, 558.393, 0.185072, -0.0279557, -0.0375717
10, 0.3, 0.972799, 1, 23.8962, -39.9472, 558.73, 0.182721, -0.027497, -0.0379926
11, 0.333333, 0.97284, 1, 23.8621, -39.9834, 558.454, 0.182343, -0.0271748, -0.0391182
12, 0.366667, 0.97275, 1, 23.803, -39.9679, 558.086, 0.184959, -0.0271451, -0.0392357
13, 0.4, 0.974753, 1, 23.8495, -40.1135, 558.262, 0.184801, -0.0274035, -0.0394003
14, 0.433333, 0.975754, 1, 23.8289, -40.0952, 557.997, 0.180986, -0.0282983, -0.0398112
15, 0.466667, 0.974972, 1, 23.8066, -40.1353, 557.688, 0.182299, -0.0282713, -0.0394438
16, 0.5, 0.973832, 1, 23.7628, -40.1964, 558.206, 0.184042, -0.0286085, -0.0403495
17, 0.533333, 0.970196, 1, 23.758, -40.2371, 557.865, 0.179513, -0.0279166, -0.0398802
18, 0.566667, 0.972159, 1, 23.7209, -40.2565, 557.789, 0.181566, -0.0279077, -0.0397361
19, 0.6, 0.972401, 1, 23.7258, -40.3056, 557.571, 0.17949, -0.0279662, -0.040202
20, 0.633333, 0.97315, 1, 23.6456, -40.3401, 557.775, 0.181064, -0.027713, -0.0403084
21, 0.666667, 0.97434, 1, 23.6521, -40.3641, 558.378, 0.183654, -0.0266966, -0.0404777
22, 0.7, 0.97431, 1, 23.5662, -40.3459, 557.2, 0.179264, -0.0272482, -0.0401756
23, 0.733333, 0.974513, 1, 23.6098, -40.3351, 557.21, 0.180095, -0.0268152, -0.0399102
24, 0.766667, 0.974985, 1, 23.6577, -40.4737, 557.956, 0.177824, -0.0276597, -0.0402272
25, 0.8, 0.97616, 1, 23.7655, -40.476, 557.663, 0.179058, -0.0283334, -0.0388416
26, 0.833333, 0.975967, 1, 23.8799, -40.4785, 557.561, 0.179865, -0.0305459, -0.0383849
27, 0.866667, 0.973655, 1, 24.0008, -40.5643, 557.468, 0.179372, -0.0323463, -0.0384558
28, 0.9, 0.975206, 1, 24.1399, -40.6786, 557.624, 0.176885, -0.0315626, -0.0382292
29, 0.933333, 0.975116, 1, 24.2297, -40.8421, 557.858, 0.176604, -0.0327775, -0.0380296
30, 0.966667, 0.974345, 1, 24.3514, -40.8266, 557.069, 0.174757, -0.034048, -0.0367023
31, 1, 0.974949, 1, 24.3868, -41.0707, 557.628, 0.173384, -0.0344447, -0.0345315
32, 1.03333, 0.975541, 1, 24.4475, -40.9567, 557.53, 0.170562, -0.0345227, -0.0344191
33, 1.06667, 0.974827, 1, 24.4827, -41.1127, 558.312, 0.170689, -0.0346082, -0.0331158
34, 1.1, 0.975339, 1, 24.5574, -41.0862, 557.982, 0.172613, -0.0356093, -0.0329749
35, 1.13333, 0.975177, 1, 24.5598, -41.0902, 558.026, 0.172743, -0.0357598, -0.0328482
36, 1.16667, 0.97648, 1, 24.559, -41.1479, 557.768, 0.173169, -0.0362166, -0.0324117
37, 1.2, 0.974197, 1, 24.6602, -41.1451, 557.613, 0.171931, -0.0345024, -0.0319632
38, 1.23333, 0.973541, 1, 24.9036, -41.3154, 558.552, 0.166307, -0.0346816, -0.0321441
39, 1.26667, 0.974568, 1, 24.8958, -41.2983, 558.55, 0.162493, -0.0354136, -0.0326838
40, 1.3, 0.977999, 1, 24.9232, -41.3319, 564.251, 0.173331, -0.0316902, -0.0360218
41, 1.33333, 0.980186, 1, 25.0887, -41.4011, 565.751, 0.173497, -0.0334856, -0.0352371
42, 1.36667, 0.979926, 1, 24.9361, -41.3013, 561.921, 0.167818, -0.031728, -0.0354107
43, 1.4, 0.976185, 1, 24.8693, -41.2238, 558.916, 0.16417, -0.0319874, -0.0335816
44, 1.43333, 0.974808, 1, 24.9806, -41.3478, 557.822, 0.160998, -0.0348944, -0.0311966
45, 1.46667, 0.974623, 1, 25.0189, -41.3982, 558.559, 0.163787, -0.0352141, -0.0313207
46, 1.5, 0.975266, 1, 25.0071, -41.3413, 557.952, 0.165521, -0.0368127, -0.0313819
47, 1.53333, 0.975574, 1, 25.0217, -41.3354, 557.997, 0.165362, -0.0361239, -0.0318258
48, 1.56667, 0.972677, 1, 25.0436, -41.2783, 557.991, 0.164906, -0.0369844, -0.03063
49, 1.6, 0.976366, 1, 25.0854, -41.2494, 558.227, 0.164679, -0.0359242, -0.0310794
50, 1.63333, 0.975393, 1, 25.042, -41.3369, 558.389, 0.163879, -0.0365017, -0.0313391
51, 1.66667, 0.976245, 1, 24.9537, -41.287, 557.935, 0.168067, -0.0356721, -0.0310631
52, 1.7, 0.974232, 1, 25.317, -41.6951, 562.272, 0.17673, -0.0153092, -0.0351177
53, 1.73333, 0.729459, 1, 25.9322, -40.1024, 570.22, 0.0764785, -0.0747357, -0.0708336
54, 1.76667, 0.515064, 0, 23.9161, -38.3114, 539.534, 0.0859841, -0.0715245, -0.0708856
55, 1.8, 0.335052, 0, 24.1068, -39.5225, 530.074, 0.130843, -0.112983, -0.0315586
56, 1.83333, 0.404128, 0, 27.926, -38.8674, 533.21, 0.142606, -0.156369, -0.086532
57, 1.86667, 0.117463, 0, 23.9638, -40.1311, 552.399, 0.0428659, 0.0478229, -0.0647828
