frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.991674, 1, 5, 0, 0, 0, 0, 0.54615, 0, 0, 0, 0, 0, 0, 1.98919, 0, 0, 1, 0, 0, 0, 0
2, 0.0333333, 0.991343, 1, 5, 0, 0, 0, 0, 0.586763, 0, 0, 0, 0, 0, 0, 1.83691, 0, 0, 1, 0, 0, 0, 0
3, 0.0666667, 0.991392, 1, 5, 0, 0, 0, 0, 0.564877, 0, 0, 0, 0, 0, 0, 1.87327, 0, 0, 1, 0, 0, 0, 0
4, 0.1, 0.99145, 1, 5, 0, 0, 0, 0, 0.530323, 0, 0, 0, 0, 0, 0, 1.85832, 0, 0, 1, 0, 0, 0, 0
5, 0.133333, 0.991482, 1, 5, 0, 0, 0, 0, 0.57716, 0, 0, 0, 0, 0, 0, 1.87009, 0, 0, 1, 0, 0, 0, 0
6, 0.166667, 0.99201, 1, 5, 0, 0, 0.577244, 0, 0.619147, 0, 0, 0, 0, 0, 0.56603, 2.08755, 0, 0, 1, 0, 0, 0, 0
7, 0.2, 0.991632, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08301, 0, 0, 1, 0, 0, 0, 0
8, 0.233333, 0.991868, 1, 5, 0, 0, 0, 0, 0.537007, 0, 0, 0, 0, 0, 0, 1.95907, 0, 0, 1, 0, 0, 0, 0
9, 0.266667, 0.991879, 1, 5, 0, 0, 0, 0, 0.779881, 0, 0, 0, 0, 0, 0.713863, 2.35234, 0, 0, 1, 0, 0, 0, 0
10, 0.3, 0.991597, 1, 5, 0, 0, 0.517733, 0, 0, 0, 0, 0, 0, 0, 0, 2.10856, 0, 0, 1, 0, 0, 0, 0
11, 0.333333, 0.991582, 1, 5, 0, 0, 0, 0, 0.613821, 0, 0, 0, 0, 0.561698, 0.560908, 2.29284, 0, 1, 1, 0, 0, 0, 1
12, 0.366667, 0.992567, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11363, 0, 1, 0, 0, 0, 0, 1
13, 0.4, 0.990125, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.536685, 2.02036, 0, 1, 1, 0, 0, 0, 1
14, 0.433333, 0.988388, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42571, 0, 1, 0, 0, 0, 0, 1
15, 0.466667, 0.98781, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10328, 0, 1, 0, 0, 0, 0, 1
16, 0.5, 0.988823, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10592, 0, 1, 0, 0, 0, 0, 1
17, 0.533333, 0.991256, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04061, 0, 1, 1, 0, 0, 0, 1
18, 0.566667, 0.992622, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.605286, 2.08903, 0, 1, 1, 0, 0, 0, 1
19, 0.6, 0.992035, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.505412, 2.12486, 0, 1, 1, 0, 0, 0, 1
20, 0.633333, 0.991783, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10993, 0, 1, 1, 0, 0, 0, 1
21, 0.666667, 0.992152, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.659004, 1.94369, 0, 1, 1, 0, 0, 0, 1
22, 0.7, 0.991589, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17714, 0, 1, 1, 0, 0, 0, 1
23, 0.733333, 0.992262, 1, 5, 0, 0, 0, 0, 0.504411, 0, 0, 0, 0, 0, 0.510881, 1.94656, 0, 1, 1, 0, 0, 0, 1
24, 0.766667, 0.992216, 1, 5, 0.513334, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.573631, 2.17346, 0, 1, 1, 0, 0, 0, 0
25, 0.8, 0.991761, 1, 5, 0, 0, 0, 0, 0.517093, 0, 0, 0, 0, 0, 0, 2.24232, 0, 0, 1, 0, 0, 0, 0
26, 0.833333, 0.992139, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.586806, 2.231, 0, 0, 1, 0, 0, 0, 0
27, 0.866667, 0.992435, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42947, 0, 1, 1, 0, 0, 0, 0
28, 0.9, 0.991811, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50442, 0, 0, 1, 0, 0, 0, 0
29, 0.933333, 0.991916, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12455, 0, 0, 1, 0, 0, 0, 0
30, 0.966667, 0.991833, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1865, 0, 1, 1, 0, 0, 0, 0
31, 1, 0.992045, 1, 5, 0.637038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33361, 0, 0, 1, 0, 0, 0, 0
32, 1.03333, 0.992334, 1, 5, 0.542304, 0, 0.500706, 0, 0.785096, 0, 0, 0, 0, 0, 0, 2.03763, 0, 0, 1, 0, 0, 0, 0
33, 1.06667, 0.992486, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.714088, 2.16602, 0, 0, 1, 0, 0, 0, 0
34, 1.1, 0.992215, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.546855, 0.821239, 1.95043, 0, 0, 1, 0, 0, 0, 0
35, 1.13333, 0.99225, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.539693, 0.73464, 2.04427, 0, 0, 1, 0, 0, 0, 0
36, 1.16667, 0.990797, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.808381, 1.88077, 0, 0, 1, 0, 0, 0, 0
37, 1.2, 0.990531, 1, 5, 0, 0, 0.519994, 0, 0, 0, 0, 0, 0, 0, 0, 1.8568, 0, 0, 1, 0, 0, 0, 0
38, 1.23333, 0.990678, 1, 5, 0, 0, 0.536228, 0, 0, 0, 0, 0, 0, 0, 0.700421, 1.83411, 0, 0, 1, 0, 0, 0, 0
39, 1.26667, 0.990976, 1, 5, 0, 0, 0.505955, 0, 0.530565, 0, 0, 0, 0, 0, 0.620409, 1.66352, 0, 0, 1, 0, 0, 0, 0
40, 1.3, 0.991437, 1, 5, 0, 0, 0.508089, 0, 0.852832, 0, 0, 0, 0, 0, 0, 1.93081, 0, 0, 1, 0, 0, 0, 0
41, 1.33333, 0.992149, 1, 5, 0, 0, 0.577186, 0, 0.548415, 0, 0, 0, 0, 0, 0, 1.89945, 0, 0, 1, 0, 0, 0, 0
42, 1.36667, 0.992623, 1, 5, 0, 0, 0.609643, 0, 0.813785, 0, 0, 0, 0, 0, 0, 1.70961, 0, 0, 1, 0, 0, 0, 0
43, 1.4, 0.993176, 1, 5, 0, 0, 0, 0, 0.780287, 0, 0, 0, 0, 0, 0, 1.81147, 0, 0, 1, 0, 0, 0, 0
44, 1.43333, 0.99336, 1, 5, 0.694296, 0, 0, 0, 0.820449, 0, 0, 0, 0, 0, 0, 1.69553, 0, 0, 1, 0, 0, 0, 0
45, 1.46667, 0.993677, 1, 5, 0.730298, 0, 0, 0, 0.730526, 0, 0.622354, 0, 0, 0.517201, 0, 1.48774, 0, 0, 1, 0, 0, 0, 0
46, 1.5, 0.993841, 1, 5, 0.567402, 0, 0, 0, 0.62618, 0, 0.512546, 0, 0, 0, 0, 1.10347, 0, 1, 1, 0, 0, 0, 0
47, 1.53333, 0.993922, 1, 5, 0.608028, 0, 0, 0, 0.68446, 0, 0.518008, 0, 0, 0, 0, 1.36511, 0, 1, 1, 0, 0, 0, 0
48, 1.56667, 0.994753, 1, 4.87802, 0.599559, 0, 0.55096, 0, 0.662374, 0, 0.607666, 0, 0, 0, 0.585311, 0.879821, 0, 1, 1, 0, 0, 0, 0
49, 1.6, 0.99443, 1, 4.69647, 0, 0, 0.741558, 0, 0.532727, 0, 0.655167, 0, 0, 0, 0, 0.677402, 0, 0, 1, 0, 0, 0, 0
50, 1.63333, 0.994642, 1, 4.87973, 0.613903, 0, 0.760543, 0, 0, 0, 0.656581, 0, 0, 0.630463, 0.507073, 0, 0, 1, 1, 0, 0, 0, 0
51, 1.66667, 0.994328, 1, 4.8464, 0.520889, 0, 0.801766, 0, 0, 0, 0.73424, 0, 0, 0.76003, 0.523332, 0, 0, 1, 1, 0, 0, 0, 0
52, 1.7, 0.994023, 1, 5, 0.513695, 0, 0.917324, 0, 0, 0, 0.670661, 0, 0, 0.799055, 0.647386, 0, 0, 1, 1, 0, 0, 0, 0
53, 1.73333, 0.992136, 1, 4.82576, 0, 0, 1.0867, 0, 0, 0, 0, 0, 0, 0.846435, 0.73629, 1.28037, 0, 1, 0, 0, 0, 1, 0
54, 1.76667, 0.992628, 1, 4.86585, 0, 0, 0.992092, 0, 0, 0, 0, 0, 0, 0.776429, 0.827019, 1.32324, 0, 1, 1, 0, 0, 1, 0
55, 1.8, 0.993488, 1, 5, 0, 0, 0.850789, 0, 0, 0, 0, 0, 0, 0.711569, 0.992689, 0.836848, 0, 1, 0, 0, 0, 1, 0
56, 1.83333, 0.992912, 1, 4.86947, 0, 0, 0.869095, 0, 0, 0, 0.649269, 0, 0, 0.717229, 0.936059, 1.24269, 0, 1, 1, 0, 0, 1, 0
57, 1.86667, 0.993113, 1, 4.82983, 0, 0, 0.756163, 0, 0, 0, 0.507815, 0, 0, 0.691256, 1.10812, 0.787815, 0, 1, 1, 0, 0, 1, 0
58, 1.9, 0.993247, 1, 4.76252, 0, 0, 0.736886, 0, 0, 0, 0.597384, 0, 0, 0.677983, 0.92592, 0.735608, 0, 1, 1, 0, 0, 1, 0
59, 1.93333, 0.993041, 1, 4.89306, 0, 0, 0.757028, 0, 0, 0, 0.587088, 0, 0, 0.7062, 0.804128, 0.868745, 0, 1, 1, 0, 0, 1, 0
60, 1.96667, 0.993645, 1, 4.85934, 0, 0, 0.869916, 0, 0, 0, 0.776294, 0, 0, 0.696002, 0.899766, 0.838549, 0, 1, 1, 0, 0, 1, 0
61, 2, 0.994141, 1, 4.86978, 0, 0, 0.60087, 0, 0, 0, 0.616778, 0, 0, 0.595032, 1.11988, 0.766897, 0, 1, 1, 0, 0, 1, 0
62, 2.03333, 0.993853, 1, 4.73087, 0, 0, 0.737164, 0, 0, 0, 0.642198, 0, 0, 0.690215, 0.977671, 0.979602, 0, 1, 1, 0, 0, 1, 0
63, 2.06667, 0.994327, 1, 4.83789, 0.635388, 0, 0.884735, 0, 0, 0, 0.8146, 0, 0, 0.581035, 0.780674, 1.11919, 0, 1, 1, 0, 0, 1, 0
64, 2.1, 0.994791, 1, 5, 0.600489, 0, 0.890921, 0, 0, 0, 0.878348, 0, 0, 0.594575, 1.02469, 1.5147, 0, 1, 1, 0, 0, 1, 0
65, 2.13333, 0.99436, 1, 4.76441, 0, 0, 0.793301, 0, 0, 0, 0.791497, 0, 0, 0.658634, 0.94719, 0.915678, 0, 1, 1, 0, 0, 1, 0
66, 2.16667, 0.994612, 1, 4.77932, 0, 0, 0.802052, 0, 0, 0, 0.988694, 0, 0, 0.616536, 0.93902, 1.20473, 0, 1, 1, 0, 0, 1, 0
67, 2.2, 0.994582, 1, 4.74289, 0, 0, 0.925332, 0, 0, 0, 1.07405, 0, 0, 0.600018, 0.923122, 1.59567, 0, 1, 1, 0, 0, 1, 0
68, 2.23333, 0.994223, 1, 5, 0.613749, 0, 0.97506, 0, 0, 0, 1.00665, 0, 0, 0, 0, 1.44169, 0, 0, 1, 0, 0, 1, 0
69, 2.26667, 0.994154, 1, 5, 0.545154, 0, 0.679419, 0, 0, 0, 1.11859, 0, 0, 0, 0, 2.003, 0, 0, 1, 0, 0, 1, 0
70, 2.3, 0.99376, 1, 5, 0.561519, 0, 0.831234, 0, 0, 0, 1.24108, 0, 0, 0, 0, 2.17907, 0, 0, 1, 0, 0, 1, 0
71, 2.33333, 0.993792, 1, 5, 0.583491, 0, 0.810722, 0, 0, 0, 1.32803, 0, 0, 0, 0, 2.20682, 0, 0, 1, 0, 0, 1, 0
72, 2.36667, 0.993879, 1, 5, 0.703863, 0, 0.79143, 0, 0, 0, 1.27871, 0, 0, 0, 0, 2.14092, 0, 0, 1, 0, 0, 1, 0
73, 2.4, 0.99299, 1, 5, 0, 0, 0.729555, 0, 0, 0, 1.28681, 0, 0, 0, 0, 1.86679, 0, 0, 1, 0, 0, 1, 0
74, 2.43333, 0.993115, 1, 5, 0.69788, 0, 0.557245, 0, 0, 0, 1.21745, 0, 0, 0, 0, 1.8133, 0, 0, 1, 0, 0, 1, 0
75, 2.46667, 0.993038, 1, 5, 0.850743, 0, 0.548958, 0, 0, 0, 1.12089, 0, 0, 0, 0, 1.61045, 0, 0, 1, 0, 0, 0, 0
76, 2.5, 0.992934, 1, 5, 0.902948, 0, 0.757994, 0, 0.630311, 0, 0.988409, 0, 0, 0, 0, 1.62036, 0, 0, 1, 0, 0, 0, 0
77, 2.53333, 0.993076, 1, 5, 1.25294, 0, 0.620295, 0, 0.794508, 0, 0.802192, 0, 0, 0, 0, 2.21115, 0, 0, 1, 0, 0, 0, 0
78, 2.56667, 0.992247, 1, 5, 1.01114, 0, 0.612927, 0, 0.732289, 0, 0.828141, 0, 0, 0, 0, 1.92791, 0, 0, 1, 0, 0, 0, 0
79, 2.6, 0.991818, 1, 5, 0.945494, 0, 0.812212, 0, 0, 0, 0.64085, 0, 0, 0, 0, 2.11947, 0, 0, 1, 0, 0, 0, 0
80, 2.63333, 0.992284, 1, 5, 0.798927, 0, 0.597073, 0, 0, 0, 0.604943, 0, 0, 0, 0, 2.30039, 0, 0, 1, 0, 0, 0, 0
81, 2.66667, 0.991271, 1, 5, 1.10407, 0, 0.733079, 0, 0, 0, 0.710441, 0, 0, 0, 0, 2.21058, 0, 0, 1, 0, 0, 0, 0
82, 2.7, 0.989111, 1, 5, 0.829356, 0, 0.886524, 0, 0, 0, 0.736453, 0, 0, 0, 0, 2.21101, 0, 0, 1, 0, 0, 0, 0
83, 2.73333, 0.98822, 1, 5, 0.747182, 0, 0.714027, 0, 0, 0, 0.739529, 0, 0, 0, 0, 1.95076, 0, 0, 1, 0, 0, 0, 0
84, 2.76667, 0.988218, 1, 5, 0.562135, 0, 0.783167, 0, 0.535576, 0, 0.831776, 0, 0, 0, 0, 1.34181, 0, 0, 1, 0, 0, 0, 0
85, 2.8, 0.987109, 1, 5, 0.596001, 0, 0.827738, 0, 0, 0, 0.660295, 0, 0, 0, 0, 1.17278, 0, 0, 1, 0, 0, 0, 0
86, 2.83333, 0.988318, 1, 5, 0, 0, 0, 0, 0.517505, 0, 0.66176, 0, 0, 0.716337, 0, 0.811643, 0, 0, 1, 0, 0, 0, 0
87, 2.86667, 0.988618, 1, 5, 0, 0, 0, 0, 0, 0, 0.590189, 0, 0, 0.695352, 0, 0.703793, 0, 1, 1, 0, 0, 0, 1
88, 2.9, 0.989635, 1, 5, 0, 0, 0, 0, 0.692294, 0, 0.555081, 0, 0, 0.786654, 0, 0, 0, 0, 1, 0, 0, 0, 1
89, 2.93333, 0.988638, 1, 5, 0, 0, 0, 0, 0.677675, 0, 0.771596, 0, 0, 0.68723, 0, 0, 0, 0, 1, 0, 0, 0, 1
90, 2.96667, 0.987288, 1, 5, 0, 0, 0.540039, 0, 0, 0, 0.689952, 0, 0, 0.595296, 0, 0, 0, 0, 1, 0, 0, 0, 0
91, 3, 0.986711, 1, 5, 0, 0, 0.670576, 0, 0.668292, 0, 0.688934, 0, 0, 0, 0, 0.758802, 0, 0, 1, 0, 0, 0, 0
92, 3.03333, 0.986356, 1, 5, 0, 0, 0.636291, 0, 0, 0, 0.876921, 0, 0, 0, 0, 0.957021, 0, 0, 1, 0, 0, 0, 0
93, 3.06667, 0.986434, 1, 5, 0, 0, 0.688488, 0, 0.674727, 0, 0.926059, 0, 0, 0, 0, 1.53879, 0, 0, 1, 0, 0, 0, 0
94, 3.1, 0.987178, 1, 5, 0, 0, 0.791735, 0, 0.693457, 0, 1.02325, 0, 0, 0, 0, 1.15041, 0, 0, 1, 0, 0, 0, 0
95, 3.13333, 0.986583, 1, 5, 0, 0, 0, 0, 0.743626, 0, 0.875766, 0, 0, 0.562749, 0, 0.629663, 0, 0, 1, 0, 0, 0, 0
96, 3.16667, 0.988419, 1, 5, 0, 0, 0, 0, 0.569595, 0, 0.622682, 0, 0, 0.800198, 0, 0, 0, 1, 1, 0, 0, 0, 1
97, 3.2, 0.988321, 1, 5, 0, 0, 0, 0.520844, 0, 0.535713, 0.865188, 0.513798, 0, 0.67479, 0, 0, 0, 0, 1, 0, 0, 0, 1
98, 3.23333, 0.984139, 1, 5, 0, 0, 0, 0.633761, 0, 0.622064, 1.35764, 0, 0, 0, 0, 0.921555, 0, 0, 1, 0, 0, 0, 1
99, 3.26667, 0.990879, 1, 5, 0, 0, 0, 0, 0, 0, 1.34292, 0, 0, 0, 0, 1.38451, 0, 0, 1, 0, 0, 0, 0
