frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.961013, 1, -0.0404525, 0.138107, -0.989591, -0.158889, 0.161504, -0.973997, -0.0301048, 0.334219, -0.942014, -0.149421, 0.350757, -0.924469
2, 0.0333333, 0.957146, 1, -0.0481514, 0.139767, -0.989013, -0.153426, 0.167209, -0.97391, -0.0333259, 0.33951, -0.940012, -0.139745, 0.36018, -0.922356
3, 0.0666667, 0.956576, 1, -0.047777, 0.139655, -0.989047, -0.151274, 0.168638, -0.974001, -0.0349607, 0.342314, -0.938935, -0.139579, 0.364629, -0.920632
4, 0.1, 0.957199, 1, -0.0479357, 0.139459, -0.989067, -0.149573, 0.17023, -0.973986, -0.0351929, 0.346191, -0.937504, -0.137976, 0.370328, -0.918597
5, 0.133333, 0.958074, 1, -0.0482588, 0.140462, -0.988909, -0.151115, 0.170701, -0.973666, -0.0366955, 0.349897, -0.936069, -0.140628, 0.373498, -0.916909
6, 0.166667, 0.958803, 1, -0.0480852, 0.141044, -0.988835, -0.150527, 0.171262, -0.973659, -0.0383365, 0.350751, -0.935684, -0.141796, 0.374419, -0.916354
7, 0.2, 0.959726, 1, -0.0446063, 0.117027, -0.992126, -0.140431, 0.174229, -0.97464, -0.03683, 0.324123, -0.945298, -0.134462, 0.373795, -0.917713
8, 0.233333, 0.960237, 1, -0.0554115, 0.1204, -0.991178, -0.158148, 0.181989, -0.9705, -0.0475871, 0.322718, -0.945298, -0.152297, 0.375954, -0.914037
9, 0.266667, 0.964195, 1, -0.0419871, 0.125518, -0.991202, -0.15449, 0.16945, -0.973355, -0.0332508, 0.327447, -0.944284, -0.147182, 0.36383, -0.919764
10, 0.3, 0.965417, 1, -0.0509504, 0.123056, -0.991091, -0.158301, 0.17023, -0.972606, -0.0451506, 0.323351, -0.945201, -0.153933, 0.362985, -0.918992
11, 0.333333, 0.969543, 1, -0.0482459, 0.175715, -0.983258, -0.138075, 0.196238, -0.970786, -0.0474385, 0.374168, -0.926147, -0.137882, 0.389285, -0.910739
12, 0.366667, 0.963625, 1, 0.0915581, 0.163116, -0.982349, -0.156552, 0.18158, -0.970835, 0.0931455, 0.354025, -0.930586, -0.155513, 0.362249, -0.919016
13, 0.4, 0.965957, 1, 0.0647498, 0.209376, -0.975689, -0.144585, 0.20868, -0.967237, 0.0675641, 0.392265, -0.917368, -0.141715, 0.383822, -0.912468
14, 0.433333, 0.968378, 1, 0.026115, 0.210643, -0.977214, -0.139402, 0.225828, -0.964142, 0.0298573, 0.395715, -0.917888, -0.136195, 0.403183, -0.904928
15, 0.466667, 0.964779, 1, -0.0285819, 0.15301, -0.987811, -0.11517, 0.165007, -0.979545, -0.0235208, 0.33772, -0.940953, -0.11053, 0.345341, -0.931946
16, 0.5, 0.96392, 1, -0.0118224, 0.139496, -0.990152, -0.113971, 0.193292, -0.974499, -0.00559736, 0.322802, -0.94645, -0.109589, 0.369646, -0.922687
17, 0.533333, 0.960236, 1, 0.00645114, 0.143359, -0.98965, -0.107866, 0.200872, -0.973661, 0.011865, 0.323461, -0.946167, -0.104305, 0.373801, -0.921625
18, 0.566667, 0.956241, 1, 0.02367, 0.156163, -0.987448, -0.113345, 0.198868, -0.97345, 0.0295383, 0.337315, -0.940928, -0.108823, 0.372944, -0.92145
