frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.961354, 1, 49.5963, -17.5786, 518.632, 0.187223, 0.151165, 0.0325157
2, 0.0333333, 0.975448, 1, 49.0805, -18.2271, 521.978, 0.234759, 0.136183, 0.0429647
3, 0.0666667, 0.974382, 1, 48.8153, -18.1799, 517.513, 0.251026, 0.144515, 0.0362928
4, 0.1, 0.974586, 1, 48.7408, -18.2565, 516.2, 0.261223, 0.146343, 0.0345196
5, 0.133333, 0.975534, 1, 48.705, -18.292, 515.531, 0.266685, 0.147973, 0.033028
6, 0.166667, 0.944673, 1, 48.6951, -18.3267, 515.108, 0.269723, 0.149098, 0.0318931
7, 0.2, 0.981321, 1, 51.841, -17.4394, 528.78, 0.264146, 0.114852, 0.0573285
8, 0.233333, 0.981852, 1, 53.8685, -17.1167, 536.459, 0.257673, 0.120236, 0.0562593
9, 0.266667, 0.980842, 1, 53.2844, -16.9743, 534.612, 0.261298, 0.134944, 0.0547015
10, 0.3, 0.978933, 1, 51.8523, -17.4085, 538.589, 0.259899, 0.148383, 0.0640818
11, 0.333333, 0.953162, 1, 50.2576, -17.2319, 538.815, 0.262787, 0.185246, 0.0598613
12, 0.366667, 0.947995, 1, 48.9674, -17.4514, 538.94, 0.266439, 0.170963, 0.0788504
13, 0.4, 0.977218, 1, 49.9576, -16.8398, 534.498, 0.265995, 0.139767, 0.0883332
14, 0.433333, 0.978264, 1, 53.0357, -15.9873, 530.791, 0.273523, 0.113769, 0.0837671
15, 0.466667, 0.982934, 1, 55.7302, -15.5832, 527.506, 0.272353, 0.0789387, 0.080282
16, 0.5, 0.981919, 1, 56.6637, -15.547, 526.103, 0.269827, 0.0761641, 0.0777567
17, 0.533333, 0.981586, 1, 56.6491, -15.5579, 525.505, 0.274437, 0.0777413, 0.0764243
18, 0.566667, 0.97698, 1, 53.2571, -16.7968, 528.905, 0.250797, 0.13339, 0.0771879
19, 0.6, 0.974626, 1, 51.0745, -17.5007, 530.127, 0.244138, 0.153745, 0.0804656
20, 0.633333, 0.975245, 1, 50.8721, -17.7556, 531.02, 0.242646, 0.143769, 0.082664
21, 0.666667, 0.977516, 1, 53.0849, -17.2707, 531.112, 0.254066, 0.105074, 0.0806789
22, 0.7, 0.978703, 1, 56.2608, -16.27, 530.548, 0.265333, 0.0596428, 0.0803019
23, 0.733333, 0.979555, 1, 58.2815, -15.6569, 528.996, 0.270952, 0.0387633, 0.0809104
24, 0.766667, 0.978291, 1, 58.2356, -15.5891, 528.39, 0.270898, 0.0404886, 0.0826294
25, 0.8, 0.979086, 1, 56.352, -15.5495, 529.996, 0.265529, 0.0588065, 0.0839816
26, 0.833333, 0.978186, 1, 54.1518, -15.4883, 531.139, 0.256021, 0.0785185, 0.0863446
27, 0.866667, 0.978781, 1, 53.4943, -15.2604, 532.642, 0.252285, 0.0774873, 0.0853097
28, 0.9, 0.979333, 1, 54.5874, -14.9828, 533.069, 0.252959, 0.0575664, 0.0821223
29, 0.933333, 0.979646, 1, 54.6108, -14.9405, 533.371, 0.249908, 0.0567054, 0.0821108
30, 0.966667, 0.978052, 1, 56.1707, -14.6801, 532.989, 0.255694, 0.0351577, 0.0762462
31, 1, 0.97946, 1, 57.0974, -14.8623, 532.173, 0.256924, 0.024532, 0.0729956
32, 1.03333, 0.977779, 1, 56.7431, -15.1775, 531.889, 0.26833, 0.0297549, 0.0705938
33, 1.06667, 0.974523, 1, 55.5186, -15.2205, 530.345, 0.269228, 0.0406085, 0.068504
34, 1.1, 0.978279, 1, 53.9936, -13.9305, 526.558, 0.275092, 0.0495804, 0.0621871
35, 1.13333, 0.982148, 1, 54.5543, -13.458, 524.087, 0.290961, 0.0386702, 0.0580421
36, 1.16667, 0.982903, 1, 55.732, -13.1542, 521.128, 0.302145, 0.0227274, 0.0569117
37, 1.2, 0.979828, 1, 57.1089, -13.8044, 525.345, 0.292579, 0.016665, 0.0577426
38, 1.23333, 0.980307, 1, 57.341, -14.392, 526.09, 0.29583, 0.0183598, 0.056209
39, 1.26667, 0.979572, 1, 57.023, -14.4385, 526.184, 0.293717, 0.0219805, 0.056454
40, 1.3, 0.981732, 1, 56.5374, -14.2426, 526.199, 0.294431, 0.0275058, 0.0562385
41, 1.33333, 0.981463, 1, 56.526, -14.2216, 526.264, 0.292081, 0.0263904, 0.0571095
42, 1.36667, 0.981884, 1, 56.6941, -14.3463, 526.916, 0.286048, 0.0231054, 0.0565576
43, 1.4, 0.981464, 1, 57.4157, -14.2743, 527.231, 0.291156, 0.012637, 0.0548852
44, 1.43333, 0.983609, 1, 58.6786, -14.3781, 528.471, 0.292836, -0.00384022, 0.0528985
45, 1.46667, 0.982133, 1, 59.2145, -14.8275, 527.824, 0.293078, -0.00644569, 0.0508111
46, 1.5, 0.982475, 1, 59.4341, -14.9904, 527.553, 0.295483, -0.00730256, 0.0502805
47, 1.53333, 0.98268, 1, 59.0986, -14.67, 527.792, 0.302769, -0.000716742, 0.0490716
48, 1.56667, 0.983662, 1, 58.7875, -14.8656, 528.444, 0.297982, 0.00256753, 0.0483398
49, 1.6, 0.983923, 1, 58.6685, -15.3928, 528.864, 0.289824, 0.00617558, 0.0470761
50, 1.63333, 0.98382, 1, 59.3066, -16.1608, 529.528, 0.284024, 0.000452276, 0.0470162
51, 1.66667, 0.98319, 1, 59.3714, -16.1242, 528.705, 0.290247, 4.45813e-006, 0.0471669
52, 1.7, 0.983762, 1, 59.2784, -15.844, 527.63, 0.291883, 0.00156321, 0.0469267
53, 1.73333, 0.983975, 1, 59.2835, -15.8209, 527.765, 0.290942, 0.00157804, 0.0473508
54, 1.76667, 0.983492, 1, 59.5525, -16.1836, 529.118, 0.28125, 0.00298694, 0.0463082
55, 1.8, 0.983677, 1, 60.323, -17.6865, 530.024, 0.25598, -0.00531704, 0.0428196
56, 1.83333, 0.983529, 1, 61.027, -19.5186, 530.337, 0.231672, -0.0145212, 0.0398287
57, 1.86667, 0.982645, 1, 61.8506, -20.9846, 531.104, 0.211261, -0.0255108, 0.038922
58, 1.9, 0.981819, 1, 62.1385, -22.0276, 532.753, 0.204224, -0.0293036, 0.0376337
59, 1.93333, 0.982454, 1, 62.2438, -21.7855, 532.204, 0.212076, -0.0297756, 0.0384548
60, 1.96667, 0.981911, 1, 62.0096, -21.0431, 530.794, 0.232663, -0.0281844, 0.0387246
61, 2, 0.980663, 1, 61.8493, -20.1977, 530.586, 0.247342, -0.028381, 0.0403071
62, 2.03333, 0.98306, 1, 61.998, -19.9251, 530.562, 0.254041, -0.0302331, 0.0415033
63, 2.06667, 0.983221, 1, 61.8457, -20.0051, 530.983, 0.25456, -0.0321541, 0.0390291
64, 2.1, 0.982976, 1, 62.1039, -20.3782, 532.576, 0.246287, -0.0328627, 0.0393434
65, 2.13333, 0.983831, 1, 61.9509, -20.6634, 533.134, 0.241648, -0.0304852, 0.0387984
66, 2.16667, 0.982487, 1, 61.82, -20.7391, 533.11, 0.237183, -0.027214, 0.04099
67, 2.2, 0.983356, 1, 61.1907, -21.0364, 532.19, 0.227529, -0.0233454, 0.0405525
68, 2.23333, 0.983792, 1, 61.5457, -21.4995, 533.662, 0.220655, -0.0239192, 0.0411666
69, 2.26667, 0.983612, 1, 61.4825, -22.2133, 533.419, 0.210677, -0.0260771, 0.0394005
70, 2.3, 0.984093, 1, 61.7974, -22.2532, 533.428, 0.210811, -0.0268078, 0.0401669
71, 2.33333, 0.983975, 1, 61.694, -22.4015, 532.528, 0.208674, -0.0265465, 0.0394078
72, 2.36667, 0.983894, 1, 61.5976, -21.991, 534.163, 0.213493, -0.0195781, 0.0395447
73, 2.4, 0.984209, 1, 61.2921, -21.6875, 533.106, 0.217954, -0.0172488, 0.0370136
74, 2.43333, 0.9831, 1, 61.1813, -21.505, 532.061, 0.213686, -0.015477, 0.0364659
75, 2.46667, 0.983698, 1, 61.6284, -21.9187, 533.78, 0.213152, -0.0129239, 0.0365079
76, 2.5, 0.983463, 1, 61.7893, -21.769, 532.383, 0.214847, -0.0145567, 0.0387545
77, 2.53333, 0.985034, 1, 62.2321, -21.6556, 532.131, 0.216858, -0.0179463, 0.0392924
78, 2.56667, 0.983805, 1, 62.3791, -21.2568, 531.085, 0.215914, -0.0201871, 0.0401757
79, 2.6, 0.983146, 1, 63.0058, -21.5054, 531.871, 0.213218, -0.0207343, 0.0404595
80, 2.63333, 0.982569, 1, 63.4037, -21.8967, 532.601, 0.213214, -0.0231168, 0.0411835
81, 2.66667, 0.983912, 1, 63.7206, -22.1208, 532.422, 0.21285, -0.0223216, 0.0403488
82, 2.7, 0.983216, 1, 63.7691, -22.2024, 532.613, 0.215481, -0.0207399, 0.0406242
83, 2.73333, 0.984992, 1, 63.975, -22.3492, 532.838, 0.212305, -0.0211119, 0.0401924
84, 2.76667, 0.983843, 1, 64.1069, -22.4288, 533.152, 0.215768, -0.0212818, 0.0394554
85, 2.8, 0.984458, 1, 64.4077, -22.5142, 533.296, 0.212971, -0.0204595, 0.0389279
86, 2.83333, 0.983907, 1, 64.4931, -22.6736, 532.9, 0.21049, -0.0226107, 0.0391673
87, 2.86667, 0.984974, 1, 64.5702, -22.9606, 533.127, 0.210425, -0.0233447, 0.0394049
88, 2.9, 0.984405, 1, 64.5148, -23.1884, 532.626, 0.21181, -0.0239299, 0.0382369
89, 2.93333, 0.984217, 1, 64.3114, -23.4658, 531.975, 0.207682, -0.0202915, 0.0379254
90, 2.96667, 0.984532, 1, 64.2426, -23.4207, 531.577, 0.207619, -0.0211002, 0.037449
91, 3, 0.983841, 1, 64.028, -23.377, 531.563, 0.206926, -0.0211918, 0.0359579
92, 3.03333, 0.983812, 1, 63.9007, -23.3105, 532.17, 0.212083, -0.0204373, 0.0348363
93, 3.06667, 0.98357, 1, 63.6674, -23.537, 531.838, 0.210871, -0.019759, 0.0337662
94, 3.1, 0.984589, 1, 63.6435, -23.2607, 530.941, 0.210446, -0.0205982, 0.0346525
95, 3.13333, 0.984444, 1, 63.338, -23.1693, 530.564, 0.211567, -0.020624, 0.0347286
96, 3.16667, 0.983151, 1, 63.3838, -23.1091, 531.141, 0.210951, -0.0197349, 0.0357442
97, 3.2, 0.984133, 1, 62.928, -22.8699, 530.74, 0.212642, -0.017277, 0.0357152
98, 3.23333, 0.983908, 1, 62.8755, -22.3656, 530.946, 0.214787, -0.0176705, 0.036721
99, 3.26667, 0.98369, 1, 62.8154, -22.4682, 531.838, 0.215784, -0.0143455, 0.0360665
100, 3.3, 0.984557, 1, 62.5264, -22.2908, 530.278, 0.220543, -0.014744, 0.0355712
101, 3.33333, 0.984108, 1, 62.2743, -22.0219, 530.614, 0.223516, -0.0148242, 0.0348096
102, 3.36667, 0.983885, 1, 62.096, -22.0963, 530.161, 0.220958, -0.0149217, 0.0337093
103, 3.4, 0.984217, 1, 62.0546, -21.9023, 530.147, 0.220845, -0.0139726, 0.0338858
104, 3.43333, 0.984024, 1, 62.0674, -21.5707, 530.779, 0.225214, -0.0115795, 0.0354973
105, 3.46667, 0.980932, 1, 61.8468, -21.4271, 529.593, 0.221091, -0.0126697, 0.0355172
106, 3.5, 0.983352, 1, 61.7838, -21.5704, 529.661, 0.224031, -0.014199, 0.0349753
107, 3.53333, 0.984957, 1, 61.6997, -21.5011, 529.298, 0.221072, -0.0137189, 0.0354849
108, 3.56667, 0.983514, 1, 61.9267, -21.208, 529.607, 0.222757, -0.0145177, 0.0368054
109, 3.6, 0.98424, 1, 61.7503, -21.1854, 528.999, 0.225208, -0.0149388, 0.0367825
110, 3.63333, 0.983931, 1, 61.7006, -21.1544, 529.295, 0.22389, -0.0150567, 0.0379276
111, 3.66667, 0.983679, 1, 61.7945, -20.9112, 528.644, 0.224784, -0.0150966, 0.037429
112, 3.7, 0.983492, 1, 61.834, -20.7541, 528.572, 0.226205, -0.0160205, 0.0380444
113, 3.73333, 0.984525, 1, 61.9578, -21.0956, 527.979, 0.224937, -0.0173897, 0.0378208
114, 3.76667, 0.984981, 1, 61.4601, -20.9615, 526.632, 0.229245, -0.0152914, 0.0346807
115, 3.8, 0.984103, 1, 61.598, -20.9114, 526.851, 0.230188, -0.0146616, 0.0347454
116, 3.83333, 0.984137, 1, 61.6777, -20.5974, 526.835, 0.234693, -0.0150366, 0.0351404
117, 3.86667, 0.984148, 1, 61.7174, -20.6523, 526.374, 0.233072, -0.0147249, 0.0357942
118, 3.9, 0.984508, 1, 61.4051, -20.6533, 526.071, 0.234287, -0.0119524, 0.0359605
119, 3.93333, 0.983708, 1, 60.5508, -21.0311, 526.702, 0.241558, 0.00298394, 0.0320605
120, 3.96667, 0.983358, 1, 59.1249, -21.1898, 525.334, 0.223741, 0.02348, 0.0375715
121, 4, 0.979808, 1, 56.6774, -21.9209, 521.916, 0.230952, 0.0517347, 0.0386566
122, 4.03333, 0.975759, 1, 54.4482, -22.8786, 519.349, 0.233644, 0.0790887, 0.0398462
123, 4.06667, 0.976193, 1, 53.0087, -23.4283, 517.863, 0.221885, 0.103768, 0.0465524
124, 4.1, 0.974811, 1, 52.0883, -23.5849, 516.311, 0.219519, 0.116279, 0.0519823
125, 4.13333, 0.975293, 1, 51.6956, -23.9424, 515.642, 0.218849, 0.123789, 0.055459
