frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.936757, 1, 0.209419, 0.322345, -0.923167, 0.00825285, 0.385781, -0.922554, 0.250741, 0.47233, -0.845005, 0.0514155, 0.541105, -0.839382
2, 0.0333333, 0.936779, 1, 0.196543, 0.314446, -0.928706, 0.00740998, 0.386033, -0.922455, 0.238305, 0.460727, -0.854951, 0.0510578, 0.53634, -0.842457
3, 0.0666667, 0.93332, 1, 0.196033, 0.312885, -0.929341, 0.00938558, 0.385651, -0.922597, 0.238037, 0.455296, -0.85793, 0.0533044, 0.532013, -0.845057
4, 0.1, 0.93327, 1, 0.195679, 0.313455, -0.929223, 0.00868265, 0.385427, -0.922698, 0.238145, 0.455567, -0.857756, 0.0530181, 0.531498, -0.845399
5, 0.133333, 0.933195, 1, 0.196122, 0.311913, -0.929648, 0.00862756, 0.384962, -0.922892, 0.23825, 0.453889, -0.858616, 0.0526227, 0.530804, -0.84586
6, 0.166667, 0.939543, 1, 0.183275, 0.314013, -0.931561, -0.0117056, 0.378298, -0.92561, 0.226954, 0.45524, -0.860958, 0.0336318, 0.523906, -0.851112
7, 0.2, 0.93853, 1, 0.222936, 0.271588, -0.936237, -0.000530166, 0.377104, -0.926171, 0.26352, 0.416165, -0.870266, 0.0423865, 0.525075, -0.85
8, 0.233333, 0.937115, 1, 0.184719, 0.292524, -0.938248, -0.0078101, 0.3719, -0.92824, 0.229791, 0.443731, -0.866198, 0.0388914, 0.525899, -0.849657
9, 0.266667, 0.936334, 1, 0.174129, 0.309891, -0.934691, -0.0145088, 0.385044, -0.922784, 0.217507, 0.464287, -0.858562, 0.0302988, 0.541647, -0.84006
10, 0.3, 0.938816, 1, 0.208894, 0.304797, -0.929227, -0.0360093, 0.379111, -0.92465, 0.254539, 0.462563, -0.849261, 0.01141, 0.542111, -0.84023
11, 0.333333, 0.937616, 1, 0.211399, 0.303131, -0.929205, -0.0298009, 0.371921, -0.927786, 0.254554, 0.459329, -0.851011, 0.0152192, 0.534142, -0.845258
12, 0.366667, 0.936704, 1, 0.204396, 0.299955, -0.931799, -0.0133839, 0.361768, -0.932172, 0.248177, 0.459593, -0.85275, 0.0322022, 0.527344, -0.849041
13, 0.4, 0.939937, 1, 0.269144, 0.301627, -0.914649, -0.0235887, 0.362411, -0.93172, 0.310165, 0.454427, -0.835041, 0.0198481, 0.526322, -0.850054
14, 0.433333, 0.93547, 1, 0.194059, 0.276962, -0.941081, -0.0125467, 0.362001, -0.932093, 0.23332, 0.438483, -0.867925, 0.0286962, 0.526741, -0.849541
15, 0.466667, 0.937623, 1, 0.157722, 0.294367, -0.942588, -0.0105616, 0.365672, -0.930684, 0.199518, 0.453809, -0.868475, 0.0327335, 0.527008, -0.84923
16, 0.5, 0.941364, 1, 0.199467, 0.293194, -0.935014, 0.00386746, 0.364561, -0.931171, 0.24656, 0.447558, -0.859593, 0.0528939, 0.523553, -0.85035
17, 0.533333, 0.940324, 1, 0.275289, 0.307533, -0.910845, -0.0097574, 0.405614, -0.913993, 0.325481, 0.448833, -0.832232, 0.0436717, 0.555884, -0.830112
18, 0.566667, 0.937811, 1, 0.234763, 0.309383, -0.921503, 0.00714047, 0.400263, -0.916373, 0.282718, 0.454665, -0.844601, 0.0576144, 0.550997, -0.832516
19, 0.6, 0.938806, 1, 0.277492, 0.30535, -0.910911, -0.0110228, 0.397391, -0.917583, 0.325949, 0.450718, -0.83103, 0.0405113, 0.552103, -0.832791
20, 0.633333, 0.938932, 1, 0.301282, 0.302391, -0.904317, -0.0114931, 0.388911, -0.921204, 0.345659, 0.44748, -0.824792, 0.0361203, 0.545613, -0.837259
21, 0.666667, 0.938919, 1, 0.303224, 0.302154, -0.903747, -0.012491, 0.388177, -0.9215, 0.347106, 0.446409, -0.824764, 0.0346655, 0.544356, -0.838138
22, 0.7, 0.932754, 1, 0.242525, 0.305906, -0.920654, -0.0104952, 0.391942, -0.91993, 0.292983, 0.453061, -0.84196, 0.0426243, 0.546399, -0.83644
23, 0.733333, 0.933942, 1, 0.283879, 0.306222, -0.908648, -0.0170207, 0.406479, -0.913502, 0.332097, 0.449424, -0.829295, 0.0345099, 0.559226, -0.828297
24, 0.766667, 0.934531, 1, 0.284221, 0.295337, -0.912137, -0.0287743, 0.393884, -0.91871, 0.332287, 0.440168, -0.834169, 0.0226763, 0.549072, -0.835467
25, 0.8, 0.940997, 1, 0.269634, 0.292882, -0.917343, -0.00945186, 0.398637, -0.91706, 0.319942, 0.443339, -0.83731, 0.0440741, 0.55695, -0.829376
26, 0.833333, 0.936798, 1, 0.262325, 0.300878, -0.916874, -0.00642842, 0.398573, -0.917114, 0.314199, 0.451529, -0.835105, 0.0484672, 0.556996, -0.8291
27, 0.866667, 0.933886, 1, 0.243685, 0.289716, -0.925571, -0.0264772, 0.39544, -0.91811, 0.296453, 0.443273, -0.845946, 0.0291076, 0.55521, -0.831201
28, 0.9, 0.936744, 1, 0.254088, 0.296197, -0.92071, -0.0207519, 0.390201, -0.920496, 0.310153, 0.446102, -0.839523, 0.0382152, 0.54812, -0.835526
29, 0.933333, 0.936508, 1, 0.251651, 0.286122, -0.924557, -0.0102029, 0.397126, -0.917708, 0.308722, 0.436383, -0.845139, 0.0498622, 0.553587, -0.831298
30, 0.966667, 0.939927, 1, 0.224919, 0.281558, -0.932811, -0.0148862, 0.390729, -0.920385, 0.286793, 0.433406, -0.854347, 0.0496997, 0.547449, -0.835362
31, 1, 0.938883, 1, 0.219986, 0.292137, -0.930732, -0.0212546, 0.389438, -0.920807, 0.27968, 0.445432, -0.850511, 0.0408629, 0.547926, -0.835528
32, 1.03333, 0.940066, 1, 0.207491, 0.293774, -0.933083, -0.0284133, 0.396364, -0.917654, 0.270475, 0.447984, -0.852147, 0.036861, 0.554752, -0.831199
33, 1.06667, 0.940078, 1, 0.205843, 0.2935, -0.933534, -0.0275637, 0.395514, -0.918046, 0.269576, 0.446726, -0.853091, 0.0384147, 0.552847, -0.832397
34, 1.1, 0.936898, 1, 0.222807, 0.293637, -0.929588, -0.0254122, 0.384961, -0.922583, 0.286545, 0.443029, -0.849481, 0.0409397, 0.540965, -0.840048
35, 1.13333, 0.938652, 1, 0.233749, 0.298514, -0.925338, -0.0246901, 0.387031, -0.921736, 0.296179, 0.446158, -0.844524, 0.0405023, 0.542284, -0.839218
36, 1.16667, 0.939817, 1, 0.237533, 0.300558, -0.923712, -0.0299129, 0.394461, -0.918426, 0.300914, 0.445818, -0.843028, 0.0363504, 0.547456, -0.836045
37, 1.2, 0.941167, 1, 0.217452, 0.322081, -0.9214, -0.0400612, 0.404961, -0.913456, 0.277576, 0.469383, -0.838231, 0.0223106, 0.558822, -0.828987
38, 1.23333, 0.939393, 1, 0.279225, 0.331559, -0.901167, -0.0252032, 0.410293, -0.911605, 0.342678, 0.470975, -0.812868, 0.0416419, 0.561396, -0.826499
39, 1.26667, 0.940604, 1, 0.25905, 0.384234, -0.886147, -0.0451046, 0.459236, -0.887168, 0.321615, 0.520868, -0.790734, 0.0199611, 0.605219, -0.795809
40, 1.3, 0.943187, 1, 0.358524, 0.388974, -0.848622, -0.0982896, 0.448236, -0.888495, 0.424129, 0.516756, -0.743693, -0.027478, 0.597265, -0.801573
41, 1.33333, 0.94913, 1, 0.294901, 0.372355, -0.879992, -0.062196, 0.456897, -0.887343, 0.361291, 0.504987, -0.783873, 0.00702408, 0.599563, -0.800297
42, 1.36667, 0.940829, 1, 0.272842, 0.366021, -0.889711, -0.0361609, 0.420054, -0.906778, 0.341598, 0.496608, -0.79793, 0.0353573, 0.560039, -0.827711
43, 1.4, 0.939555, 1, 0.29945, 0.322534, -0.897943, -0.00433209, 0.385718, -0.922607, 0.371008, 0.44834, -0.813231, 0.0707025, 0.521228, -0.850483
44, 1.43333, 0.941642, 1, 0.31181, 0.269742, -0.911051, -0.0333468, 0.388251, -0.92095, 0.385919, 0.383159, -0.839199, 0.0436278, 0.50837, -0.860033
45, 1.46667, 0.943429, 1, 0.309187, 0.275535, -0.910211, -0.0362283, 0.38744, -0.921183, 0.384555, 0.389607, -0.836854, 0.0420101, 0.508238, -0.860191
