frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.890209, 1, -0.046106, 0.320299, -0.946194, -0.245552, 0.366071, -0.897606, -0.0200595, 0.462645, -0.886317, -0.222088, 0.496882, -0.838919
2, 0.0333333, 0.891397, 1, -0.0476461, 0.312946, -0.948575, -0.238188, 0.355862, -0.903675, -0.0252018, 0.444012, -0.895666, -0.218182, 0.475899, -0.852007
3, 0.0666667, 0.891047, 1, -0.0472052, 0.313095, -0.948548, -0.238528, 0.35359, -0.904477, -0.0228319, 0.437298, -0.899027, -0.216698, 0.466796, -0.857405
4, 0.1, 0.889998, 1, -0.0476476, 0.312071, -0.948863, -0.239153, 0.351726, -0.905038, -0.022031, 0.428458, -0.903293, -0.216251, 0.4569, -0.862831
5, 0.133333, 0.888244, 1, -0.0467847, 0.313445, -0.948453, -0.23942, 0.349164, -0.90596, -0.0188825, 0.424015, -0.905458, -0.214212, 0.448653, -0.867654
6, 0.166667, 0.889718, 1, -0.0476866, 0.313243, -0.948475, -0.239385, 0.346388, -0.907034, -0.0179534, 0.418513, -0.908033, -0.212358, 0.440612, -0.872218
7, 0.2, 0.902479, 1, -0.0467474, 0.289198, -0.956127, -0.217423, 0.325429, -0.92023, -0.0120524, 0.405086, -0.914199, -0.18519, 0.432417, -0.882451
8, 0.233333, 0.90738, 1, 0.0754049, 0.580639, -0.810662, -0.213567, 0.372254, -0.903226, 0.0983753, 0.672756, -0.733295, -0.179852, 0.470266, -0.864004
9, 0.266667, 0.921442, 1, 0.218139, 0.67645, -0.703442, -0.303391, 0.326323, -0.895247, 0.237526, 0.75473, -0.611525, -0.265292, 0.419149, -0.868294
10, 0.3, 0.894905, 1, -0.0919142, 0.234083, -0.967862, -0.301863, 0.304428, -0.903439, -0.0592859, 0.337398, -0.939493, -0.273587, 0.395166, -0.876923
11, 0.333333, 0.905875, 1, -0.0794176, 0.266835, -0.960464, -0.319217, 0.301329, -0.8985, -0.0564327, 0.363412, -0.929918, -0.298871, 0.385766, -0.872846
12, 0.366667, 0.916428, 1, -0.0863974, 0.27274, -0.958201, -0.347786, 0.282945, -0.893861, -0.0639154, 0.369635, -0.926976, -0.327317, 0.367398, -0.870564
13, 0.4, 0.916789, 1, -0.0941781, 0.294471, -0.951009, -0.346692, 0.291866, -0.891414, -0.0713724, 0.394925, -0.915937, -0.325493, 0.380695, -0.86552
14, 0.433333, 0.917746, 1, -0.0901378, 0.293604, -0.951668, -0.353679, 0.289988, -0.889279, -0.0609579, 0.393394, -0.917347, -0.326529, 0.377187, -0.866665
15, 0.466667, 0.91747, 1, -0.113493, 0.271672, -0.955674, -0.307476, 0.301997, -0.902362, -0.0771331, 0.371122, -0.925375, -0.274225, 0.390529, -0.878799
16, 0.5, 0.915648, 1, -0.107831, 0.271732, -0.956313, -0.304694, 0.307471, -0.901456, -0.0732933, 0.37413, -0.924475, -0.2734, 0.39854, -0.875453
17, 0.533333, 0.908347, 1, -0.003352, 0.275056, -0.961422, -0.170258, 0.31825, -0.932593, 0.0308752, 0.378228, -0.925197, -0.138781, 0.412257, -0.900435
18, 0.566667, 0.898147, 1, 0.0400621, 0.285575, -0.957519, -0.154039, 0.317702, -0.935594, 0.0706422, 0.38944, -0.918339, -0.125458, 0.411549, -0.902711
19, 0.6, 0.895866, 1, 0.0539461, 0.282664, -0.957701, -0.156577, 0.323187, -0.933292, 0.0863387, 0.381039, -0.920519, -0.126633, 0.410859, -0.902862
20, 0.633333, 0.892758, 1, 0.0479767, 0.289287, -0.956039, -0.156401, 0.338126, -0.928014, 0.0770655, 0.38897, -0.918021, -0.130161, 0.427147, -0.894765
21, 0.666667, 0.897969, 1, 0.0533025, 0.291912, -0.954959, -0.153308, 0.337694, -0.928687, 0.084389, 0.390207, -0.916852, -0.124896, 0.425567, -0.896266
22, 0.7, 0.88638, 1, 0.0476659, 0.287001, -0.956744, -0.144748, 0.321278, -0.935857, 0.0815198, 0.390882, -0.916824, -0.113032, 0.41508, -0.902736
23, 0.733333, 0.898962, 1, 0.0639708, 0.304288, -0.95043, -0.156438, 0.326148, -0.932285, 0.102602, 0.40417, -0.908911, -0.119205, 0.4158, -0.90161
24, 0.766667, 0.893794, 1, 0.0496915, 0.311567, -0.948924, -0.154839, 0.356519, -0.921368, 0.0881915, 0.418401, -0.903971, -0.119263, 0.452545, -0.88373
25, 0.8, 0.889621, 1, 0.058977, 0.303322, -0.951061, -0.150685, 0.347738, -0.925404, 0.103215, 0.410108, -0.906178, -0.109421, 0.443312, -0.889664
26, 0.833333, 0.893489, 1, 0.0672918, 0.294312, -0.953337, -0.154144, 0.347593, -0.924889, 0.109039, 0.395205, -0.912098, -0.115801, 0.436779, -0.892084
