frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.855653, 1, 1.77478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.855189, 1, 2.12803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.84149, 1, 2.14596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.82815, 1, 2.21489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.824742, 1, 2.29814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.823211, 1, 2.36883, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.823707, 1, 2.32166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.826521, 1, 2.55627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.726797, 0, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.832626, 1, 2.27789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.537703, 0, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.861277, 1, 2.1941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1
11, 0.333333, 0.859536, 1, 2.69168, 0, 0, 0, 0, 0, 0, 0, 0, 0.551062, 0, 0.802466, 0, 0, 0, 0, 0, 1, 0, 0
12, 0.366667, 0.847217, 1, 2.89814, 0.673096, 0.665743, 0, 0, 0, 0, 0.650949, 0, 0.613125, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
13, 0.4, 0.888392, 1, 3.07479, 0, 0.695496, 0.663632, 0, 0, 0, 0.794267, 0, 0.656379, 0, 0.577778, 0, 0, 0, 0, 0, 1, 0, 1
14, 0.433333, 0.900265, 1, 3.14453, 0, 0.645837, 0, 0, 0, 0, 0.877013, 0, 0.564936, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
15, 0.466667, 0.90689, 1, 3.29417, 0.626882, 0.947021, 0, 0, 0, 0, 0.866742, 0, 0.574961, 0, 0.614807, 0, 0, 0, 0, 1, 1, 1, 1
16, 0.5, 0.900208, 1, 3.12116, 1.02366, 0.781093, 0, 0, 0, 0, 1.07322, 0, 0.676454, 0, 0.632893, 0, 0, 0, 0, 0, 1, 0, 0
17, 0.533333, 0.877559, 1, 3.20614, 0.507032, 0.84426, 0, 0, 0, 0, 0.792184, 0, 0, 0, 0.92337, 0, 0, 0, 0, 0, 1, 0, 1
18, 0.566667, 0.904975, 1, 3.80494, 0.871966, 1.30771, 0, 0, 0, 0, 1.1939, 0, 0, 0, 2.23389, 0, 0.733205, 0, 0, 0, 0, 0, 0
19, 0.6, 0.910793, 1, 3.39982, 0, 1.547, 0, 0, 0, 0, 1.4891, 0.785146, 0.523142, 0.590662, 1.35791, 0, 0.541834, 0, 0, 0, 0, 0, 0
20, 0.633333, 0.916602, 1, 3.19685, 0, 1.43265, 0, 0, 0, 0, 1.52929, 0.867977, 0.550458, 0.595948, 1.23699, 0, 0.639731, 0, 0, 0, 0, 0, 0
21, 0.666667, 0.916826, 1, 3.22543, 0, 1.51933, 0, 0, 0, 0, 1.37726, 0.836666, 0.500426, 0.62928, 1.65599, 0, 0.607848, 0, 0, 0, 0, 0, 0
22, 0.7, 0.928545, 1, 3.36703, 0, 1.7228, 0, 0, 0, 0, 1.5493, 0.671919, 0.641959, 0.86459, 1.48414, 0, 0.605816, 0, 0, 0, 0, 0, 0
23, 0.733333, 0.924855, 1, 3.35624, 0, 1.63533, 0, 0, 0, 0, 1.52712, 0.870138, 0, 0.689399, 1.27138, 0, 0.644042, 0, 0, 0, 0, 0, 0
24, 0.766667, 0.922358, 1, 3.22262, 0, 2.09668, 0, 0, 0, 0, 1.25797, 0.919544, 0, 0.956474, 1.62019, 0, 0.572445, 0, 0, 0, 0, 0, 0
25, 0.8, 0.921533, 1, 3.06479, 0, 1.75376, 0, 0, 0, 0, 1.23686, 0.907996, 0, 0.917048, 1.13842, 0, 0.500948, 0, 0, 0, 0, 0, 0
26, 0.833333, 0.920696, 1, 3.14238, 0, 1.71486, 0, 0, 0, 0, 1.31772, 1.0177, 0, 0.941556, 1.06141, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.866667, 0.917558, 1, 3.04198, 0, 1.8687, 0, 0, 0, 0, 1.16047, 1.00561, 0, 0.790154, 1.1744, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.9, 0.919777, 1, 3.10883, 0, 1.49728, 0, 0, 0, 0, 1.29218, 1.00101, 0, 0.894945, 1.19055, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.933333, 0.926555, 1, 3.28685, 0, 2.0119, 0, 0, 0, 0, 1.29886, 0.956168, 0, 0.907804, 1.17032, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.966667, 0.925053, 1, 3.31653, 0, 1.83047, 0, 0, 1.06988, 0, 1.29222, 1.02822, 0, 1.00845, 1.50158, 0, 0, 0, 0, 0, 0, 0, 0
31, 1, 0.921459, 1, 3.31203, 0, 1.7071, 0, 0, 0, 0, 1.33285, 1.10759, 0, 0.948142, 0.95903, 0, 0, 0, 0, 0, 0, 0, 0
32, 1.03333, 0.929035, 1, 3.22799, 0, 1.80634, 0, 0, 0.584634, 0, 1.08208, 0.906937, 0, 0.87578, 0.879423, 0, 0, 0, 0, 0, 0, 0, 0
33, 1.06667, 0.921582, 1, 3.13157, 0, 1.62658, 0, 0, 0.556178, 0, 1.09512, 0.863181, 0, 0.871132, 1.00856, 0, 0, 0, 0, 0, 0, 0, 0
34, 1.1, 0.924988, 1, 3.08132, 0, 1.8771, 0, 0, 0.706496, 0, 1.27003, 0.941428, 0, 1.01304, 1.08065, 0, 0, 0, 0, 0, 0, 0, 0
35, 1.13333, 0.918209, 1, 3.01348, 0, 1.18428, 0, 0, 0, 0, 1.31672, 0, 0, 0.744817, 0.798295, 0, 0, 0, 0, 0, 0, 0, 0
36, 1.16667, 0.921615, 1, 3.11302, 0, 0.965496, 0, 0, 0, 0, 1.55371, 0.713319, 0, 0.671825, 0.938136, 0, 0, 0, 0, 0, 0, 0, 0
37, 1.2, 0.940504, 1, 3.00237, 0, 1.16568, 0, 0, 0, 0, 1.43729, 0.592826, 0, 0.822217, 0.731073, 0, 0, 0, 0, 0, 0, 0, 1
38, 1.23333, 0.917735, 1, 3.26946, 0, 1.47875, 0, 0, 0, 0, 1.243, 0, 0, 0.693039, 1.26202, 0, 0, 0, 0, 0, 0, 0, 1
39, 1.26667, 0.928794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
40, 1.3, 0.93521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
41, 1.33333, 0.939322, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
42, 1.36667, 0.935473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
43, 1.4, 0.926249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
44, 1.43333, 0.914931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
45, 1.46667, 0.899701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
46, 1.5, 0.894792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
47, 1.53333, 0.870333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
48, 1.56667, 0.846307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
49, 1.6, 0.842936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
50, 1.63333, 0.84546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
51, 1.66667, 0.857683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
52, 1.7, 0.860548, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
53, 1.73333, 0.888722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
54, 1.76667, 0.914496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
55, 1.8, 0.930019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
56, 1.83333, 0.920641, 1, 3.12678, 0, 1.56294, 0, 0, 0, 0, 1.67971, 0, 0, 0.615655, 0.89175, 0, 0, 0, 0, 0, 0, 0, 0
57, 1.86667, 0.942392, 1, 3.1248, 0, 1.74688, 0, 0, 1.24079, 0, 1.38155, 0.547271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
58, 1.9, 0.93976, 1, 2.49615, 0, 1.36139, 0, 0, 1.78907, 0, 0.783125, 0.642151, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
