frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.933393, 1, 0.234316, 0.314326, -0.919943, 0.0680421, 0.301323, -0.951091, 0.229552, 0.59725, -0.768504, 0.0626064, 0.598408, -0.798742
2, 0.0333333, 0.928541, 1, 0.225121, 0.303455, -0.92587, 0.0782933, 0.286266, -0.954946, 0.224284, 0.605901, -0.76327, 0.0768125, 0.603062, -0.793987
3, 0.0666667, 0.92704, 1, 0.225818, 0.308419, -0.924058, 0.077646, 0.288438, -0.954345, 0.226446, 0.614914, -0.755383, 0.0776073, 0.610139, -0.788485
4, 0.1, 0.926442, 1, 0.225562, 0.308533, -0.924083, 0.0779596, 0.290321, -0.953748, 0.227608, 0.619828, -0.751004, 0.0794556, 0.616626, -0.783236
5, 0.133333, 0.926653, 1, 0.224568, 0.308468, -0.924347, 0.0775626, 0.291539, -0.953409, 0.22865, 0.624196, -0.74706, 0.081241, 0.621987, -0.778802
6, 0.166667, 0.926902, 1, 0.227408, 0.309288, -0.923378, 0.0783138, 0.291818, -0.953262, 0.231115, 0.625928, -0.744849, 0.0815971, 0.623565, -0.777501
7, 0.2, 0.919601, 1, 0.225708, 0.312654, -0.922661, 0.0774809, 0.307001, -0.94855, 0.234319, 0.626143, -0.743667, 0.0860651, 0.63345, -0.768983
8, 0.233333, 0.912534, 1, 0.239056, 0.305495, -0.921697, 0.0849933, 0.306936, -0.947928, 0.246198, 0.623193, -0.742305, 0.0922245, 0.637308, -0.765071
9, 0.266667, 0.919658, 1, 0.218315, 0.320129, -0.921876, 0.0729996, 0.31525, -0.946197, 0.227396, 0.636966, -0.736591, 0.0821015, 0.644183, -0.760452
10, 0.3, 0.918453, 1, 0.224717, 0.312468, -0.922966, 0.0656353, 0.305721, -0.949856, 0.235706, 0.627895, -0.741748, 0.0766769, 0.634723, -0.768926
11, 0.333333, 0.915208, 1, 0.212642, 0.320752, -0.922985, 0.0643682, 0.305223, -0.950103, 0.219042, 0.638167, -0.738081, 0.0705158, 0.636478, -0.768064
12, 0.366667, 0.9134, 1, 0.209163, 0.321823, -0.923407, 0.089879, 0.305153, -0.948053, 0.211769, 0.642194, -0.736709, 0.092105, 0.637924, -0.764571
13, 0.4, 0.916119, 1, 0.227344, 0.317644, -0.920553, 0.0947574, 0.309156, -0.946279, 0.230477, 0.639733, -0.733227, 0.0976746, 0.643823, -0.758915
14, 0.433333, 0.908605, 1, 0.228177, 0.314564, -0.921404, 0.0997171, 0.305706, -0.94689, 0.229184, 0.637074, -0.735942, 0.100445, 0.640545, -0.761323
15, 0.466667, 0.906752, 1, 0.217756, 0.318901, -0.922434, 0.0946723, 0.294502, -0.95095, 0.221877, 0.638121, -0.737274, 0.0983844, 0.627981, -0.771985
16, 0.5, 0.908393, 1, 0.207212, 0.30457, -0.929678, 0.0921053, 0.301006, -0.949164, 0.218634, 0.625868, -0.748658, 0.103597, 0.632201, -0.767847
17, 0.533333, 0.908042, 1, 0.206739, 0.303394, -0.930167, 0.0898591, 0.302874, -0.948785, 0.21827, 0.6259, -0.748737, 0.101516, 0.634818, -0.765964
18, 0.566667, 0.909169, 1, 0.200683, 0.3088, -0.929714, 0.102104, 0.30494, -0.946882, 0.208159, 0.633107, -0.74555, 0.109555, 0.637818, -0.762356
19, 0.6, 0.89959, 1, 0.226978, 0.310961, -0.922922, 0.100459, 0.309363, -0.945623, 0.233873, 0.63619, -0.735232, 0.107396, 0.645311, -0.756333
20, 0.633333, 0.914937, 1, 0.229245, 0.313289, -0.921573, 0.104206, 0.286625, -0.952359, 0.243555, 0.634845, -0.733248, 0.118561, 0.623754, -0.772576
21, 0.666667, 0.902333, 1, 0.22558, 0.311259, -0.923164, 0.107719, 0.280741, -0.953719, 0.255753, 0.626377, -0.73637, 0.138526, 0.611777, -0.778806
22, 0.7, 0.906362, 1, 0.225291, 0.310724, -0.923415, 0.0845512, 0.293587, -0.952186, 0.2689, 0.621301, -0.735987, 0.129423, 0.619384, -0.774347
23, 0.733333, 0.917312, 1, 0.229329, 0.323886, -0.917881, 0.0806458, 0.293845, -0.952445, 0.294994, 0.619991, -0.727042, 0.148881, 0.608742, -0.779274
24, 0.766667, 0.914693, 1, 0.21174, 0.306769, -0.927933, 0.0851874, 0.279493, -0.956361, 0.294206, 0.603669, -0.740963, 0.170652, 0.592162, -0.787542
25, 0.8, 0.927389, 1, 0.205393, 0.315488, -0.926434, 0.0771254, 0.281912, -0.956335, 0.287443, 0.601923, -0.745027, 0.162361, 0.58423, -0.795182
26, 0.833333, 0.918447, 1, 0.221597, 0.277667, -0.934771, 0.0934265, 0.260114, -0.961047, 0.300457, 0.571272, -0.763789, 0.175009, 0.567308, -0.804694
27, 0.866667, 0.918309, 1, 0.2183, 0.297623, -0.92939, 0.0851139, 0.273986, -0.95796, 0.293001, 0.587362, -0.754425, 0.162642, 0.578172, -0.799541
28, 0.9, 0.906947, 1, 0.207605, 0.302293, -0.930333, 0.0984246, 0.260792, -0.960365, 0.276157, 0.5919, -0.757227, 0.169638, 0.565398, -0.807186
29, 0.933333, 0.908955, 1, 0.205479, 0.302413, -0.930766, 0.0996441, 0.263021, -0.959631, 0.273503, 0.592707, -0.757558, 0.170199, 0.56774, -0.805421
30, 0.966667, 0.919992, 1, 0.229302, 0.313237, -0.921576, 0.102289, 0.273204, -0.956502, 0.292212, 0.598342, -0.746056, 0.167987, 0.57508, -0.800665
31, 1, 0.917267, 1, 0.225081, 0.282628, -0.932448, 0.104151, 0.249046, -0.962875, 0.286148, 0.573156, -0.767862, 0.167563, 0.554184, -0.815354
32, 1.03333, 0.919077, 1, 0.220556, 0.313012, -0.923785, 0.091532, 0.247817, -0.964473, 0.276524, 0.593308, -0.75599, 0.150077, 0.547813, -0.82303
33, 1.06667, 0.916704, 1, 0.226063, 0.317275, -0.920995, 0.094983, 0.269436, -0.958323, 0.277256, 0.599356, -0.750934, 0.148247, 0.569402, -0.808581
34, 1.1, 0.913961, 1, 0.221361, 0.30147, -0.927424, 0.105773, 0.265042, -0.958418, 0.26936, 0.588197, -0.762542, 0.155364, 0.566522, -0.809268
35, 1.13333, 0.91295, 1, 0.216309, 0.311004, -0.925466, 0.105619, 0.273542, -0.956044, 0.261214, 0.599585, -0.756482, 0.151844, 0.576996, -0.802508
36, 1.16667, 0.910707, 1, 0.215446, 0.298497, -0.929775, 0.104737, 0.263598, -0.95893, 0.256093, 0.580001, -0.773314, 0.146543, 0.558504, -0.816455
37, 1.2, 0.91296, 1, 0.230824, 0.331904, -0.914637, 0.08555, 0.291083, -0.952865, 0.278046, 0.602126, -0.748422, 0.134699, 0.578634, -0.804387
38, 1.23333, 0.922896, 1, 0.222969, 0.344342, -0.911983, 0.0870345, 0.283627, -0.954977, 0.277647, 0.610979, -0.741362, 0.144178, 0.570233, -0.808732
39, 1.26667, 0.920914, 1, 0.226029, 0.345677, -0.910724, 0.0755686, 0.273046, -0.959028, 0.283422, 0.60743, -0.742092, 0.135827, 0.557226, -0.819176
40, 1.3, 0.923743, 1, 0.228824, 0.314335, -0.921321, 0.0780263, 0.26634, -0.960716, 0.289413, 0.580887, -0.760796, 0.141263, 0.551346, -0.82223
41, 1.33333, 0.922616, 1, 0.229441, 0.302641, -0.925076, 0.0794511, 0.2705, -0.959436, 0.29183, 0.57617, -0.763455, 0.144314, 0.560525, -0.815466
42, 1.36667, 0.918322, 1, 0.222647, 0.342151, -0.912886, 0.0941945, 0.284938, -0.953907, 0.273808, 0.618284, -0.736718, 0.147653, 0.580431, -0.800811
43, 1.4, 0.902063, 1, 0.219189, 0.313529, -0.923935, 0.0974053, 0.273855, -0.956826, 0.276076, 0.594894, -0.754906, 0.156304, 0.571275, -0.805738
44, 1.43333, 0.90405, 1, 0.208544, 0.313445, -0.926424, 0.112271, 0.265829, -0.95746, 0.264769, 0.600185, -0.754769, 0.170149, 0.568283, -0.805049
45, 1.46667, 0.919888, 1, 0.230284, 0.331726, -0.914837, 0.102725, 0.276342, -0.955554, 0.282974, 0.605062, -0.744195, 0.157255, 0.569461, -0.806836
46, 1.5, 0.91663, 1, 0.217721, 0.33208, -0.91778, 0.0974982, 0.259556, -0.960794, 0.26477, 0.604025, -0.751698, 0.145912, 0.552356, -0.820739
47, 1.53333, 0.91925, 1, 0.211328, 0.350396, -0.912449, 0.105854, 0.284908, -0.952692, 0.259076, 0.612761, -0.746595, 0.154805, 0.566074, -0.809688
48, 1.56667, 0.917413, 1, 0.204818, 0.342805, -0.916806, 0.0973975, 0.27994, -0.955064, 0.253598, 0.582798, -0.772033, 0.147178, 0.536424, -0.831016
49, 1.6, 0.916663, 1, 0.229566, 0.345272, -0.909993, 0.0836151, 0.311194, -0.946661, 0.277083, 0.547477, -0.789616, 0.132446, 0.527175, -0.839371
50, 1.63333, 0.920136, 1, 0.230252, 0.293323, -0.927871, 0.0792453, 0.321991, -0.94342, 0.283658, 0.457767, -0.842607, 0.134236, 0.493185, -0.859505
51, 1.66667, 0.910657, 1, 0.207084, 0.302482, -0.930388, 0.0662486, 0.317288, -0.946012, 0.257058, 0.4465, -0.857064, 0.117477, 0.467939, -0.875918
52, 1.7, 0.91501, 1, 0.209844, 0.297597, -0.931344, 0.0821375, 0.315442, -0.945383, 0.255054, 0.420482, -0.870714, 0.1285, 0.443927, -0.886801
53, 1.73333, 0.913987, 1, 0.209794, 0.308583, -0.927773, 0.0644552, 0.316609, -0.946364, 0.254475, 0.415233, -0.873398, 0.110243, 0.429789, -0.896174
54, 1.76667, 0.915839, 1, 0.199337, 0.31484, -0.927977, 0.0727473, 0.310962, -0.947634, 0.24763, 0.408414, -0.878566, 0.121957, 0.4106, -0.903623
55, 1.8, 0.914082, 1, 0.179873, 0.289935, -0.939991, 0.0823977, 0.313826, -0.945899, 0.228471, 0.371091, -0.900051, 0.132041, 0.398498, -0.907615
56, 1.83333, 0.920119, 1, 0.191622, 0.310849, -0.930942, 0.0640415, 0.306472, -0.949723, 0.242725, 0.377298, -0.893717, 0.116067, 0.378451, -0.918315
57, 1.86667, 0.915656, 1, 0.194204, 0.323534, -0.926073, 0.0890041, 0.307415, -0.947404, 0.246965, 0.38106, -0.890955, 0.142486, 0.369777, -0.91813
58, 1.9, 0.911032, 1, 0.204653, 0.324251, -0.923568, 0.0689234, 0.334343, -0.939928, 0.261463, 0.366011, -0.893125, 0.127104, 0.381094, -0.915757
59, 1.93333, 0.913835, 1, 0.216775, 0.289397, -0.93234, 0.0761775, 0.345262, -0.935409, 0.273943, 0.310605, -0.910209, 0.13528, 0.370564, -0.918903
60, 1.96667, 0.907727, 1, 0.231271, 0.28741, -0.929467, 0.0655361, 0.327793, -0.942474, 0.288912, 0.29207, -0.911715, 0.12531, 0.337342, -0.933005
61, 2, 0.907183, 1, 0.241597, 0.315059, -0.917806, 0.0534789, 0.326552, -0.943665, 0.295603, 0.306449, -0.904825, 0.109402, 0.323354, -0.939933
62, 2.03333, 0.910416, 1, 0.223628, 0.323341, -0.919479, 0.0936405, 0.333659, -0.938031, 0.274225, 0.314915, -0.908641, 0.145559, 0.328871, -0.93309
63, 2.06667, 0.913362, 1, 0.205005, 0.32079, -0.924698, 0.0692397, 0.372608, -0.925402, 0.25294, 0.317068, -0.914051, 0.118898, 0.372856, -0.92024
64, 2.1, 0.910941, 1, 0.231407, 0.326087, -0.91658, 0.0591928, 0.364169, -0.92945, 0.273479, 0.324236, -0.905583, 0.102958, 0.367133, -0.924453
65, 2.13333, 0.917332, 1, 0.215432, 0.336125, -0.916847, 0.0609972, 0.391004, -0.918365, 0.260482, 0.329585, -0.907482, 0.107979, 0.389196, -0.914805
66, 2.16667, 0.915858, 1, 0.231447, 0.343066, -0.910351, 0.0690857, 0.373623, -0.925004, 0.276504, 0.340789, -0.898559, 0.115859, 0.376571, -0.919114
67, 2.2, 0.907524, 1, 0.225378, 0.342367, -0.912135, 0.0790719, 0.394605, -0.915442, 0.268967, 0.34271, -0.900115, 0.124539, 0.39945, -0.908256
68, 2.23333, 0.910738, 1, 0.249302, 0.340874, -0.906451, 0.0730144, 0.364402, -0.928375, 0.292083, 0.349789, -0.890132, 0.117472, 0.378934, -0.917938
69, 2.26667, 0.914668, 1, 0.253555, 0.362256, -0.896929, 0.0605285, 0.380721, -0.922707, 0.2891, 0.38417, -0.876832, 0.097458, 0.408655, -0.90747
70, 2.3, 0.907537, 1, 0.246937, 0.393481, -0.885548, 0.053727, 0.374749, -0.925568, 0.263391, 0.426843, -0.865119, 0.0702211, 0.413978, -0.907574
71, 2.33333, 0.913498, 1, 0.220859, 0.423966, -0.878336, 0.0772036, 0.472805, -0.877779, 0.212716, 0.465544, -0.859082, 0.0698595, 0.516371, -0.853511
72, 2.36667, 0.917102, 1, 0.246052, 0.433562, -0.866881, 0.0369261, 0.446575, -0.893984, 0.221515, 0.45939, -0.86017, 0.0117499, 0.475276, -0.879758
73, 2.4, 0.935675, 1, 0.194134, 0.387885, -0.901031, 0.0624814, 0.510744, -0.857459, 0.125717, 0.386697, -0.913598, -0.0017223, 0.510087, -0.860121
74, 2.43333, 0.917896, 1, 0.178417, 0.330213, -0.926891, 0.0226001, 0.461716, -0.88674, 0.0645842, 0.305684, -0.94994, -0.0859812, 0.437912, -0.894897
75, 2.46667, 0.90201, 1, 0.230413, 0.328028, -0.916137, 0.0709851, 0.319855, -0.944804, 0.0903467, 0.276383, -0.956791, -0.0714573, 0.266128, -0.961285
76, 2.5, 0.906557, 1, 0.217347, 0.337884, -0.915748, 0.0702076, 0.331744, -0.940753, 0.0686615, 0.274701, -0.959075, -0.0804404, 0.265806, -0.960665
77, 2.53333, 0.899463, 1, 0.226953, 0.313709, -0.921997, 0.0684444, 0.328185, -0.942131, 0.0808584, 0.246153, -0.965852, -0.0790913, 0.25827, -0.96283
78, 2.56667, 0.912425, 1, 0.221172, 0.321085, -0.920862, 0.0567878, 0.349557, -0.935193, 0.0899636, 0.257675, -0.962034, -0.0751958, 0.284516, -0.955718
79, 2.6, 0.914226, 1, 0.210049, 0.313172, -0.926176, 0.0677804, 0.35373, -0.932889, 0.0914442, 0.253771, -0.962932, -0.0509401, 0.293607, -0.954568
80, 2.63333, 0.917222, 1, 0.197309, 0.338397, -0.920085, 0.0734655, 0.353739, -0.932455, 0.0766888, 0.282154, -0.956299, -0.0478865, 0.296322, -0.953887
81, 2.66667, 0.913524, 1, 0.193105, 0.349392, -0.916862, 0.0617848, 0.321046, -0.945046, 0.0802511, 0.295521, -0.95196, -0.0531421, 0.264995, -0.962784
82, 2.7, 0.913037, 1, 0.177215, 0.326787, -0.928335, 0.051902, 0.322851, -0.945026, 0.0602649, 0.272156, -0.960364, -0.0660899, 0.266636, -0.961529
83, 2.73333, 0.916527, 1, 0.203392, 0.356471, -0.911899, 0.0407149, 0.318043, -0.947202, 0.0887191, 0.304778, -0.948282, -0.0764758, 0.263325, -0.961671
84, 2.76667, 0.913962, 1, 0.192834, 0.334691, -0.922386, 0.0521771, 0.317974, -0.946663, 0.0770459, 0.287308, -0.954735, -0.0652438, 0.268189, -0.961154
85, 2.8, 0.917965, 1, 0.205393, 0.353375, -0.912655, 0.0801195, 0.302264, -0.949851, 0.0885449, 0.307848, -0.947307, -0.0394458, 0.253631, -0.966497
86, 2.83333, 0.908961, 1, 0.20526, 0.358674, -0.910616, 0.0862269, 0.315461, -0.945013, 0.0901319, 0.30727, -0.947344, -0.0314526, 0.261096, -0.9648
87, 2.86667, 0.905971, 1, 0.20348, 0.34642, -0.915745, 0.079643, 0.279038, -0.956972, 0.0864812, 0.281571, -0.955635, -0.0404218, 0.210673, -0.97672
88, 2.9, 0.90464, 1, 0.213008, 0.348413, -0.912818, 0.0700712, 0.303638, -0.950207, 0.0966875, 0.280297, -0.955032, -0.0490255, 0.232015, -0.971476
