frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.981128, 1, 53.1115, 16.7432, 593.458, 0.227483, -0.0265619, 0.0396839
2, 0.0333333, 0.981688, 1, 52.7097, 16.152, 589.604, 0.259191, -0.0252283, 0.044174
3, 0.0666667, 0.981822, 1, 52.5706, 15.8807, 588.096, 0.272626, -0.0254126, 0.0472677
4, 0.1, 0.981824, 1, 52.5004, 15.7325, 587.214, 0.280743, -0.0251255, 0.0481064
5, 0.133333, 0.981577, 1, 52.4646, 15.6439, 586.757, 0.285332, -0.024295, 0.0480345
6, 0.166667, 0.978443, 1, 54.5161, 16.2246, 590.05, 0.295044, -0.0521713, 0.0523919
7, 0.2, 0.972175, 1, 58.5935, 16.4999, 598.139, 0.30448, -0.10089, 0.0575529
8, 0.233333, 0.978489, 1, 63.5313, 15.3707, 594.454, 0.307975, -0.185886, 0.0733055
9, 0.266667, 0.976681, 1, 70.5639, 14.4967, 590.134, 0.29537, -0.245011, 0.0603051
10, 0.3, 0.974752, 1, 78.0709, 13.2519, 586.588, 0.298125, -0.347347, 0.0565938
11, 0.333333, 0.972456, 1, 84.3881, 10.8303, 579.877, 0.277787, -0.443819, 0.0472355
12, 0.366667, 0.967292, 1, 90.7784, 9.972, 581.081, 0.289235, -0.523034, 0.0506626
13, 0.4, 0.924188, 1, 96.684, 9.38908, 585.19, 0.269723, -0.573283, 0.0548671
14, 0.433333, 0.921908, 1, 100.421, 7.65565, 583.869, 0.239674, -0.612925, 0.0427665
15, 0.466667, 0.92723, 1, 102.682, 6.28921, 583.674, 0.235652, -0.633521, 0.0416649
16, 0.5, 0.92884, 1, 104.087, 5.30381, 583.637, 0.227515, -0.655536, 0.0360511
17, 0.533333, 0.928393, 1, 105.463, 3.68027, 584.936, 0.224435, -0.664056, 0.0304707
18, 0.566667, 0.922674, 1, 106.082, 2.31933, 585.139, 0.221279, -0.661889, 0.0203312
19, 0.6, 0.92727, 1, 106.367, 0.75524, 586.704, 0.217798, -0.658912, 0.013556
20, 0.633333, 0.905983, 1, 106.647, -0.331995, 589.91, 0.225435, -0.662802, 0.0125327
21, 0.666667, 0.898912, 1, 106.787, -1.31553, 592.428, 0.224885, -0.661299, 0.00703607
22, 0.7, 0.90138, 1, 106.578, -2.00669, 594.435, 0.221854, -0.655574, -0.00266435
23, 0.733333, 0.917592, 1, 105.581, -2.30541, 592.407, 0.217414, -0.650644, -0.00758924
24, 0.766667, 0.906468, 1, 104.422, -2.41925, 587.44, 0.219692, -0.658822, -0.00791691
25, 0.8, 0.914632, 1, 104.201, -2.7425, 589.053, 0.219646, -0.654486, -0.0107028
26, 0.833333, 0.908587, 1, 105.345, -3.54459, 596.082, 0.207106, -0.638233, -0.0250457
27, 0.866667, 0.901112, 1, 106.911, -4.74639, 601.039, 0.178144, -0.635591, -0.0491964
28, 0.9, 0.90105, 1, 107.792, -5.36143, 604.61, 0.155306, -0.626582, -0.0731756
29, 0.933333, 0.902733, 1, 107.748, -5.58432, 605.369, 0.15008, -0.632273, -0.0819752
30, 0.966667, 0.901933, 1, 107.101, -6.10465, 603.496, 0.145443, -0.638026, -0.0888787
31, 1, 0.88498, 1, 106.632, -6.40883, 604.76, 0.155482, -0.642801, -0.0812785
32, 1.03333, 0.876715, 1, 105.832, -6.638, 603.662, 0.163999, -0.642305, -0.0722842
33, 1.06667, 0.876482, 1, 105.425, -6.98102, 604.153, 0.167235, -0.643846, -0.0669472
34, 1.1, 0.873114, 1, 105.256, -7.42242, 604.685, 0.164929, -0.645391, -0.070285
35, 1.13333, 0.879567, 1, 104.982, -7.7593, 605.877, 0.161452, -0.647044, -0.0701433
36, 1.16667, 0.863767, 1, 104.94, -8.18438, 606.583, 0.154751, -0.661128, -0.0701506
37, 1.2, 0.854582, 1, 105.039, -8.73293, 605.617, 0.139979, -0.666528, -0.0833861
38, 1.23333, 0.854505, 1, 105.132, -8.74194, 605.939, 0.139296, -0.666459, -0.0853305
