frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.97974, 1, 0, 0, 0, 0, 0, 1.05856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.980327, 1, 0, 0, 0, 0, 0, 1.31766, 0, 0, 0, 0, 0, 1.00637, 0, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.979343, 1, 0, 0, 0, 0, 0, 1.13907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.979532, 1, 0, 0, 0, 0, 0, 1.3002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.979597, 1, 0, 0, 0, 0, 0, 1.37081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.979494, 1, 0, 0, 0, 0, 0, 1.35166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.977972, 1, 0.782076, 0.514604, 0, 0, 0, 1.15211, 0, 0, 0, 0.540375, 0, 0.544582, 0, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.979376, 1, 0.834565, 0.700079, 0.512562, 0, 0, 1.27606, 0, 0, 0, 0.533674, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.979682, 1, 0.80675, 0.540667, 0, 0, 0, 1.6044, 0, 0, 0, 0.529729, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.97905, 1, 0.84744, 0, 0.550244, 0, 0, 1.23606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
