frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.958889, 1, 104.939, -58.8092, 583.288, -0.0274899, -0.156503, -0.046312
2, 0.0333333, 0.95894, 1, 104.987, -59.1978, 582.842, -0.0118078, -0.15041, -0.0525314
3, 0.0666667, 0.958341, 1, 104.88, -59.3402, 582.088, 0.00252998, -0.147815, -0.0551838
4, 0.1, 0.9575, 1, 104.896, -59.4518, 582.04, 0.011974, -0.146128, -0.0572639
5, 0.133333, 0.957703, 1, 104.859, -59.5421, 581.714, 0.0214895, -0.144994, -0.0595474
6, 0.166667, 0.956362, 1, 104.858, -59.6163, 581.533, 0.0277585, -0.142369, -0.0618943
7, 0.2, 0.956672, 1, 104.855, -59.7033, 581.4, 0.0350411, -0.141461, -0.0640147
8, 0.233333, 0.957754, 1, 104.827, -59.7553, 581.131, 0.0413788, -0.140377, -0.0659628
9, 0.266667, 0.950877, 1, 104.647, -59.5738, 579.895, 0.0446946, -0.140711, -0.0675297
10, 0.3, 0.953559, 1, 104.715, -59.7243, 580.109, 0.0480851, -0.137842, -0.0682133
11, 0.333333, 0.950092, 1, 104.699, -59.6383, 580.119, 0.0493738, -0.13746, -0.0671504
12, 0.366667, 0.956606, 1, 104.849, -59.6798, 580.306, 0.0509546, -0.1367, -0.066098
13, 0.4, 0.953903, 1, 105.064, -59.6343, 580.457, 0.0485467, -0.13785, -0.065301
14, 0.433333, 0.951438, 1, 105.354, -59.7445, 581.175, 0.0533491, -0.13748, -0.0664468
15, 0.466667, 0.955146, 1, 105.304, -59.7342, 580.415, 0.0547101, -0.136306, -0.0656547
16, 0.5, 0.956421, 1, 105.505, -59.7012, 580.688, 0.053821, -0.136231, -0.0642764
17, 0.533333, 0.954079, 1, 105.662, -59.8668, 581.372, 0.0529443, -0.136665, -0.0641019
18, 0.566667, 0.951417, 1, 105.666, -59.778, 580.667, 0.0544707, -0.135344, -0.0647583
19, 0.6, 0.948099, 1, 105.75, -59.8656, 580.91, 0.0528833, -0.136056, -0.0642772
20, 0.633333, 0.948812, 1, 105.919, -59.7997, 582.112, 0.0499271, -0.133749, -0.0648137
21, 0.666667, 0.947511, 1, 105.99, -59.7652, 582.614, 0.0521122, -0.134156, -0.0646648
22, 0.7, 0.949727, 1, 106.228, -58.8516, 582.32, 0.0605404, -0.131239, -0.0649285
23, 0.733333, 0.955861, 1, 106.463, -58.156, 580.845, 0.0627294, -0.130194, -0.0657621
24, 0.766667, 0.960325, 1, 106.358, -58.0513, 579.843, 0.0568324, -0.129873, -0.0652549
25, 0.8, 0.959135, 1, 106.152, -58.4488, 579.285, 0.0589794, -0.125994, -0.0606718
26, 0.833333, 0.960603, 1, 105.95, -58.376, 578.122, 0.0511847, -0.127107, -0.0612358
27, 0.866667, 0.962468, 1, 106.543, -58.5612, 579.981, 0.0487575, -0.132973, -0.0620261
28, 0.9, 0.955687, 1, 106.499, -58.3065, 582.33, 0.0571838, -0.126181, -0.0585793
29, 0.933333, 0.94758, 1, 106.396, -58.4247, 582.873, 0.0551956, -0.126865, -0.0577678
30, 0.966667, 0.945106, 1, 106.207, -58.6627, 582.266, 0.0523091, -0.129421, -0.0602159
31, 1, 0.945178, 1, 106.2, -58.8083, 582.286, 0.0498726, -0.129083, -0.0608735
32, 1.03333, 0.945095, 1, 106.326, -59.287, 582.862, 0.0500723, -0.12732, -0.059233
33, 1.06667, 0.947708, 1, 106.445, -59.5035, 583.228, 0.0485529, -0.128965, -0.0585765
34, 1.1, 0.946383, 1, 106.408, -59.8436, 583.206, 0.0481804, -0.128812, -0.0583389
