frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.987908, 1, 0.0969531, 0.0611943, -0.993406, -0.070517, 0.129009, -0.989133, 0.0690446, 0.0324123, -0.997087, -0.0850872, 0.12638, -0.988326
2, 0.0333333, 0.988041, 1, 0.0832715, 0.0563526, -0.994932, -0.0544492, 0.127514, -0.990341, 0.0400701, 0.028507, -0.99879, -0.0829591, 0.122423, -0.989005
3, 0.0666667, 0.988637, 1, 0.0858953, 0.0570133, -0.994672, -0.0524639, 0.127643, -0.990432, 0.0369953, 0.0322652, -0.998794, -0.0861541, 0.126458, -0.988224
4, 0.1, 0.989027, 1, 0.0889453, 0.0568715, -0.994412, -0.0510106, 0.127714, -0.990498, 0.0366528, 0.0341232, -0.998745, -0.0876664, 0.129229, -0.987732
5, 0.133333, 0.989187, 1, 0.0898835, 0.0564844, -0.994349, -0.0495996, 0.127636, -0.99058, 0.0356355, 0.0357852, -0.998724, -0.087972, 0.131315, -0.98743
6, 0.166667, 0.988136, 1, 0.067362, 0.0681417, -0.995399, -0.0333381, 0.124139, -0.991705, 0.0236941, 0.0472384, -0.998603, -0.0647636, 0.120727, -0.990571
7, 0.2, 0.98891, 1, 0.0901692, 0.062191, -0.993983, -0.0647766, 0.124191, -0.990142, 0.0444294, 0.0341654, -0.998428, -0.0961509, 0.123543, -0.98767
8, 0.233333, 0.987715, 1, 0.0717454, 0.0659402, -0.995241, -0.0706691, 0.111238, -0.991278, 0.0353771, 0.051104, -0.998067, -0.0960095, 0.121701, -0.987912
9, 0.266667, 0.987799, 1, 0.0777502, 0.047002, -0.995864, -0.0429473, 0.137792, -0.98953, 0.044527, 0.0426968, -0.998095, -0.057638, 0.153502, -0.986466
10, 0.3, 0.987989, 1, 0.077397, 0.0400896, -0.996194, -0.0555935, 0.116412, -0.991644, 0.0486472, 0.0547972, -0.997312, -0.0684063, 0.153278, -0.985813
11, 0.333333, 0.987685, 1, 0.0698515, 0.0151301, -0.997443, -0.0362943, 0.0828944, -0.995897, 0.0436617, 0.0442125, -0.998068, -0.0486218, 0.12957, -0.990377
12, 0.366667, 0.988813, 1, 0.0496173, -0.00126069, -0.998767, -0.0308598, 0.0691816, -0.997127, 0.0263876, 0.0401726, -0.998844, -0.04018, 0.123578, -0.991521
