frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.958889, 1, -0.030741, 0.256634, -0.96602, -0.200561, 0.286547, -0.936838, 0.136011, 0.257922, -0.956544, -0.0345205, 0.296642, -0.954365
2, 0.0333333, 0.95894, 1, -0.0428375, 0.25019, -0.967248, -0.190199, 0.293011, -0.937, 0.118633, 0.266593, -0.95648, -0.0288828, 0.317838, -0.947705
3, 0.0666667, 0.958341, 1, -0.042464, 0.250725, -0.967127, -0.189741, 0.298753, -0.935278, 0.116668, 0.280237, -0.952815, -0.0305198, 0.336883, -0.941052
4, 0.1, 0.9575, 1, -0.0415946, 0.251421, -0.966984, -0.188271, 0.299649, -0.935288, 0.115993, 0.289468, -0.950134, -0.030425, 0.346463, -0.93757
5, 0.133333, 0.957703, 1, -0.0383355, 0.251698, -0.967046, -0.186484, 0.301642, -0.935006, 0.118306, 0.297997, -0.947207, -0.0293546, 0.356999, -0.933643
6, 0.166667, 0.956362, 1, -0.0389354, 0.253805, -0.966472, -0.185537, 0.302597, -0.934886, 0.11518, 0.305783, -0.945109, -0.0307871, 0.363785, -0.930974
7, 0.2, 0.956672, 1, -0.037124, 0.253738, -0.96656, -0.185747, 0.303001, -0.934713, 0.116234, 0.312215, -0.942874, -0.0315928, 0.371025, -0.928086
8, 0.233333, 0.957754, 1, -0.0352191, 0.253081, -0.966804, -0.185347, 0.304183, -0.934408, 0.117182, 0.317069, -0.941135, -0.0319395, 0.377979, -0.925263
9, 0.266667, 0.950877, 1, -0.0503542, 0.266476, -0.962525, -0.165677, 0.310695, -0.935959, 0.10353, 0.334492, -0.936695, -0.0108219, 0.386241, -0.922334
10, 0.3, 0.953559, 1, -0.0190494, 0.263666, -0.964426, -0.183733, 0.31161, -0.932278, 0.131468, 0.332267, -0.933978, -0.0320571, 0.391482, -0.919627
11, 0.333333, 0.950092, 1, -0.0322125, 0.269899, -0.96235, -0.1654, 0.308411, -0.936763, 0.11817, 0.340747, -0.932699, -0.0140946, 0.388247, -0.921447
12, 0.366667, 0.956606, 1, -0.0255437, 0.264831, -0.963956, -0.175513, 0.315336, -0.932608, 0.1236, 0.33648, -0.933544, -0.0252072, 0.3967, -0.917602
13, 0.4, 0.953903, 1, -0.0381865, 0.260608, -0.964689, -0.189797, 0.308369, -0.93214, 0.11156, 0.331145, -0.936962, -0.0392858, 0.388617, -0.920562
14, 0.433333, 0.951438, 1, -0.0388726, 0.263717, -0.963817, -0.176798, 0.315105, -0.932444, 0.110472, 0.338942, -0.934299, -0.0263498, 0.399052, -0.91655
15, 0.466667, 0.955146, 1, -0.0394256, 0.270043, -0.962041, -0.178042, 0.314409, -0.932442, 0.108969, 0.34615, -0.931829, -0.0288329, 0.399345, -0.916347
16, 0.5, 0.956421, 1, -0.0377101, 0.262611, -0.964164, -0.190772, 0.32322, -0.926895, 0.109828, 0.337909, -0.934749, -0.0422101, 0.407653, -0.912161
17, 0.533333, 0.954079, 1, -0.0321114, 0.260497, -0.964941, -0.185972, 0.319435, -0.92918, 0.115542, 0.334502, -0.935285, -0.037217, 0.402767, -0.914546
