frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.962768, 1, 0, 0, 0.77724, 0, 0, 0.882635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
2, 0.0333333, 0.962875, 1, 0, 0, 0.790491, 0, 0, 1.20315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
3, 0.0666667, 0.961351, 1, 0, 0, 0.790044, 0, 0, 0.928552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
4, 0.1, 0.961061, 1, 0, 0, 0.732818, 0, 0, 1.02761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
5, 0.133333, 0.960419, 1, 0, 0, 0.738078, 0, 0, 0.97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
6, 0.166667, 0.960911, 1, 0, 0, 0.782459, 0, 0, 0.988328, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
7, 0.2, 0.956641, 1, 0, 0, 0.553149, 0, 0, 0.946151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
8, 0.233333, 0.955587, 1, 0, 0, 0.851378, 0, 0, 1.00083, 0, 0, 0, 0, 0, 0.505141, 0, 0, 1, 1, 0, 1, 0, 0
9, 0.266667, 0.95831, 1, 0, 0, 0.940839, 0, 0, 1.03272, 0, 0, 0, 0, 0, 0.537254, 0, 0, 1, 1, 0, 1, 0, 0
10, 0.3, 0.959456, 1, 0, 0, 0.754598, 0, 0, 1.21528, 0, 0, 0, 0, 0, 0.57959, 0, 0, 0, 1, 0, 1, 0, 0
11, 0.333333, 0.958007, 1, 0, 0, 0.801558, 0, 0, 1.05906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
12, 0.366667, 0.956724, 1, 0, 0, 0.863894, 0, 0, 0.967571, 0, 0, 0, 0, 0, 0.514223, 0, 0, 0, 1, 0, 1, 0, 0
13, 0.4, 0.959341, 1, 0, 0, 0.982291, 0, 0, 1.01529, 0, 0, 0, 0, 0, 0.62278, 0, 0, 1, 0, 0, 1, 0, 0
14, 0.433333, 0.959773, 1, 0, 0, 1.16748, 0, 0, 1.12333, 0, 0, 0, 0, 0, 0.634082, 0, 0, 1, 1, 0, 1, 0, 0
15, 0.466667, 0.962839, 1, 0.594723, 0, 1.07838, 0, 0, 0.896339, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0
16, 0.5, 0.958214, 1, 0.615849, 0, 0.860979, 0, 0, 0.750258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
17, 0.533333, 0.959647, 1, 0.593716, 0, 1.23018, 0, 0, 0.648242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
18, 0.566667, 0.959393, 1, 0.625219, 0, 1.12433, 0, 0, 0.696246, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
19, 0.6, 0.959841, 1, 0.7728, 0, 1.07088, 0, 0, 0.761652, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
20, 0.633333, 0.957392, 1, 0.690012, 0, 0.730695, 0, 0, 0, 0, 0, 0, 0, 0, 0.529934, 0, 0, 0, 1, 0, 1, 0, 0
21, 0.666667, 0.962014, 1, 0.673045, 0, 0.918759, 0, 0, 0.654001, 0, 0, 0, 0, 0, 0.590518, 0.565328, 0, 0, 1, 0, 1, 0, 0
22, 0.7, 0.959388, 1, 0.727182, 0, 0.794713, 0, 0, 0.776833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
