frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.985527, 1, -0.0257348, 0.139545, -0.989881, -0.174164, 0.11829, -0.977586, -0.0224392, 0.269192, -0.962825, -0.171595, 0.252625, -0.952227
2, 0.0333333, 0.986107, 1, -0.021128, 0.143341, -0.989448, -0.171137, 0.124348, -0.977369, -0.0193712, 0.269682, -0.962754, -0.16999, 0.255468, -0.951756
3, 0.0666667, 0.985968, 1, -0.0229881, 0.142859, -0.989476, -0.170845, 0.123639, -0.97751, -0.022128, 0.268293, -0.963083, -0.170592, 0.253719, -0.952116
4, 0.1, 0.985974, 1, -0.0228048, 0.141611, -0.98966, -0.171076, 0.122636, -0.977596, -0.0214537, 0.265294, -0.963929, -0.170323, 0.250926, -0.952904
5, 0.133333, 0.985964, 1, -0.0231307, 0.141714, -0.989637, -0.171073, 0.122281, -0.977641, -0.0218726, 0.264983, -0.964005, -0.170431, 0.250165, -0.953085
6, 0.166667, 0.985947, 1, -0.0229448, 0.141898, -0.989615, -0.170706, 0.12227, -0.977706, -0.0217103, 0.265249, -0.963935, -0.170095, 0.250232, -0.953127
7, 0.2, 0.986155, 1, -0.0288104, 0.124575, -0.991792, -0.162278, 0.112131, -0.980353, -0.0286854, 0.248889, -0.968107, -0.162502, 0.240714, -0.956896
8, 0.233333, 0.986055, 1, -0.0257831, 0.127717, -0.991475, -0.163838, 0.118027, -0.979401, -0.024194, 0.252866, -0.967199, -0.162485, 0.247303, -0.955217
9, 0.266667, 0.985918, 1, -0.0236927, 0.127127, -0.991603, -0.179088, 0.135643, -0.974437, -0.0198467, 0.25098, -0.967789, -0.17476, 0.263378, -0.948731
10, 0.3, 0.986006, 1, -0.0285642, 0.139806, -0.989767, -0.178625, 0.132066, -0.975014, -0.0222536, 0.265432, -0.963873, -0.172514, 0.262063, -0.949506
11, 0.333333, 0.986283, 1, -0.0202126, 0.129525, -0.99137, -0.16612, 0.132367, -0.977181, -0.0120938, 0.257239, -0.966272, -0.157807, 0.264134, -0.951488
12, 0.366667, 0.986095, 1, -0.0167813, 0.135049, -0.990697, -0.176629, 0.154268, -0.972113, -0.00694918, 0.262681, -0.964858, -0.166008, 0.285603, -0.94386
13, 0.4, 0.986096, 1, -0.0260779, 0.144545, -0.989155, -0.182458, 0.134479, -0.973973, -0.0137015, 0.275181, -0.961295, -0.170455, 0.269361, -0.947834
14, 0.433333, 0.985869, 1, -0.00066224, 0.126985, -0.991904, -0.181351, 0.130133, -0.97477, 0.0141205, 0.259846, -0.965547, -0.166454, 0.268083, -0.948907
15, 0.466667, 0.98492, 1, -0.0101398, 0.134629, -0.990844, -0.189462, 0.137085, -0.972272, 0.00983514, 0.269772, -0.962874, -0.169531, 0.276633, -0.945903
16, 0.5, 0.986381, 1, -0.0079809, 0.1296, -0.991534, -0.178479, 0.143715, -0.973392, 0.0137393, 0.267686, -0.963408, -0.156386, 0.285894, -0.945414
17, 0.533333, 0.986374, 1, -0.0074754, 0.132122, -0.991205, -0.179804, 0.144656, -0.973008, 0.0130139, 0.269466, -0.962922, -0.158972, 0.286224, -0.944883
18, 0.566667, 0.986203, 1, -0.00681404, 0.116256, -0.993196, -0.18944, 0.153801, -0.969772, 0.0163559, 0.254501, -0.966934, -0.165161, 0.295564, -0.940938
19, 0.6, 0.986323, 1, -0.0148723, 0.117722, -0.992935, -0.187025, 0.157868, -0.969587, 0.0124215, 0.259505, -0.965662, -0.158605, 0.302782, -0.93977
20, 0.633333, 0.985576, 1, -0.0129433, 0.12836, -0.991643, -0.176925, 0.162429, -0.970729, 0.0155708, 0.272805, -0.961943, -0.147456, 0.310124, -0.939191
21, 0.666667, 0.98614, 1, -0.0208758, 0.129488, -0.991361, -0.171691, 0.181316, -0.968322, 0.0124458, 0.276555, -0.960918, -0.136972, 0.330436, -0.933837
22, 0.7, 0.986282, 1, -0.0270665, 0.149077, -0.988455, -0.177032, 0.172523, -0.968966, 0.00909299, 0.301033, -0.95357, -0.140461, 0.327242, -0.934443
23, 0.733333, 0.986176, 1, -0.0282517, 0.151512, -0.988052, -0.182618, 0.164401, -0.969342, 0.00815215, 0.303306, -0.952858, -0.146141, 0.31951, -0.936246
24, 0.766667, 0.984985, 1, -0.0231289, 0.144421, -0.989246, -0.18123, 0.159998, -0.970338, 0.0136257, 0.299259, -0.954075, -0.144314, 0.318196, -0.936976
25, 0.8, 0.985658, 1, -0.0138914, 0.143247, -0.989589, -0.177363, 0.162096, -0.970704, 0.0202189, 0.298329, -0.954249, -0.143003, 0.320203, -0.936494
26, 0.833333, 0.985375, 1, -0.00755495, 0.147717, -0.989001, -0.17795, 0.182424, -0.966983, 0.0252128, 0.312613, -0.949546, -0.144633, 0.348918, -0.925925
27, 0.866667, 0.985717, 1, -0.0142038, 0.142383, -0.98971, -0.18503, 0.170445, -0.967839, 0.0180897, 0.324457, -0.945728, -0.152531, 0.35313, -0.923056
28, 0.9, 0.984349, 1, -0.0248051, 0.141354, -0.989648, -0.177181, 0.159374, -0.971188, 0.00829754, 0.33903, -0.940739, -0.144122, 0.357233, -0.922829
29, 0.933333, 0.984005, 1, -0.024824, 0.14067, -0.989745, -0.176234, 0.158519, -0.971501, 0.00913372, 0.339151, -0.940688, -0.142345, 0.357122, -0.923148
30, 0.966667, 0.982378, 1, -0.0301176, 0.139829, -0.989718, -0.182871, 0.177591, -0.966964, -0.00065487, 0.356145, -0.93443, -0.153242, 0.391607, -0.907282
31, 1, 0.979402, 1, -0.035143, 0.140885, -0.989402, -0.174665, 0.158869, -0.971727, -0.00938342, 0.365257, -0.930859, -0.148964, 0.381725, -0.912193
32, 1.03333, 0.977761, 1, -0.0367333, 0.133366, -0.990386, -0.165967, 0.173987, -0.970661, -0.0161776, 0.361141, -0.932371, -0.145348, 0.397906, -0.905839
33, 1.06667, 0.977503, 1, -0.0414057, 0.132159, -0.990363, -0.167105, 0.142884, -0.975531, -0.026532, 0.367489, -0.929649, -0.152344, 0.375656, -0.914152
34, 1.1, 0.97571, 1, -0.0372195, 0.136633, -0.989922, -0.157335, 0.138353, -0.977806, -0.0278171, 0.37489, -0.926652, -0.148031, 0.374248, -0.915437
35, 1.13333, 0.975795, 1, -0.0439861, 0.140397, -0.989118, -0.157566, 0.134349, -0.978327, -0.0347638, 0.380111, -0.924287, -0.148433, 0.371706, -0.916407
36, 1.16667, 0.976851, 1, -0.0415378, 0.141509, -0.989065, -0.15877, 0.127003, -0.979113, -0.0301225, 0.376569, -0.925899, -0.147376, 0.359727, -0.921345
37, 1.2, 0.979631, 1, -0.0542268, 0.13806, -0.988938, -0.15888, 0.135081, -0.978013, -0.034179, 0.363673, -0.9309, -0.139001, 0.35749, -0.923515
38, 1.23333, 0.980942, 1, -0.0504735, 0.142896, -0.98845, -0.18388, 0.16208, -0.969494, -0.00127994, 0.336789, -0.941579, -0.135795, 0.351012, -0.926472
39, 1.26667, 0.980962, 1, -0.0505164, 0.145346, -0.98809, -0.163078, 0.154868, -0.974383, -0.00405091, 0.354482, -0.935054, -0.117296, 0.360185, -0.925477
40, 1.3, 0.982761, 1, -0.0317029, 0.161147, -0.986421, -0.208224, 0.171648, -0.962902, 0.0388143, 0.330472, -0.943017, -0.139155, 0.33532, -0.931771
41, 1.33333, 0.983331, 1, -0.0306571, 0.163117, -0.98613, -0.189709, 0.182803, -0.964673, 0.037545, 0.346557, -0.937277, -0.123018, 0.36077, -0.924506
42, 1.36667, 0.985127, 1, -0.0282719, 0.156189, -0.987322, -0.176307, 0.16685, -0.970091, 0.0443146, 0.335727, -0.940917, -0.104781, 0.342333, -0.933718
43, 1.4, 0.984607, 1, -0.039788, 0.164603, -0.985557, -0.172987, 0.17243, -0.969713, 0.0365302, 0.345562, -0.937684, -0.0976288, 0.349955, -0.931665
44, 1.43333, 0.985427, 1, -0.0353606, 0.155262, -0.98724, -0.177888, 0.190453, -0.965445, 0.0371009, 0.337442, -0.940615, -0.107233, 0.367631, -0.923769
45, 1.46667, 0.984666, 1, -0.0374143, 0.154699, -0.987253, -0.177054, 0.185327, -0.966595, 0.0326736, 0.337328, -0.94082, -0.108474, 0.363718, -0.925172
46, 1.5, 0.986097, 1, -0.0435603, 0.147885, -0.988045, -0.176207, 0.152541, -0.972462, 0.0228251, 0.334632, -0.942072, -0.110616, 0.336718, -0.935086
47, 1.53333, 0.986062, 1, -0.0324853, 0.135678, -0.99022, -0.174692, 0.164933, -0.970711, 0.0291497, 0.324398, -0.945472, -0.114175, 0.350238, -0.929676
48, 1.56667, 0.985899, 1, -0.0399118, 0.137881, -0.989644, -0.169709, 0.152596, -0.973608, 0.0184946, 0.326197, -0.945121, -0.112066, 0.338679, -0.934204
49, 1.6, 0.985922, 1, -0.030213, 0.123991, -0.991823, -0.171491, 0.161916, -0.971789, 0.026156, 0.315081, -0.948704, -0.116052, 0.349871, -0.929582
50, 1.63333, 0.985668, 1, -0.0198485, 0.138326, -0.990188, -0.166029, 0.149722, -0.974689, 0.0362767, 0.326184, -0.94461, -0.110516, 0.336323, -0.935239
51, 1.66667, 0.984181, 1, -0.0135447, 0.152163, -0.988263, -0.177044, 0.163387, -0.970546, 0.0431682, 0.334426, -0.941433, -0.121005, 0.344782, -0.930851
52, 1.7, 0.98362, 1, -0.0162851, 0.139936, -0.990027, -0.178475, 0.173523, -0.968523, 0.0401854, 0.314385, -0.948445, -0.122626, 0.346716, -0.92992
53, 1.73333, 0.981699, 1, -0.0235871, 0.162964, -0.98635, -0.177069, 0.175929, -0.968347, 0.0316002, 0.312723, -0.949319, -0.122474, 0.325761, -0.937486
54, 1.76667, 0.983148, 1, -0.0263967, 0.170783, -0.984955, -0.176945, 0.192404, -0.965231, 0.0165005, 0.283787, -0.958745, -0.134499, 0.305309, -0.942707
55, 1.8, 0.984483, 1, -0.0297575, 0.181419, -0.982956, -0.166756, 0.182563, -0.96895, 0.00358324, 0.252864, -0.967495, -0.133777, 0.254615, -0.957745
56, 1.83333, 0.984577, 1, -0.0308273, 0.194107, -0.980496, -0.178471, 0.200731, -0.963252, -0.00750887, 0.234241, -0.97215, -0.155397, 0.242071, -0.957734
57, 1.86667, 0.98378, 1, -0.0382448, 0.200696, -0.978907, -0.180962, 0.228237, -0.95664, -0.0142385, 0.226394, -0.973932, -0.156916, 0.255801, -0.953909
58, 1.9, 0.98368, 1, -0.0289463, 0.208583, -0.977576, -0.187987, 0.236432, -0.953289, 0.00138979, 0.222862, -0.974849, -0.157685, 0.253469, -0.954405
59, 1.93333, 0.984363, 1, -0.0330587, 0.209111, -0.977333, -0.171333, 0.246651, -0.953839, 0.0156987, 0.219865, -0.975404, -0.122469, 0.260775, -0.9576
60, 1.96667, 0.983435, 1, -0.0308212, 0.196523, -0.980015, -0.178398, 0.254607, -0.950447, 0.0211632, 0.209025, -0.977681, -0.125641, 0.271652, -0.954159
61, 2, 0.982763, 1, -0.0327074, 0.213225, -0.976455, -0.199363, 0.238079, -0.950564, 0.0187598, 0.239307, -0.970763, -0.14781, 0.270023, -0.951441
62, 2.03333, 0.983019, 1, -0.0276727, 0.209238, -0.977473, -0.179229, 0.23166, -0.956144, 0.0277667, 0.244851, -0.969163, -0.123594, 0.272935, -0.95406
63, 2.06667, 0.983501, 1, -0.0281812, 0.209466, -0.97741, -0.181809, 0.251139, -0.950723, 0.0279486, 0.255678, -0.966358, -0.124838, 0.303015, -0.944774
64, 2.1, 0.983177, 1, -0.0257523, 0.189348, -0.981572, -0.178205, 0.23119, -0.956449, 0.0240463, 0.242747, -0.969791, -0.127336, 0.290201, -0.948456
65, 2.13333, 0.982539, 1, -0.0221587, 0.204361, -0.978645, -0.176152, 0.243582, -0.95375, 0.0254375, 0.264789, -0.963971, -0.127458, 0.309759, -0.942233
66, 2.16667, 0.983408, 1, -0.0113953, 0.192502, -0.98123, -0.169035, 0.220669, -0.96059, 0.028017, 0.260825, -0.964979, -0.128747, 0.294944, -0.946801
67, 2.2, 0.981774, 1, -0.0226581, 0.197669, -0.980007, -0.156974, 0.226088, -0.961376, 0.0129763, 0.275469, -0.961222, -0.120481, 0.308266, -0.94364
68, 2.23333, 0.98153, 1, -0.0164233, 0.191538, -0.981348, -0.159032, 0.215882, -0.963381, 0.0135943, 0.273426, -0.961797, -0.128314, 0.302053, -0.944616
69, 2.26667, 0.982688, 1, -0.0183021, 0.199027, -0.979823, -0.165984, 0.207122, -0.964132, 0.0081844, 0.282193, -0.959323, -0.139382, 0.29455, -0.945417
70, 2.3, 0.982454, 1, -0.0307226, 0.19254, -0.980808, -0.168201, 0.212419, -0.962594, -0.00223402, 0.278853, -0.960331, -0.139284, 0.302192, -0.943017
71, 2.33333, 0.982056, 1, -0.0317905, 0.186776, -0.981888, -0.170096, 0.209155, -0.962975, -0.00359462, 0.269302, -0.963049, -0.141506, 0.294674, -0.945062
72, 2.36667, 0.980453, 1, -0.0211738, 0.194849, -0.980605, -0.167983, 0.196422, -0.966023, 0.00540741, 0.280116, -0.959951, -0.141583, 0.284743, -0.948091
73, 2.4, 0.979917, 1, -0.0192658, 0.184492, -0.982645, -0.180369, 0.195618, -0.963951, 0.00211832, 0.271899, -0.962324, -0.158971, 0.285397, -0.945133
74, 2.43333, 0.979881, 1, -0.0355668, 0.180473, -0.982937, -0.164344, 0.204279, -0.965019, -0.017022, 0.275878, -0.961042, -0.145574, 0.300495, -0.942609
75, 2.46667, 0.977784, 1, -0.0304869, 0.175036, -0.98409, -0.171511, 0.212871, -0.96191, -0.0119436, 0.276327, -0.960989, -0.152618, 0.314334, -0.936964
76, 2.5, 0.977031, 1, -0.00802626, 0.175131, -0.984513, -0.174932, 0.203126, -0.9634, 0.017119, 0.289521, -0.957019, -0.149681, 0.318285, -0.936104
