frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.970318, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.969034, 1, 0, 0, 0, 0, 0, 0.523953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.968866, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.96763, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.967287, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.967078, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.966947, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.525479, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.966915, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.578336, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.964985, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.618935, 0, 0, 0, 0, 1, 0, 1
10, 0.3, 0.961474, 1, 0, 0.671028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.728281, 0, 0, 0, 0, 1, 0, 0
11, 0.333333, 0.957303, 1, 0.641193, 0.757381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.609562, 0, 0, 0, 0, 1, 0, 0
12, 0.366667, 0.955973, 1, 0.668027, 0.509592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.714674, 0, 0, 0, 0, 1, 0, 0
13, 0.4, 0.950224, 1, 0.73822, 0.516243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
14, 0.433333, 0.94697, 1, 0.571951, 0.75769, 0, 0.614344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
15, 0.466667, 0.946629, 1, 0.880004, 0.830102, 0, 0, 0, 0.564335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
16, 0.5, 0.949025, 1, 0.632616, 0.733793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
17, 0.533333, 0.947383, 1, 0.698108, 0.568067, 0, 0, 0, 0.588949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
18, 0.566667, 0.946385, 1, 0.858722, 0.735222, 0, 0, 0, 0.709126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
19, 0.6, 0.936967, 1, 0.856766, 0.763683, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
20, 0.633333, 0.923881, 1, 0.71143, 0.831056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
21, 0.666667, 0.941721, 1, 1.44253, 0.644423, 0, 0, 0.546798, 0, 0.818935, 0, 0, 0, 0, 0, 1.18386, 0, 1, 0, 0, 1, 0, 1
22, 0.7, 0.949631, 1, 1.36679, 0.590883, 0, 0, 0.652072, 0, 0.852628, 0, 0, 0, 0, 0, 0.703503, 0, 1, 0, 0, 1, 0, 1
23, 0.733333, 0.963662, 1, 1.26757, 0.59951, 0, 0, 0.699548, 0, 0.898193, 0, 0.764618, 0, 0.527215, 0, 0.709584, 0, 1, 0, 0, 1, 0, 0
