frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
2, 0.0333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
3, 0.0666667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
4, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
5, 0.133333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
6, 0.166667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
7, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
8, 0.233333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
9, 0.266667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
10, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
11, 0.333333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
12, 0.366667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
13, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
14, 0.433333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
15, 0.466667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
16, 0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
17, 0.533333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
18, 0.566667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
19, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
20, 0.633333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
21, 0.666667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
22, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
23, 0.733333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
24, 0.766667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
25, 0.8, 0.955204, 1, 0, 0, 0, 0, 1.16059, 0, 1.40665, 2.24667, 0, 0, 0, 0, 1.65402, 0, 0, 1, 0, 1, 0, 0
26, 0.833333, 0.954554, 1, 0, 0, 0, 0, 1.27986, 0, 1.52764, 2.30964, 0, 0, 0, 0.633358, 2.02803, 0, 0, 1, 0, 1, 0, 0
27, 0.866667, 0.951414, 1, 0, 0, 0, 0, 1.2479, 0.583973, 1.48186, 2.15171, 0.755323, 0, 0, 0.566858, 1.95442, 0, 1, 1, 0, 1, 0, 0
28, 0.9, 0.951234, 1, 0, 0, 0, 0, 1.26465, 0, 1.49317, 2.16154, 0.771122, 0, 0, 1.03225, 2.25314, 0, 1, 1, 0, 1, 0, 0
29, 0.933333, 0.951336, 1, 0, 0, 0, 0, 1.2587, 0, 1.48222, 2.2333, 0.742316, 0, 0, 0.841121, 2.24708, 0, 1, 1, 0, 1, 0, 0
30, 0.966667, 0.953649, 1, 0, 0, 0, 0, 1.30275, 0.734465, 1.57474, 2.21861, 0.737329, 0, 0, 0.866906, 2.36846, 0, 1, 1, 0, 1, 0, 0
31, 1, 0.954411, 1, 0, 0, 0, 0, 1.41894, 0.559132, 1.7016, 2.41069, 0.57563, 0, 0, 0.510524, 2.58546, 0, 0, 1, 0, 1, 0, 0
32, 1.03333, 0.951919, 1, 0, 0, 0, 0, 1.40824, 0.637102, 1.69263, 2.30046, 0.529513, 0, 0, 0, 2.54377, 0, 0, 1, 0, 1, 0, 0
33, 1.06667, 0.955353, 1, 0, 0, 0.690275, 0, 1.35614, 0.540867, 1.59442, 2.16996, 0.644606, 0, 0, 0.624395, 2.76091, 0, 0, 1, 0, 1, 0, 0
34, 1.1, 0.959834, 1, 0, 0.540645, 0.780702, 0, 1.35071, 0, 1.52088, 1.89884, 1.158, 0.545163, 0, 1.11033, 1.78992, 0, 1, 1, 1, 1, 0, 0
35, 1.13333, 0.967908, 1, 0, 0, 0.772151, 0, 1.1653, 0, 1.32257, 1.61499, 1.02464, 0.604507, 0, 1.19486, 1.90845, 0, 1, 1, 1, 1, 0, 0
36, 1.16667, 0.96915, 1, 0, 0, 0.844521, 0, 1.14177, 0, 1.26555, 1.56766, 0.967781, 0.574557, 0, 1.22687, 1.56532, 0, 0, 1, 1, 1, 0, 0
37, 1.2, 0.967952, 1, 0, 0, 0.710262, 0, 1.12592, 0, 1.2192, 1.61278, 0.955654, 0.587943, 0, 1.1472, 1.75629, 0, 0, 1, 1, 1, 0, 0
38, 1.23333, 0.960133, 1, 0, 0, 0.612822, 0, 1.18079, 0, 1.39653, 1.84714, 0.669668, 0, 0, 0, 2.38152, 0, 0, 1, 0, 1, 0, 0
39, 1.26667, 0.960552, 1, 0, 0, 0.743258, 0, 1.20469, 0.589318, 1.48296, 2.0403, 0.654632, 0, 0, 0, 2.5698, 0, 0, 1, 0, 1, 0, 0
40, 1.3, 0.955354, 1, 0, 0.610767, 0, 0, 1.22938, 0, 1.52627, 1.9879, 0.738745, 0, 0, 0, 2.03786, 0, 0, 1, 0, 1, 0, 0
41, 1.33333, 0.955642, 1, 0, 0, 0, 0, 1.22168, 0, 1.52171, 2.02186, 0.751168, 0, 0, 0, 1.89186, 0, 0, 1, 0, 1, 0, 0
42, 1.36667, 0.954267, 1, 0, 0.52208, 0, 0, 1.24469, 0, 1.51787, 1.94274, 0.639783, 0, 0, 0, 2.0153, 0, 0, 1, 0, 1, 0, 0
43, 1.4, 0.958863, 1, 0, 0, 0, 0, 1.26938, 0.622432, 1.55423, 1.97152, 0.614465, 0.520412, 0, 0, 2.36381, 0, 0, 1, 0, 1, 0, 0
44, 1.43333, 0.956877, 1, 0, 0.652606, 0, 0, 1.21627, 0, 1.4865, 1.78541, 0.603665, 0, 0, 0, 1.95653, 0, 0, 1, 0, 1, 0, 0
45, 1.46667, 0.961469, 1, 0, 0.562143, 0, 0, 1.26005, 0, 1.50423, 1.84708, 0.603305, 0, 0, 0, 2.21964, 0, 0, 1, 0, 1, 0, 0
46, 1.5, 0.959497, 1, 0, 0.641337, 0, 0, 1.26773, 0.576633, 1.56095, 1.83233, 0.652069, 0, 0, 0, 2.12702, 0, 0, 1, 0, 1, 0, 0
47, 1.53333, 0.955321, 1, 0, 0.8584, 0, 0, 1.25636, 0.536557, 1.55276, 1.87925, 0.604711, 0, 0, 0, 2.20736, 0, 0, 1, 0, 1, 0, 0
48, 1.56667, 0.954609, 1, 0, 0.732516, 0, 0, 1.25332, 0, 1.56656, 1.87531, 0, 0, 0, 0, 2.42389, 0, 0, 1, 0, 1, 0, 0
49, 1.6, 0.953796, 1, 0, 0.773865, 0, 0, 1.27344, 0, 1.51341, 1.8705, 0.567081, 0, 0, 0, 2.3234, 0, 0, 1, 0, 1, 0, 0
50, 1.63333, 0.955102, 1, 0, 1.01124, 0, 0, 1.19435, 0.522278, 1.42061, 1.70381, 0.675122, 0, 0, 0, 2.51671, 0, 0, 1, 0, 1, 0, 1
51, 1.66667, 0.953065, 1, 0, 1.02576, 0, 0, 1.12364, 0, 1.3988, 1.65352, 0.571221, 0, 0, 0, 2.29505, 0, 0, 1, 1, 1, 0, 0
52, 1.7, 0.953615, 1, 0, 0.855477, 0, 0, 1.18058, 0, 1.43443, 1.81105, 0, 0, 0, 0, 2.18296, 0, 0, 1, 1, 1, 0, 1
53, 1.73333, 0.953482, 1, 0, 0.7942, 0, 0, 1.17536, 0, 1.43039, 1.78127, 0, 0, 0, 0.506574, 2.16352, 0, 0, 1, 1, 1, 0, 1
54, 1.76667, 0.953626, 1, 0, 1.04516, 0, 0, 1.19123, 0, 1.39301, 1.95053, 0, 0, 0, 0, 2.26938, 0, 0, 1, 0, 1, 0, 1
55, 1.8, 0.95378, 1, 0, 0.967364, 0, 0, 1.19514, 0, 1.398, 1.83188, 0, 0, 0, 0, 2.36312, 0, 0, 1, 0, 1, 0, 1
56, 1.83333, 0.952879, 1, 0, 0.942685, 0, 0, 1.13428, 0, 1.35346, 1.74789, 0, 0, 0, 0, 2.30854, 0, 0, 1, 0, 1, 0, 1
57, 1.86667, 0.951291, 1, 0, 0.818667, 0, 0, 1.13246, 0, 1.29556, 1.66154, 0, 0, 0, 0, 2.46132, 0, 0, 1, 0, 1, 0, 1
58, 1.9, 0.953015, 1, 0, 1.34539, 0, 0, 1.08923, 0, 1.30915, 1.50476, 0, 0, 0, 0, 2.30665, 0, 0, 1, 0, 1, 0, 1
59, 1.93333, 0.950822, 1, 0, 1.52651, 0, 0, 1.08808, 0.705142, 1.2853, 1.67736, 0, 0, 0, 0.626219, 2.05069, 0, 0, 1, 0, 1, 0, 1
60, 1.96667, 0.95252, 1, 0.524258, 1.36849, 0, 0, 1.04698, 0.67519, 1.25192, 1.73996, 0, 0, 0, 0, 1.94642, 0, 0, 1, 1, 1, 0, 1
61, 2, 0.958077, 1, 0.578733, 1.01911, 0, 0, 1.05176, 0.628095, 1.23921, 1.71792, 0, 0, 0, 0, 2.30084, 0, 0, 1, 1, 1, 0, 1
62, 2.03333, 0.957031, 1, 0.746974, 1.24757, 0, 0, 1.01716, 0.898583, 1.24862, 1.49528, 0, 0, 0, 0, 2.03741, 0, 0, 1, 1, 1, 0, 1
63, 2.06667, 0.955168, 1, 0.684489, 1.55327, 0, 0, 0.953142, 0.907916, 1.03945, 1.59274, 0, 0, 0, 0, 2.46717, 0, 0, 1, 1, 1, 0, 1
64, 2.1, 0.95527, 1, 0.779552, 1.5195, 0, 0, 1.003, 1.08545, 1.12465, 1.53567, 0, 0, 0, 0, 2.86496, 0, 0, 1, 1, 1, 0, 1
