frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.939255, 1, 0, 0, 3.10402, 0, 0, 0.543147, 0, 0, 0, 0, 0.647239, 0, 1.79153, 0, 0, 0, 0, 0, 0, 0
2, 0.0333333, 0.937243, 1, 0, 0, 3.32998, 0, 0, 0.529199, 0, 0, 0, 0, 0.67989, 0, 1.99064, 0, 0, 0, 0, 0, 0, 0
3, 0.0666667, 0.937721, 1, 0, 0, 3.2907, 0, 0, 0.77227, 0, 0, 0, 0, 0.660356, 0, 1.96015, 0, 0, 0, 0, 0, 0, 0
4, 0.1, 0.938036, 1, 0, 0, 3.31185, 0, 0, 0.854786, 0, 0, 0, 0, 0.610647, 0, 2.02998, 0, 0, 0, 0, 0, 0, 0
5, 0.133333, 0.939386, 1, 0, 0, 3.30745, 0, 0, 0.774111, 0, 0, 0, 0.570497, 0.674465, 0, 1.96779, 0, 0, 0, 0, 0, 1, 0
6, 0.166667, 0.942878, 1, 0, 0, 3.45635, 0, 0, 1.1692, 0, 0, 0.531078, 0.558688, 0.577601, 0, 2.27798, 0, 1, 0, 0, 0, 1, 0
7, 0.2, 0.941501, 1, 0, 0, 3.13993, 0, 0, 1.01878, 0, 0, 0, 0, 0.535298, 0, 2.21847, 0, 0, 0, 0, 0, 1, 0
8, 0.233333, 0.945779, 1, 0, 0, 2.87523, 0, 0, 0.770538, 0, 0, 0, 0, 0.670636, 0, 2.02926, 0, 0, 0, 0, 0, 0, 0
9, 0.266667, 0.944396, 1, 0, 0, 3.11886, 0, 0, 0.742459, 0, 0, 0, 0, 0.569599, 0, 1.94135, 0, 0, 0, 0, 0, 1, 0
10, 0.3, 0.949345, 1, 0, 0, 3.25661, 0, 0, 0.754379, 0, 0, 0, 0.565232, 0.627517, 0, 2.00165, 0, 0, 0, 0, 0, 1, 0
11, 0.333333, 0.948695, 1, 0, 0, 3.25789, 0, 0, 0.616917, 0, 0, 0, 0, 0.627201, 0, 2.13376, 0, 0, 0, 0, 0, 1, 0
12, 0.366667, 0.945488, 1, 0, 0, 2.9394, 0, 0, 0, 0, 0, 0, 0, 0.609899, 0, 2.16759, 0, 0, 0, 0, 0, 1, 0
13, 0.4, 0.942514, 1, 0, 0, 2.99437, 0, 0, 0.603409, 0, 0, 0, 0, 0.537573, 0, 2.6207, 0, 0, 0, 0, 0, 0, 0
14, 0.433333, 0.947378, 1, 0, 0, 2.90473, 0, 0, 0, 0, 0, 0, 0, 0.572908, 0, 2.19102, 0, 0, 0, 0, 0, 0, 0
15, 0.466667, 0.948019, 1, 0, 0, 3.02719, 0, 0, 0, 0, 0, 0, 0, 0.626933, 0, 2.40033, 0, 0, 0, 0, 0, 0, 0
16, 0.5, 0.949089, 1, 0, 0, 3.00666, 0, 0, 0, 0, 0, 0, 0, 0.674428, 0, 2.34566, 0, 0, 0, 0, 0, 0, 0
17, 0.533333, 0.949242, 1, 0, 0, 2.90653, 0, 0, 0.589064, 0, 0, 0, 0, 0.672554, 0, 2.2637, 0, 0, 0, 0, 0, 0, 0
18, 0.566667, 0.956299, 1, 0, 0, 2.99488, 0, 0, 0.665676, 0, 0, 0, 0, 0.806484, 0, 2.14307, 0, 0, 0, 0, 0, 0, 0
19, 0.6, 0.949113, 1, 0, 0, 3.00105, 0, 0, 0.530769, 0, 0, 0, 0, 0.704024, 0, 2.10459, 0, 0, 0, 0, 0, 0, 0
20, 0.633333, 0.946362, 1, 0, 0, 2.83852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80094, 0, 0, 0, 0, 0, 0, 0
21, 0.666667, 0.9514, 1, 0, 0, 3.35867, 0, 0, 0.749429, 0, 0, 0, 0.527881, 0.762045, 0.530992, 1.7486, 0, 0, 0, 0, 0, 0, 0
22, 0.7, 0.948422, 1, 0, 0.575709, 3.09654, 0, 0, 1.04998, 0, 0, 0, 0, 0.617582, 0, 1.93597, 0, 0, 0, 0, 0, 0, 0
23, 0.733333, 0.949769, 1, 0, 0, 2.96013, 0, 0, 0.600101, 0, 0, 0, 0, 0.695705, 0.514399, 2.09298, 0, 0, 0, 0, 0, 0, 0
24, 0.766667, 0.947131, 1, 0, 0, 2.69515, 0, 0, 0.691165, 0, 0, 0, 0.514437, 0.712619, 0, 2.12565, 0, 0, 0, 0, 0, 0, 0
25, 0.8, 0.941837, 1, 0, 0, 2.77928, 0, 0, 0.676047, 0, 0, 0, 0, 0.579317, 0, 1.88748, 0, 1, 0, 0, 0, 1, 0
26, 0.833333, 0.938574, 1, 0, 0, 2.96632, 0, 0, 1.08362, 0, 0, 0, 0, 0.555906, 0, 2.32681, 0, 0, 0, 0, 0, 1, 1
27, 0.866667, 0.944058, 1, 0, 0, 2.09097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69053, 0, 0, 0, 0, 0, 0, 1
28, 0.9, 0.943482, 1, 0, 0, 2.12147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83639, 0, 0, 0, 0, 0, 0, 1
29, 0.933333, 0.939884, 1, 0, 0, 1.58225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26816, 0, 0, 0, 0, 0, 0, 1
30, 0.966667, 0.938085, 1, 0, 0, 1.5978, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69169, 0, 0, 0, 0, 0, 0, 1
31, 1, 0.936691, 1, 0, 0, 1.45597, 0, 0, 0, 0, 0, 0.635271, 0, 0, 0, 2.04127, 0, 0, 0, 0, 0, 0, 1
32, 1.03333, 0.923481, 1, 0, 0, 1.34281, 0, 0.739031, 0, 0, 0, 1.01012, 0, 0, 0, 2.8034, 0, 0, 0, 0, 0, 0, 1
33, 1.06667, 0.932618, 1, 0, 0, 1.484, 0, 0.590662, 0, 0, 0, 1.16013, 0, 0, 0, 2.82293, 0, 0, 0, 0, 0, 0, 1
34, 1.1, 0.947825, 1, 0, 0, 3.27786, 0, 0.506773, 0.830227, 0, 0, 0.666174, 0, 0, 0, 2.46054, 0, 1, 0, 0, 0, 0, 1
35, 1.13333, 0.949681, 1, 0, 0, 3.15464, 0, 0, 1.1903, 0, 0, 0, 0, 0, 0, 2.70143, 0, 0, 0, 0, 0, 0, 0
36, 1.16667, 0.95406, 1, 0, 0, 3.19687, 0, 0, 1.16587, 0, 0, 0, 0, 0, 0, 2.40676, 0, 0, 0, 0, 0, 0, 0
37, 1.2, 0.961227, 1, 0, 0, 3.35272, 0, 0, 1.32677, 0, 0, 0, 0, 0, 0, 2.51586, 0, 0, 0, 0, 0, 0, 0
38, 1.23333, 0.958467, 1, 0, 0, 3.19187, 0, 0, 1.01279, 0, 0, 0, 0, 0, 0, 1.53998, 0, 0, 0, 0, 0, 0, 0
39, 1.26667, 0.960901, 1, 0, 0, 3.14611, 0, 0.50001, 0.898355, 0, 0, 0.645819, 0, 0, 0, 1.8965, 0, 0, 0, 0, 0, 1, 0
40, 1.3, 0.960196, 1, 0, 0, 3.22597, 0, 0.539843, 0.946295, 0, 0, 0.672523, 0, 0, 0, 1.76374, 0, 0, 0, 0, 0, 1, 0
41, 1.33333, 0.962893, 1, 0, 0, 3.15141, 0, 0, 0.852906, 0, 0, 0.647561, 0, 0, 0, 1.72518, 0, 0, 0, 0, 0, 0, 0
42, 1.36667, 0.967077, 1, 0, 0, 3.12474, 0, 0, 0.797133, 0, 0, 0.702857, 0.521077, 0, 0, 2.19217, 0, 0, 0, 0, 0, 0, 0
43, 1.4, 0.963975, 1, 0, 0, 3.0419, 0, 0.530224, 0.868293, 0, 0, 0.753046, 0, 0, 0, 2.11755, 0, 0, 0, 0, 0, 0, 0
44, 1.43333, 0.966072, 1, 0, 0, 3.20762, 0, 0.57991, 0.947873, 0, 0, 0.798691, 0, 0, 0, 2.14259, 0, 0, 0, 0, 0, 0, 0
45, 1.46667, 0.968338, 1, 0, 0, 3.09778, 0, 0.562241, 1.09636, 0, 0, 0.772564, 0, 0, 0, 2.03289, 0, 0, 0, 0, 0, 0, 0
46, 1.5, 0.968976, 1, 0, 0, 2.74118, 0, 0.503512, 1.03395, 0, 0, 0.625312, 0, 0, 0, 2.30601, 0, 0, 0, 0, 0, 0, 0
47, 1.53333, 0.966679, 1, 0, 0, 3.1146, 0, 0.563858, 1.33702, 0, 0, 0.933383, 0, 0, 0, 2.39848, 0, 0, 0, 0, 0, 0, 0
48, 1.56667, 0.968418, 1, 0, 0, 3.13037, 0, 0.58691, 0.664678, 0, 0, 0.845128, 0, 0, 0, 2.7023, 0, 0, 0, 0, 0, 0, 0
49, 1.6, 0.969871, 1, 0, 0, 3.41433, 0, 0.562811, 1.2597, 0, 0, 1.10766, 0, 0, 0, 2.53607, 0, 0, 0, 0, 0, 0, 0
50, 1.63333, 0.966942, 1, 0, 0, 3.12399, 0, 0.553416, 0.803241, 0, 0, 0.86192, 0, 0, 0, 2.11782, 0, 0, 0, 0, 0, 0, 0
51, 1.66667, 0.966752, 1, 0, 0, 3.08766, 0, 0.627148, 1.03473, 0, 0, 0.938876, 0, 0, 0, 2.20172, 0, 0, 0, 0, 0, 0, 0
52, 1.7, 0.966928, 1, 0, 0.53254, 3.28703, 0, 0.63954, 1.01458, 0, 0, 0.995896, 0, 0, 0, 2.42983, 0, 0, 0, 0, 0, 0, 0
53, 1.73333, 0.966909, 1, 0, 0, 3.21412, 0, 0.603269, 1.1712, 0, 0, 0.961093, 0, 0, 0, 2.21852, 0, 0, 0, 0, 0, 0, 0
54, 1.76667, 0.969481, 1, 0, 0.698958, 3.05966, 0, 0.596907, 0.998932, 0, 0, 1.20817, 0, 0, 0, 2.28864, 0, 0, 0, 0, 0, 0, 0
55, 1.8, 0.966834, 1, 0, 1.01089, 3.38585, 0, 0.638624, 1.18057, 0, 0, 1.10969, 0, 0, 0, 2.40603, 0, 0, 0, 0, 0, 0, 0
56, 1.83333, 0.964975, 1, 0, 0.7208, 3.28884, 0, 0.61193, 0.935851, 0, 0, 1.0135, 0, 0, 0, 2.4369, 0, 0, 0, 0, 0, 0, 0
57, 1.86667, 0.970357, 1, 0, 0.610438, 3.28917, 0, 0.552005, 0.955432, 0, 0, 0.829685, 0, 0.523998, 0, 2.5254, 0, 0, 0, 0, 0, 0, 0
58, 1.9, 0.968986, 1, 0, 0.543327, 2.82449, 0, 0.561426, 1.04651, 0, 0, 0.94845, 0, 0.52741, 0, 2.50808, 0, 0, 0, 0, 0, 0, 0
59, 1.93333, 0.967406, 1, 0, 0.686256, 3.06024, 0, 0.564066, 0.95068, 0, 0, 1.07959, 0, 0.523884, 0, 2.51335, 0, 0, 0, 0, 0, 0, 0
60, 1.96667, 0.964279, 1, 0, 0, 3.40904, 0, 0.57046, 0.94523, 0, 0, 0.95334, 0.584453, 0.560727, 0, 2.67354, 0, 1, 0, 0, 0, 0, 0
61, 2, 0.966699, 1, 0, 0, 2.73015, 0, 0.503098, 0, 0, 0, 0.845556, 0, 0, 0, 2.20594, 0, 0, 0, 0, 0, 0, 0
62, 2.03333, 0.965212, 1, 0, 0, 2.8666, 0, 0.513429, 0.766164, 0, 0, 0.928335, 0, 0, 0, 2.2743, 0, 0, 0, 0, 0, 0, 0
63, 2.06667, 0.967364, 1, 0, 0, 3.02695, 0, 0.501276, 0.764004, 0, 0, 0.976556, 0, 0, 0, 2.25874, 0, 0, 0, 0, 0, 0, 0
64, 2.1, 0.967949, 1, 0, 0.647028, 3.16995, 0, 0.542245, 0.69182, 0, 0, 1.05141, 0, 0, 0, 2.56432, 0, 0, 0, 0, 0, 0, 0
65, 2.13333, 0.968975, 1, 0, 0.552147, 3.03882, 0, 0.562176, 0.587077, 0, 0, 0.925589, 0, 0.595159, 0, 2.79773, 0, 0, 0, 0, 0, 0, 0
