frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
2, 0.0333333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
3, 0.0666667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
4, 0.1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
5, 0.133333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
6, 0.166667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
7, 0.2, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
8, 0.233333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
9, 0.266667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
10, 0.3, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
11, 0.333333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
12, 0.366667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
13, 0.4, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
14, 0.433333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
15, 0.466667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
16, 0.5, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
17, 0.533333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
18, 0.566667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
19, 0.6, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
20, 0.633333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
21, 0.666667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
22, 0.7, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23, 0.733333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
24, 0.766667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
25, 0.8, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
26, 0.833333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
27, 0.866667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
28, 0.9, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
29, 0.933333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
30, 0.966667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
31, 1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
32, 1.03333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
33, 1.06667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
34, 1.1, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
35, 1.13333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
36, 1.16667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
37, 1.2, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
38, 1.23333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
39, 1.26667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
40, 1.3, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
41, 1.33333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
42, 1.36667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
43, 1.4, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
44, 1.43333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
45, 1.46667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
46, 1.5, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
47, 1.53333, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
48, 1.56667, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
49, 1.6, 0.87996, 1, 0.0113499, 0.190799, -0.981564, -0.250876, 0.201106, -0.946899, 0.0992286, 0.505146, -0.85731, -0.165179, 0.508405, -0.845128
50, 1.63333, 0.908184, 1, 0.0254326, 0.175878, -0.984083, -0.263875, 0.217169, -0.939791, 0.112893, 0.525355, -0.843361, -0.179715, 0.553973, -0.812906
51, 1.66667, 0.912297, 1, 0.0421615, 0.186973, -0.98146, -0.27866, 0.171445, -0.944963, 0.124064, 0.557113, -0.821117, -0.198586, 0.53725, -0.819711
