frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.965204, 1, 0, 0, 0.894619, 0, 0, 0, 0, 0, 0, 0.791506, 0, 0.52289, 3.45752, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.965809, 1, 0, 0, 0.608318, 0, 0, 0, 0, 0, 0, 0.719442, 0, 0.621178, 3.34138, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.966487, 1, 0, 0, 0.567846, 0, 0, 0, 0, 0, 0, 0.719421, 0, 0.512796, 3.2738, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.966554, 1, 0, 0, 0.565897, 0, 0, 0, 0, 0, 0, 0.74195, 0, 0.585971, 3.12382, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.966727, 1, 0, 0, 0.510757, 0, 0, 0, 0, 0, 0, 0.722005, 0, 0.520656, 3.06565, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.966453, 1, 0, 0, 0.563226, 0, 0, 0, 0, 0, 0, 0.682417, 0, 0.570307, 3.03316, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.965439, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.838708, 0, 0.577807, 2.82369, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.966264, 1, 0, 0, 0.64585, 0, 0, 0, 0, 0, 0, 0.850093, 0, 0.601685, 3.09487, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.966349, 1, 0.524487, 0, 0, 0, 0, 0, 0, 0, 0, 1.03105, 0, 0.505885, 2.61671, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.959513, 1, 0.587773, 0, 0, 0, 0, 0, 0, 0, 0, 0.896066, 0, 0.550022, 2.70029, 0, 0, 0, 0, 1, 0, 0
11, 0.333333, 0.961072, 1, 0.752115, 0, 0, 0, 0, 0, 0, 0, 0, 0.944255, 0, 0, 2.73876, 0, 0, 0, 0, 1, 1, 0
12, 0.366667, 0.958552, 1, 0.586617, 0, 0, 0, 0, 0, 0, 0, 0, 1.00797, 0, 0, 2.43117, 0, 0, 0, 1, 1, 1, 0
13, 0.4, 0.958843, 1, 0.675729, 0, 0, 0, 0, 0, 0, 0, 0, 0.872574, 0, 0, 2.54967, 0, 0, 0, 0, 1, 1, 0
14, 0.433333, 0.95838, 1, 0.763945, 0, 0, 0, 0, 0, 0, 0, 0, 1.0275, 0, 0.54081, 2.78745, 0, 0, 0, 1, 1, 0, 0
15, 0.466667, 0.958727, 1, 0.771373, 0, 0, 0, 0, 0, 0, 0, 0, 0.925601, 0, 0, 2.44066, 0, 0, 0, 0, 1, 1, 0
16, 0.5, 0.954656, 1, 0.730023, 0, 0, 0.502751, 0, 0, 0, 0, 0, 0.853527, 0, 0.771746, 2.60042, 0, 0, 0, 0, 1, 1, 0
17, 0.533333, 0.956173, 1, 0.805825, 0, 0, 0, 0, 0, 0, 0, 0, 1.14048, 0, 0.611211, 2.74012, 0, 0, 0, 0, 1, 1, 0
18, 0.566667, 0.96067, 1, 0.983116, 0, 0, 0.513032, 0, 0, 0, 0, 0, 0.890309, 0, 0, 2.69508, 0, 0, 0, 0, 1, 0, 0
