frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.840109, 1, 0.0396114, 0.373213, -0.9269, -0.297499, 0.370448, -0.879922, 0.0849081, 0.501222, -0.861143, -0.253177, 0.509269, -0.822524
2, 0.0333333, 0.853168, 1, 0.0264568, 0.375968, -0.926255, -0.29251, 0.395713, -0.870545, 0.0724662, 0.517003, -0.852911, -0.246802, 0.543816, -0.802093
3, 0.0666667, 0.855256, 1, 0.0355309, 0.380521, -0.92409, -0.297532, 0.402649, -0.865649, 0.0793447, 0.534246, -0.841597, -0.253853, 0.562659, -0.786749
4, 0.1, 0.849476, 1, 0.0379825, 0.382925, -0.922998, -0.293946, 0.405504, -0.865542, 0.0822454, 0.546348, -0.83351, -0.249706, 0.575118, -0.779029
5, 0.133333, 0.875456, 1, 0.039752, 0.381772, -0.923401, -0.277578, 0.403109, -0.87204, 0.0791345, 0.565936, -0.820643, -0.237575, 0.59392, -0.768646
6, 0.166667, 0.880036, 1, 0.0370943, 0.381183, -0.923755, -0.273808, 0.402133, -0.873681, 0.0745625, 0.570415, -0.817965, -0.23549, 0.598185, -0.765976
7, 0.2, 0.877795, 1, -0.00422401, 0.377708, -0.925915, -0.275692, 0.407423, -0.870632, 0.0298455, 0.574583, -0.817902, -0.240156, 0.607246, -0.757349
8, 0.233333, 0.867934, 1, 0.0258349, 0.374544, -0.926849, -0.299547, 0.401479, -0.865498, 0.0607553, 0.563361, -0.823974, -0.263304, 0.596043, -0.758553
9, 0.266667, 0.870066, 1, 0.0282673, 0.332388, -0.942719, -0.238709, 0.387408, -0.890468, 0.0500076, 0.529363, -0.84692, -0.213373, 0.586964, -0.78099
10, 0.3, 0.872725, 1, 0.0149974, 0.306416, -0.95178, -0.277212, 0.373085, -0.885416, 0.042852, 0.502595, -0.86346, -0.245737, 0.5704, -0.783746
11, 0.333333, 0.886302, 1, 0.0164836, 0.312992, -0.949613, -0.262258, 0.406292, -0.875299, 0.0538152, 0.504932, -0.86148, -0.220897, 0.596491, -0.771623
12, 0.366667, 0.888978, 1, -0.0189758, 0.258161, -0.965916, -0.217667, 0.376682, -0.900406, 0.0236382, 0.468544, -0.883124, -0.170131, 0.581058, -0.795882
13, 0.4, 0.88984, 1, -0.0100589, 0.274112, -0.961645, -0.19076, 0.410609, -0.891634, 0.0404054, 0.490459, -0.870527, -0.134801, 0.618019, -0.77452
14, 0.433333, 0.888959, 1, 0.00472547, 0.262857, -0.964823, -0.193709, 0.403687, -0.894155, 0.0608754, 0.484267, -0.8728, -0.132192, 0.616756, -0.775975
15, 0.466667, 0.879424, 1, 0.00277748, 0.248231, -0.968697, -0.19948, 0.4557, -0.867494, 0.0636023, 0.473816, -0.878324, -0.131209, 0.663769, -0.736338
16, 0.5, 0.874356, 1, 0.0100305, 0.232655, -0.972508, -0.209131, 0.457087, -0.864486, 0.0781504, 0.45377, -0.887685, -0.133004, 0.661417, -0.738131
17, 0.533333, 0.867345, 1, -0.0192163, 0.225813, -0.973981, -0.215514, 0.457651, -0.862618, 0.0521906, 0.446851, -0.893085, -0.136146, 0.659977, -0.738846
18, 0.566667, 0.87092, 1, -0.0107114, 0.263006, -0.964735, -0.167614, 0.449122, -0.877608, 0.0657784, 0.480366, -0.874598, -0.0846137, 0.652187, -0.753321
19, 0.6, 0.870514, 1, 0.0252711, 0.239184, -0.970645, -0.18815, 0.465004, -0.865085, 0.10104, 0.450609, -0.886985, -0.103882, 0.662094, -0.742186
20, 0.633333, 0.870995, 1, -0.0148077, 0.217706, -0.975902, -0.18417, 0.44163, -0.878091, 0.0602929, 0.430143, -0.900745, -0.0998468, 0.639108, -0.762609
21, 0.666667, 0.87115, 1, -0.0165454, 0.239842, -0.970671, -0.170726, 0.440217, -0.881511, 0.0665188, 0.45075, -0.890168, -0.0801697, 0.637718, -0.766086
22, 0.7, 0.884204, 1, -0.0302672, 0.230015, -0.972716, -0.163252, 0.441911, -0.882079, 0.0519984, 0.442815, -0.895104, -0.072843, 0.638989, -0.765759
23, 0.733333, 0.877919, 1, -0.0189233, 0.264889, -0.964093, -0.16276, 0.452361, -0.876857, 0.0680777, 0.476867, -0.876335, -0.0695101, 0.650431, -0.756378
24, 0.766667, 0.884528, 1, -0.0253391, 0.255595, -0.966452, -0.206709, 0.446135, -0.870767, 0.0679778, 0.470465, -0.879797, -0.10817, 0.647938, -0.753973
25, 0.8, 0.87022, 1, -0.0348035, 0.256459, -0.965928, -0.173849, 0.444088, -0.878955, 0.0585774, 0.474367, -0.878376, -0.0754111, 0.647069, -0.758693
26, 0.833333, 0.877275, 1, 0.00217093, 0.312932, -0.949773, -0.200786, 0.473566, -0.857566, 0.0995651, 0.520425, -0.848083, -0.0999264, 0.671334, -0.734387
27, 0.866667, 0.878502, 1, -0.0413618, 0.237479, -0.970512, -0.1788, 0.456699, -0.871468, 0.0578833, 0.453952, -0.889144, -0.0741909, 0.655122, -0.751872
28, 0.9, 0.879067, 1, -0.0391333, 0.225892, -0.973366, -0.217057, 0.456285, -0.862954, 0.0674374, 0.441429, -0.894758, -0.105891, 0.654687, -0.748447
29, 0.933333, 0.881757, 1, -0.033434, 0.309658, -0.95026, -0.18619, 0.463181, -0.866485, 0.0783144, 0.514806, -0.853722, -0.0721554, 0.65784, -0.749693
30, 0.966667, 0.885054, 1, -0.022396, 0.256975, -0.966158, -0.215298, 0.437022, -0.873303, 0.0906071, 0.467168, -0.879514, -0.0990767, 0.637361, -0.764169
31, 1, 0.884126, 1, -0.0274466, 0.247704, -0.968447, -0.217001, 0.430852, -0.875943, 0.0840037, 0.459527, -0.884182, -0.101785, 0.63261, -0.767753
32, 1.03333, 0.876154, 1, -0.0237979, 0.21567, -0.976176, -0.177581, 0.448643, -0.87589, 0.0869208, 0.427492, -0.899831, -0.0610195, 0.644579, -0.762099
33, 1.06667, 0.882876, 1, -0.0548757, 0.266875, -0.962167, -0.183462, 0.489595, -0.852431, 0.0623938, 0.474185, -0.878211, -0.0624586, 0.677693, -0.732688
34, 1.1, 0.888629, 1, -0.0543677, 0.246134, -0.96771, -0.182276, 0.468608, -0.864397, 0.0662108, 0.451493, -0.889815, -0.0566564, 0.657214, -0.751571
35, 1.13333, 0.886209, 1, -0.0419815, 0.243881, -0.968896, -0.206228, 0.514217, -0.832497, 0.0805377, 0.44464, -0.892081, -0.0792075, 0.693786, -0.715813
36, 1.16667, 0.893264, 1, -0.0428117, 0.304529, -0.951541, -0.197163, 0.499354, -0.843666, 0.0846025, 0.497454, -0.863355, -0.0666267, 0.679165, -0.730956
37, 1.2, 0.888021, 1, -0.0543979, 0.266422, -0.96232, -0.145146, 0.464593, -0.873548, 0.0675797, 0.466835, -0.881759, -0.0177825, 0.649407, -0.760233
38, 1.23333, 0.887936, 1, -0.0531645, 0.261606, -0.963709, -0.151007, 0.43846, -0.885974, 0.0661938, 0.462844, -0.883965, -0.0254583, 0.627891, -0.777885
39, 1.26667, 0.889499, 1, -0.0517602, 0.313118, -0.948303, -0.143199, 0.413263, -0.899282, 0.0629342, 0.514747, -0.855029, -0.0244108, 0.610421, -0.791701
40, 1.3, 0.885565, 1, -0.0504659, 0.319422, -0.946268, -0.167309, 0.445106, -0.879709, 0.0658125, 0.521244, -0.850866, -0.0459108, 0.640688, -0.766428
41, 1.33333, 0.886884, 1, -0.0188788, 0.291221, -0.956469, -0.135677, 0.414276, -0.899982, 0.0963996, 0.489362, -0.866736, -0.0144272, 0.608852, -0.793153
42, 1.36667, 0.887502, 1, -0.028625, 0.32823, -0.944164, -0.147426, 0.429304, -0.891046, 0.0897949, 0.523291, -0.84741, -0.0246224, 0.622399, -0.782313
43, 1.4, 0.888923, 1, -0.0396094, 0.342922, -0.938528, -0.150411, 0.433976, -0.88828, 0.0802098, 0.53829, -0.838934, -0.0268318, 0.627435, -0.778207
44, 1.43333, 0.884966, 1, -0.0550453, 0.348762, -0.935593, -0.150982, 0.440257, -0.885087, 0.066633, 0.541474, -0.838073, -0.025597, 0.629824, -0.776316
45, 1.46667, 0.879807, 1, -0.039218, 0.31814, -0.947232, -0.171285, 0.46295, -0.869678, 0.0804078, 0.514702, -0.85359, -0.0457243, 0.65269, -0.756244
46, 1.5, 0.890288, 1, -0.0130951, 0.315882, -0.948708, -0.154384, 0.439413, -0.884919, 0.10534, 0.507361, -0.855271, -0.0299662, 0.629093, -0.776752
47, 1.53333, 0.887392, 1, -0.0303917, 0.297952, -0.954097, -0.156369, 0.442801, -0.882879, 0.0859419, 0.491859, -0.866423, -0.0328518, 0.631254, -0.77488
48, 1.56667, 0.890739, 1, -0.0280077, 0.298964, -0.953853, -0.14279, 0.441262, -0.885945, 0.0855572, 0.493981, -0.865253, -0.0218068, 0.630221, -0.77611
49, 1.6, 0.880409, 1, -0.0154376, 0.39968, -0.916525, -0.174694, 0.450908, -0.875308, 0.105012, 0.583457, -0.805327, -0.0519782, 0.641898, -0.765026
50, 1.63333, 0.88281, 1, -0.043625, 0.318764, -0.94683, -0.132575, 0.436936, -0.889669, 0.0684243, 0.511872, -0.856333, -0.0143064, 0.624279, -0.781071
51, 1.66667, 0.882531, 1, -0.0454771, 0.319659, -0.946441, -0.131595, 0.44397, -0.886326, 0.0667568, 0.513978, -0.855202, -0.0126867, 0.631423, -0.775334
52, 1.7, 0.883396, 1, -0.0166247, 0.326805, -0.944945, -0.124882, 0.419401, -0.899171, 0.102231, 0.508343, -0.855065, -0.00102238, 0.601099, -0.799174
53, 1.73333, 0.885423, 1, -0.0241188, 0.327457, -0.944558, -0.135184, 0.410129, -0.901953, 0.0971459, 0.504287, -0.858054, -0.00918921, 0.589019, -0.808067
54, 1.76667, 0.865453, 1, 0.0274394, 0.335639, -0.941591, -0.132293, 0.407876, -0.903402, 0.149249, 0.504741, -0.850271, -0.0058954, 0.585634, -0.810554
55, 1.8, 0.8679, 1, 0.0312585, 0.3364, -0.9412, -0.132982, 0.409624, -0.90251, 0.154181, 0.501954, -0.851041, -0.00545966, 0.584327, -0.8115
