frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.989548, 1, 0, 0.749596, 0, 0, 0, 0, 0, 0, 0, 0.52405, 0, 0, 3.02511, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.98983, 1, 0, 0.82271, 0, 0, 0, 0.723064, 0, 0, 0, 0.66533, 0, 0, 2.34851, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.989468, 1, 0, 0.955593, 0, 0.518249, 0, 0.560305, 0, 0, 0, 0.758374, 0, 0, 3.16514, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.989406, 1, 0, 1.09433, 0, 0.638413, 0, 0.56138, 0, 0, 0, 0.761123, 0, 0, 3.27986, 0, 0, 0, 0, 1, 1, 0
5, 0.133333, 0.989234, 1, 0, 0.944524, 0, 0.699455, 0, 0, 0, 0, 0, 0.776587, 0, 0, 3.27831, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.989431, 1, 0, 1.12035, 0, 0.649945, 0, 0, 0, 0, 0, 0.846169, 0, 0, 3.2631, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.988454, 1, 0, 1.15546, 0.599841, 0, 0, 0, 0, 0, 0, 0.664278, 0, 0, 3.3145, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.988764, 1, 0, 1.38424, 0.654614, 0, 0, 0, 0, 0, 0, 0.711439, 0, 0, 3.58251, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.989004, 1, 0, 0.992803, 0.683781, 0.583194, 0, 0, 0, 0, 0, 0.558497, 0, 0, 3.46851, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.988921, 1, 0, 1.17793, 0.884541, 0.587338, 0, 0, 0, 0, 0, 0.580993, 0, 0, 4.29771, 0, 0, 0, 0, 1, 0, 0
