frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
2, 0.0333333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
3, 0.0666667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
4, 0.1, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
5, 0.133333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
6, 0.166667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
7, 0.2, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
8, 0.233333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
9, 0.266667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
10, 0.3, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
11, 0.333333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
12, 0.366667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
13, 0.4, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
14, 0.433333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
15, 0.466667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
16, 0.5, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
17, 0.533333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
18, 0.566667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
19, 0.6, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
20, 0.633333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
21, 0.666667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
22, 0.7, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
23, 0.733333, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
24, 0.766667, 0, 0, -1.60933e+007, -1.207e+007, 2.51457e+007, -1.11789, 0.858549, 0.374498
25, 0.8, 0.802787, 1, 33.6939, -61.9268, 529.306, 0.13131, 0.017873, 0.145457
26, 0.833333, 0.794151, 1, 30.9316, -60.7467, 523.489, 0.264509, 0.0898617, 0.151486
27, 0.866667, 0.735011, 1, 30.8462, -61.9221, 530.234, 0.195912, 0.124362, 0.109646
28, 0.9, 0.767826, 1, 28.3062, -64.1795, 582.257, 0.153048, 0.0988082, 0.159787
29, 0.933333, 0.769477, 1, 28.4504, -65.7225, 591.627, 0.265394, 0.0153438, 0.173953
30, 0.966667, 0.757466, 1, 29.0718, -65.2003, 586.553, 0.290027, -0.0214373, 0.183692
31, 1, 0.775416, 1, 29.7416, -64.8115, 583.497, 0.301265, -0.0489627, 0.189318
32, 1.03333, 0.794318, 1, 30.2119, -64.8763, 582.682, 0.305056, -0.0648229, 0.186326
33, 1.06667, 0.795618, 1, 30.9786, -65.4798, 593.227, 0.31196, -0.0656515, 0.183945
