frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.961086, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2, 0.0333333, 0.967961, 1, 0, 0, 0.859137, 0, 0, 0.725777, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
3, 0.0666667, 0.967199, 1, 0, 0, 1.04726, 0, 0, 0.604998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.1, 0.967265, 1, 0, 0, 1.22481, 0, 0, 0.588386, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
5, 0.133333, 0.967451, 1, 0, 0, 1.26685, 0, 0, 0.52185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6, 0.166667, 0.967435, 1, 0, 0, 1.3018, 0, 0, 0.562737, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
7, 0.2, 0.967486, 1, 0, 0, 1.25554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8, 0.233333, 0.967568, 1, 0, 0, 1.26662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9, 0.266667, 0.967599, 1, 0, 0, 1.29076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10, 0.3, 0.969248, 1, 0, 0, 1.12617, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11, 0.333333, 0.970376, 1, 0, 0, 0.829217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, 0.366667, 0.96981, 1, 0, 0, 0.898629, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13, 0.4, 0.970973, 1, 0, 0, 1.05962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14, 0.433333, 0.973087, 1, 0, 0, 1.03909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
15, 0.466667, 0.971856, 1, 0, 0, 1.07898, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 0.5, 0.970571, 1, 0, 0, 1.04561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17, 0.533333, 0.970292, 1, 0, 0, 0.952667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 0.566667, 0.971158, 1, 0, 0, 1.03474, 0, 0, 0.521649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19, 0.6, 0.971369, 1, 0, 0, 1.04167, 0, 0, 0.628298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
