frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.693226, 1, -102.143, -44.5592, 555.539, -0.0103908, 0.0366313, -0.0382363
2, 0.0333333, 0.690402, 0, -105.147, -46.7668, 568.145, 0.104259, -0.0350081, -0.0313602
3, 0.0666667, 0.863684, 1, -108.08, -50.2991, 577.354, 0.0615793, -0.00951225, -0.0252992
4, 0.1, 0.852652, 1, -107.844, -50.5706, 575.431, 0.0262812, -0.00802649, -0.0240538
5, 0.133333, 0.847723, 1, -107.756, -50.513, 574.783, 0.0252037, -0.00767868, -0.0246544
6, 0.166667, 0.847132, 1, -107.302, -50.3206, 572.897, 0.0325445, -0.00581828, -0.0235974
7, 0.2, 0.827276, 1, -107.072, -50.5058, 572.31, 0.0340258, -0.00726623, -0.0222167
8, 0.233333, 0.810869, 1, -107.053, -50.5202, 572.208, 0.033916, -0.00766179, -0.0187947
9, 0.266667, 0.810882, 1, -106.724, -50.5041, 570.919, 0.0335159, -0.00855117, -0.0149635
10, 0.3, 0.830799, 1, -106.727, -50.2531, 570.672, 0.0428763, -0.0081064, -0.0133086
11, 0.333333, 0.84377, 1, -106.645, -49.8408, 568.602, 0.0613523, -0.00571943, -0.0132812
12, 0.366667, 0.835625, 1, -107.035, -49.9342, 567.654, 0.0661389, 0.00676236, -0.013505
13, 0.4, 0.804267, 1, -108.069, -50.2483, 567.775, 0.0557813, 0.0282442, -0.0130998
14, 0.433333, 0.83676, 1, -108.42, -50.396, 564.585, 0.0439417, 0.0470858, -0.0144086
15, 0.466667, 0.811456, 1, -109.183, -50.6372, 562.112, 0.0232863, 0.0759629, -0.0169669
16, 0.5, 0.826816, 1, -110.155, -50.6511, 560.28, 0.00090673, 0.103594, -0.015427
17, 0.533333, 0.811843, 1, -111.953, -50.1252, 561.528, -0.0218661, 0.138097, -0.00557323
18, 0.566667, 0.877269, 1, -128.183, -61.793, 629.008, 0.195132, 0.143355, -0.00923093
19, 0.6, 0.70744, 0, -128.853, -62.0194, 622.178, 0.223671, 0.181248, -0.0067765
20, 0.633333, 0.66025, 0, -129.625, -64.0606, 614.837, 0.286555, 0.185275, 0.00216239
21, 0.666667, 0.63492, 0, -130.543, -64.9619, 613.184, 0.333836, 0.185058, 0.0190172
22, 0.7, 0.639693, 0, -130.919, -66.017, 617.161, 0.340362, 0.179663, 0.0154102
23, 0.733333, 0.604437, 0, -132.055, -67.5631, 621.732, 0.346919, 0.178146, 0.0217904
24, 0.766667, 0.60365, 0, -130.601, -67.1421, 618.947, 0.333702, 0.180571, 0.0296651
25, 0.8, 0.853215, 1, -129, -66.3601, 615.247, 0.340032, 0.174672, 0.0275235
26, 0.833333, 0.855292, 1, -128.249, -66.1837, 616.038, 0.32859, 0.171248, 0.0224894
27, 0.866667, 0.862394, 1, -127.543, -66.1139, 615.68, 0.31958, 0.164343, 0.0238007
28, 0.9, 0.85401, 1, -127.038, -65.641, 614.944, 0.316133, 0.162834, 0.0241559
29, 0.933333, 0.837131, 1, -126.314, -65.06, 610.891, 0.305123, 0.168186, 0.0279515
30, 0.966667, 0.594813, 0, -125.171, -63.5034, 604.345, 0.310811, 0.17954, 0.0254215
31, 1, 0.8281, 1, -126.61, -64.7249, 608.653, 0.342112, 0.171836, 0.0309426
32, 1.03333, 0.615723, 0, -125.953, -63.3902, 605.641, 0.320298, 0.17749, 0.0294154
33, 1.06667, 0.845059, 1, -127.998, -65.3045, 615.185, 0.346885, 0.141402, 0.0342552
34, 1.1, 0.846947, 1, -127.845, -65.1449, 615.172, 0.332372, 0.144501, 0.0300336
35, 1.13333, 0.858022, 1, -129.106, -64.9153, 619.068, 0.332372, 0.161603, 0.0288029
