frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.841106, 1, 0.679674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2, 0.0333333, 0.847567, 1, 0.507381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.598185, 0, 0, 0, 0, 0, 0, 1, 0
3, 0.0666667, 0.88105, 1, 0.897264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
4, 0.1, 0.885095, 1, 1.08879, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
5, 0.133333, 0.88463, 1, 1.06175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
6, 0.166667, 0.884558, 1, 1.06504, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
7, 0.2, 0.882295, 1, 1.22537, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.693756, 0, 0, 0, 0, 0, 0, 1, 0
8, 0.233333, 0.87451, 1, 0.991448, 0.533266, 0, 0, 0, 0, 0, 0, 0, 0.596059, 0, 1.13317, 0, 0, 1, 0, 0, 0, 1, 0
9, 0.266667, 0.879775, 1, 1.20058, 0, 0, 0, 0, 0, 0, 0, 0, 0.670385, 0, 0.60677, 0, 0, 0, 0, 0, 0, 1, 0
10, 0.3, 0.879821, 1, 1.12044, 0, 0, 0, 0, 0, 0, 0, 0, 0.646136, 0, 0.637941, 0, 0, 1, 0, 0, 0, 1, 0
11, 0.333333, 0.874092, 1, 0.905211, 0, 0, 0, 0, 0, 0, 0, 0, 0.528478, 0, 0.592444, 0, 0, 1, 0, 0, 0, 1, 0
12, 0.366667, 0.88394, 1, 0.952278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.688885, 0, 0, 1, 0, 0, 0, 1, 0
