frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.952591, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.955776, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.592503, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.955772, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.64793, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.955612, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.605322, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.955399, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.544528, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.953851, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.566333, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.953169, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.685489, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.952213, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.505414, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.95142, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.678099, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.953378, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.723135, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
11, 0.333333, 0.954152, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.577521, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
12, 0.366667, 0.953659, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.515288, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
