frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.936757, 1, -51.7686, -19.515, 503.334, 0.146581, -0.0214781, -0.029003
2, 0.0333333, 0.936779, 1, -51.7873, -19.4068, 503.466, 0.140283, -0.0214899, -0.0295491
3, 0.0666667, 0.93332, 1, -51.8691, -19.3887, 504.469, 0.135189, -0.0210117, -0.0297878
4, 0.1, 0.93327, 1, -51.8646, -19.3795, 504.419, 0.134599, -0.0212749, -0.0294169
5, 0.133333, 0.933195, 1, -51.886, -19.3811, 504.545, 0.134244, -0.0210469, -0.0291167
6, 0.166667, 0.939543, 1, -51.8643, -19.5656, 504.211, 0.13259, -0.0223872, -0.0289049
7, 0.2, 0.93853, 1, -51.7437, -19.442, 504.561, 0.135549, -0.0209111, -0.0263837
8, 0.233333, 0.937115, 1, -51.4057, -18.9318, 503.833, 0.142115, -0.0250974, -0.0258729
9, 0.266667, 0.936334, 1, -51.2915, -18.5687, 503.475, 0.146723, -0.023509, -0.0254724
10, 0.3, 0.938816, 1, -51.1076, -18.2378, 502.035, 0.15385, -0.0266303, -0.0255832
11, 0.333333, 0.937616, 1, -51.3933, -18.1428, 502.747, 0.15196, -0.0239197, -0.027039
12, 0.366667, 0.936704, 1, -51.3447, -17.8575, 502.49, 0.155772, -0.0244447, -0.0279351
13, 0.4, 0.939937, 1, -51.4423, -17.9469, 503.615, 0.153801, -0.0228236, -0.0272684
14, 0.433333, 0.93547, 1, -51.4576, -17.7438, 502.858, 0.155264, -0.0205265, -0.0274256
15, 0.466667, 0.937623, 1, -51.534, -17.72, 502.62, 0.151661, -0.0221331, -0.0275659
16, 0.5, 0.941364, 1, -51.3136, -17.624, 501.721, 0.149332, -0.0268639, -0.0288631
17, 0.533333, 0.940324, 1, -51.3421, -17.7194, 502.109, 0.14237, -0.0295174, -0.0303343
18, 0.566667, 0.937811, 1, -51.3603, -17.6547, 502.674, 0.142787, -0.026753, -0.0298606
19, 0.6, 0.938806, 1, -51.3378, -17.4847, 501.662, 0.146604, -0.0285514, -0.0289318
20, 0.633333, 0.938932, 1, -51.5713, -17.4877, 502.137, 0.14816, -0.0252486, -0.0280965
21, 0.666667, 0.938919, 1, -51.5841, -17.4709, 502.25, 0.147446, -0.0246465, -0.0284034
22, 0.7, 0.932754, 1, -51.4505, -17.3775, 501.848, 0.145958, -0.0296411, -0.0301064
23, 0.733333, 0.933942, 1, -51.5205, -17.4386, 502.659, 0.145195, -0.0278018, -0.0298278
24, 0.766667, 0.934531, 1, -51.3818, -17.2638, 502.248, 0.146266, -0.0278282, -0.0300722
25, 0.8, 0.940997, 1, -51.4637, -17.2145, 502.13, 0.152095, -0.0307745, -0.0297094
26, 0.833333, 0.936798, 1, -51.391, -17.3518, 502.2, 0.15207, -0.0318189, -0.0296817
27, 0.866667, 0.933886, 1, -51.2372, -17.1477, 501.315, 0.152622, -0.0328637, -0.0291995
28, 0.9, 0.936744, 1, -51.2969, -17.2778, 502.083, 0.150129, -0.0357912, -0.0290774
29, 0.933333, 0.936508, 1, -51.3572, -17.2479, 502.126, 0.149428, -0.0367, -0.0292635
30, 0.966667, 0.939927, 1, -51.2738, -17.1648, 501.837, 0.148821, -0.0405113, -0.0302639
31, 1, 0.938883, 1, -51.3702, -17.102, 502.591, 0.150362, -0.0384193, -0.0291746
32, 1.03333, 0.940066, 1, -51.4442, -16.9435, 503.481, 0.150478, -0.0408999, -0.0298088
33, 1.06667, 0.940078, 1, -51.4182, -16.9308, 503.324, 0.149121, -0.041443, -0.0296488
34, 1.1, 0.936898, 1, -51.5126, -17.004, 503.171, 0.146494, -0.0414642, -0.030713
35, 1.13333, 0.938652, 1, -51.5581, -16.9422, 503.401, 0.145489, -0.0403315, -0.0308106
36, 1.16667, 0.939817, 1, -51.4196, -17.1123, 503.464, 0.143573, -0.0412721, -0.0312227
37, 1.2, 0.941167, 1, -51.2008, -16.976, 503.966, 0.145258, -0.0383697, -0.0297591
38, 1.23333, 0.939393, 1, -51.1152, -17.2199, 504.559, 0.143436, -0.0428056, -0.0296731
39, 1.26667, 0.940604, 1, -51.2796, -17.6227, 508.325, 0.14219, -0.0425055, -0.0271473
40, 1.3, 0.943187, 1, -51.0229, -18.4644, 509.198, 0.145425, -0.0505765, -0.0253354
41, 1.33333, 0.94913, 1, -50.5893, -19.6231, 507.561, 0.137909, -0.051583, -0.0200269
42, 1.36667, 0.940829, 1, -50.2304, -20.513, 505.813, 0.128732, -0.0538178, -0.0158767
43, 1.4, 0.939555, 1, -49.8882, -21.0797, 504.98, 0.120904, -0.056828, -0.0140606
44, 1.43333, 0.941642, 1, -49.7428, -22.9614, 505.357, 0.101329, -0.0589466, -0.0116354
45, 1.46667, 0.943429, 1, -49.7792, -22.9469, 505.318, 0.10211, -0.0602745, -0.0108562
46, 1.5, 0.93878, 1, -49.2924, -24.6182, 502.878, 0.0851721, -0.0671887, -0.0110128
47, 1.53333, 0.941147, 1, -48.9658, -26.7558, 502.019, 0.0702662, -0.0700707, -0.00904998
48, 1.56667, 0.947041, 1, -48.52, -28.2313, 500.164, 0.0679522, -0.0755493, -0.0134018
49, 1.6, 0.945993, 1, -48.3479, -30.3301, 500.55, 0.0547234, -0.0744932, -0.0174731
50, 1.63333, 0.948442, 1, -48.1111, -31.6216, 500.02, 0.0503654, -0.0711693, -0.0185047
51, 1.66667, 0.947852, 1, -48.2176, -32.4791, 500.857, 0.0442922, -0.0694243, -0.0181947
52, 1.7, 0.945157, 1, -48.3162, -32.7842, 500.341, 0.0507715, -0.0680499, -0.0195985
53, 1.73333, 0.944881, 1, -48.5168, -32.6902, 500.569, 0.0592683, -0.0661046, -0.0207736
54, 1.76667, 0.939917, 1, -48.8959, -32.2062, 500.776, 0.0717199, -0.0636912, -0.022461
55, 1.8, 0.941295, 1, -49.2872, -31.1515, 501.57, 0.0893666, -0.0618678, -0.0246049
