frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.933393, 1, 0.674449, 1.01002, 0.627907, 0, 0, 0.50444, 0, 0, 0, 0, 0, 1.01636, 3.3122, 0, 0, 0, 0, 1, 1, 0
2, 0.0333333, 0.928541, 1, 0.666222, 1.27264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.72871, 3.12125, 0, 0, 0, 0, 1, 1, 0
3, 0.0666667, 0.92704, 1, 0.752148, 0.823161, 0, 0, 0, 0.569265, 0, 0, 0, 0, 0, 0.742739, 3.21226, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.926442, 1, 0.900724, 0.758159, 0, 0, 0, 0.767425, 0, 0, 0, 0, 0, 0.835225, 3.25221, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.926653, 1, 0.796067, 0.692211, 0, 0, 0, 0.674503, 0, 0, 0, 0, 0, 0.857704, 3.37053, 0, 0, 0, 0, 1, 0, 1
6, 0.166667, 0.926902, 1, 0.806667, 0.712141, 0, 0, 0, 0.617026, 0, 0, 0, 0, 0, 0.902655, 3.28051, 0, 0, 0, 0, 1, 0, 1
7, 0.2, 0.919601, 1, 0.749686, 1.08157, 0, 0, 0, 0.801751, 0, 0, 0.501662, 0.53152, 0, 0.895943, 3.02498, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.912534, 1, 1.1723, 0.976667, 0, 0, 0, 0.634526, 0, 0, 0.626324, 0, 0, 0.851219, 2.90883, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.919658, 1, 1.04932, 1.07339, 0, 0, 0, 0.603977, 0, 0, 0, 0, 0, 1.11795, 3.02205, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.918453, 1, 0.930389, 0.90208, 0, 0, 0, 0, 0, 0, 0.743366, 0.658063, 0.562943, 0.820511, 2.92186, 0, 0, 0, 0, 1, 0, 1
11, 0.333333, 0.915208, 1, 0.71326, 1.06714, 0, 0, 0, 0.819243, 0, 0, 0, 0.638903, 0, 0.89796, 2.9755, 0, 0, 0, 0, 1, 0, 1
12, 0.366667, 0.9134, 1, 1.29234, 1.31905, 0, 0, 0, 0.881209, 0, 0, 0.543959, 0.587896, 0, 0.829145, 3.02202, 0, 0, 0, 0, 1, 1, 0
13, 0.4, 0.916119, 1, 0.602778, 0.941758, 0, 0, 0, 0.508564, 0, 0, 0.6671, 0, 0, 0, 3.44077, 0, 0, 0, 0, 1, 0, 0
14, 0.433333, 0.908605, 1, 0.919421, 1.14717, 0, 0, 0, 0.830154, 0, 0, 0.641892, 0, 0, 0.936522, 3.27556, 0, 0, 0, 0, 1, 0, 1
15, 0.466667, 0.906752, 1, 0.689046, 0.872554, 0, 0, 0, 0, 0, 0, 0.574254, 0, 0, 1.24006, 2.87441, 0, 0, 0, 0, 1, 1, 0
