frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.969991, 1, -0.013455, 0.250468, -0.968031, -0.20405, 0.231444, -0.951208, -0.292887, 0.317505, -0.901891, -0.470448, 0.290347, -0.833293
2, 0.0333333, 0.973668, 1, -0.0266765, 0.245145, -0.969119, -0.21403, 0.241328, -0.946547, -0.295772, 0.306618, -0.904712, -0.469793, 0.291893, -0.833122
3, 0.0666667, 0.973486, 1, -0.0220507, 0.250832, -0.96778, -0.283525, 0.217735, -0.933919, -0.303571, 0.314534, -0.899396, -0.543437, 0.263778, -0.79693
4, 0.1, 0.973537, 1, -0.0360053, 0.245904, -0.968625, -0.218747, 0.229434, -0.948425, -0.294197, 0.311645, -0.903507, -0.464755, 0.282875, -0.839038
5, 0.133333, 0.97315, 1, -0.0347615, 0.247378, -0.968295, -0.21954, 0.236453, -0.946516, -0.293737, 0.314494, -0.902669, -0.466016, 0.290785, -0.835627
6, 0.166667, 0.97319, 1, -0.033943, 0.246892, -0.968448, -0.220143, 0.238659, -0.945822, -0.291418, 0.315109, -0.903206, -0.465075, 0.29389, -0.835065
7, 0.2, 0.977591, 1, -0.101225, 0.190647, -0.976426, -0.305909, 0.183975, -0.934116, -0.375725, 0.251284, -0.892013, -0.560203, 0.228737, -0.796148
8, 0.233333, 0.978735, 1, -0.059729, 0.212573, -0.975318, -0.262739, 0.230613, -0.936902, -0.313161, 0.283121, -0.906517, -0.500407, 0.285487, -0.817367
9, 0.266667, 0.981584, 1, -0.0777748, 0.223772, -0.971533, -0.265569, 0.228105, -0.936718, -0.324429, 0.301171, -0.896684, -0.497839, 0.290214, -0.817271
10, 0.3, 0.97889, 1, -0.0732628, 0.236765, -0.968801, -0.272088, 0.231042, -0.934124, -0.315267, 0.318107, -0.8941, -0.499391, 0.295956, -0.814259
11, 0.333333, 0.977398, 1, -0.0798445, 0.221869, -0.971802, -0.278294, 0.198517, -0.939757, -0.31655, 0.300884, -0.899592, -0.500599, 0.261472, -0.825247
