frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.982331, 1, 0.0145206, 0.269417, -0.962914, -0.226986, 0.217142, -0.949382, 0.0716701, 0.443404, -0.893452, -0.16607, 0.377026, -0.911193
2, 0.0333333, 0.984852, 1, 0.00270553, 0.27631, -0.961065, -0.235937, 0.222063, -0.946056, 0.0587116, 0.483443, -0.873405, -0.175682, 0.414222, -0.89306
3, 0.0666667, 0.986237, 1, -0.020165, 0.229208, -0.973169, -0.234403, 0.199545, -0.95144, 0.0405621, 0.47117, -0.881109, -0.171765, 0.425233, -0.888636
4, 0.1, 0.985843, 1, -0.0236548, 0.234248, -0.971889, -0.240459, 0.225928, -0.944, 0.0372841, 0.493331, -0.869043, -0.17967, 0.465468, -0.866637
5, 0.133333, 0.985034, 1, -0.00764959, 0.278816, -0.960314, -0.238958, 0.241662, -0.940478, 0.0461461, 0.546502, -0.836185, -0.181984, 0.491736, -0.851515
6, 0.166667, 0.984304, 1, -0.00794996, 0.279923, -0.959989, -0.240046, 0.248076, -0.938529, 0.0418968, 0.567561, -0.822265, -0.18755, 0.517222, -0.835049
7, 0.2, 0.98403, 1, 0.000538603, 0.246719, -0.969087, -0.170385, 0.236539, -0.956566, 0.0464545, 0.546222, -0.836351, -0.123444, 0.522611, -0.843587
8, 0.233333, 0.983037, 1, 0.0106231, 0.246648, -0.969047, -0.176936, 0.230464, -0.95686, 0.0470263, 0.548959, -0.834525, -0.138982, 0.518811, -0.843516
9, 0.266667, 0.982911, 1, 0.0076625, 0.248913, -0.968495, -0.17256, 0.222132, -0.959625, 0.0483239, 0.544788, -0.83718, -0.129507, 0.507005, -0.852158
10, 0.3, 0.979818, 1, 0.032258, 0.250189, -0.967659, -0.166084, 0.234995, -0.957702, 0.0776939, 0.544451, -0.835186, -0.119186, 0.517014, -0.847639
11, 0.333333, 0.979062, 1, 0.0513047, 0.234613, -0.970734, -0.145746, 0.226165, -0.963124, 0.100163, 0.532924, -0.840214, -0.0958035, 0.513104, -0.852963
12, 0.366667, 0.978763, 1, 0.0364755, 0.231704, -0.972102, -0.162713, 0.22602, -0.960437, 0.0910458, 0.528321, -0.844149, -0.107592, 0.510729, -0.852983
13, 0.4, 0.977074, 1, 0.0664791, 0.233866, -0.969993, -0.153126, 0.226581, -0.96188, 0.125773, 0.530061, -0.83858, -0.092856, 0.512289, -0.853779
14, 0.433333, 0.97651, 1, 0.0429457, 0.243157, -0.969036, -0.14304, 0.223206, -0.964219, 0.100692, 0.532306, -0.840542, -0.0835098, 0.505096, -0.859013
15, 0.466667, 0.972904, 1, 0.0549748, 0.224991, -0.972809, -0.167046, 0.231398, -0.958411, 0.116401, 0.515578, -0.848899, -0.10605, 0.509797, -0.853733
16, 0.5, 0.974846, 1, 0.0403789, 0.235213, -0.971105, -0.153036, 0.223536, -0.962607, 0.0988999, 0.526044, -0.844687, -0.0936466, 0.506372, -0.857215
17, 0.533333, 0.973754, 1, 0.0495094, 0.240665, -0.969345, -0.14751, 0.224737, -0.96319, 0.103735, 0.534158, -0.838996, -0.0920652, 0.511165, -0.854537
18, 0.566667, 0.973962, 1, 0.0567618, 0.261612, -0.963503, -0.196522, 0.274817, -0.941199, 0.106114, 0.548204, -0.829585, -0.148434, 0.545909, -0.824592
19, 0.6, 0.973062, 1, 0.0546259, 0.267138, -0.962109, -0.169295, 0.262463, -0.949975, 0.104217, 0.553994, -0.825972, -0.119434, 0.538908, -0.833854
20, 0.633333, 0.972327, 1, 0.0548577, 0.254624, -0.965483, -0.157449, 0.260648, -0.952508, 0.10755, 0.546176, -0.830737, -0.105152, 0.541259, -0.834255
21, 0.666667, 0.974162, 1, 0.0589785, 0.257623, -0.964444, -0.147487, 0.251352, -0.956593, 0.113731, 0.546235, -0.829875, -0.0920766, 0.53134, -0.84214
22, 0.7, 0.971672, 1, 0.0482281, 0.260403, -0.964295, -0.147538, 0.257771, -0.954875, 0.104374, 0.55222, -0.827139, -0.0910654, 0.540491, -0.836407
23, 0.733333, 0.972296, 1, 0.0428548, 0.261876, -0.96415, -0.153548, 0.255896, -0.954432, 0.101104, 0.553461, -0.826716, -0.0947958, 0.538678, -0.837162
24, 0.766667, 0.973234, 1, 0.0501263, 0.259056, -0.964561, -0.151833, 0.26373, -0.952572, 0.112951, 0.552844, -0.825594, -0.0892428, 0.547447, -0.832068
25, 0.8, 0.97175, 1, 0.0241152, 0.28262, -0.958929, -0.18536, 0.273147, -0.943945, 0.0910201, 0.568331, -0.81775, -0.118079, 0.548914, -0.827496
26, 0.833333, 0.973446, 1, 0.0495173, 0.267698, -0.96223, -0.167955, 0.266587, -0.949064, 0.120958, 0.55643, -0.822043, -0.0963901, 0.545547, -0.832518
27, 0.866667, 0.97231, 1, 0.0270058, 0.250313, -0.967788, -0.186939, 0.267357, -0.94529, 0.100523, 0.544056, -0.833005, -0.11521, 0.547414, -0.828894
28, 0.9, 0.973162, 1, 0.0281608, 0.252994, -0.967058, -0.14885, 0.25585, -0.955188, 0.101318, 0.546149, -0.831538, -0.0759143, 0.540608, -0.837843
29, 0.933333, 0.972858, 1, 0.0362645, 0.242272, -0.96953, -0.153065, 0.262725, -0.952653, 0.110869, 0.534, -0.838184, -0.0800487, 0.543594, -0.835523
30, 0.966667, 0.973843, 1, 0.0629238, 0.262682, -0.962829, -0.127488, 0.268768, -0.954731, 0.132482, 0.56959, -0.811182, -0.0579774, 0.568933, -0.820337
31, 1, 0.970291, 1, 0.0408442, 0.258212, -0.965224, -0.149331, 0.25921, -0.954207, 0.112511, 0.547904, -0.828941, -0.077689, 0.54129, -0.837239
32, 1.03333, 0.970879, 1, 0.0534416, 0.257498, -0.9648, -0.155897, 0.261797, -0.952449, 0.125793, 0.542739, -0.830428, -0.0837575, 0.538508, -0.838447
33, 1.06667, 0.969084, 1, 0.0559099, 0.254043, -0.965576, -0.162499, 0.252436, -0.953871, 0.132978, 0.533159, -0.835499, -0.0851844, 0.523399, -0.847819
34, 1.1, 0.969046, 1, 0.0510639, 0.252099, -0.966353, -0.175171, 0.25609, -0.950649, 0.139334, 0.527418, -0.838103, -0.0871454, 0.521406, -0.848847
