frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.946192, 1, 90.0278, -10.7869, 596.219, 0.26021, 0.0367981, 0.0352277
2, 0.0333333, 0.933866, 1, 89.3653, -11.382, 591.767, 0.30898, 0.0460909, 0.0410017
3, 0.0666667, 0.929957, 1, 89.0646, -11.6177, 589.845, 0.329924, 0.0487872, 0.0419111
4, 0.1, 0.93019, 1, 88.986, -11.7149, 589.29, 0.337292, 0.0495847, 0.0417263
5, 0.133333, 0.92905, 1, 88.9651, -11.7636, 589.085, 0.341354, 0.0497596, 0.0418373
6, 0.166667, 0.928952, 1, 88.9753, -11.7756, 589.058, 0.342031, 0.0498172, 0.0415703
7, 0.2, 0.935996, 1, 89.4822, -10.7833, 586.526, 0.345582, 0.0513011, 0.0416323
8, 0.233333, 0.935386, 1, 90.0041, -9.10813, 586.217, 0.351718, 0.0560482, 0.0418452
9, 0.266667, 0.952203, 1, 91.9383, -5.58436, 591.374, 0.356383, 0.0496675, 0.0444282
10, 0.3, 0.959177, 1, 90.2907, -6.71661, 591.72, 0.336526, 0.053963, 0.0485887
11, 0.333333, 0.96235, 1, 89.0677, -6.61399, 582.476, 0.337247, 0.0548191, 0.0535003
12, 0.366667, 0.96237, 1, 90.3829, -8.24335, 584.651, 0.317878, 0.0529596, 0.0571982
13, 0.4, 0.964142, 1, 91.0346, -8.86438, 582.86, 0.316414, 0.0511072, 0.0556341
14, 0.433333, 0.937931, 1, 90.462, -8.19746, 587.703, 0.335478, 0.0556277, 0.0528485
15, 0.466667, 0.931225, 1, 90.0712, -6.53528, 587.616, 0.348415, 0.0549301, 0.0505088
16, 0.5, 0.926024, 1, 90.1005, -6.94558, 588.729, 0.342041, 0.0535906, 0.0520006
17, 0.533333, 0.932706, 1, 91.2622, -7.65293, 590.528, 0.347718, 0.0517126, 0.0539713
18, 0.566667, 0.935071, 1, 90.9052, -8.52604, 591.199, 0.346641, 0.0560345, 0.0549222
19, 0.6, 0.938398, 1, 90.7926, -9.11875, 592.022, 0.352922, 0.0519919, 0.0566202
20, 0.633333, 0.937457, 1, 90.6199, -9.34739, 593.179, 0.359927, 0.0535977, 0.0566785
21, 0.666667, 0.925435, 1, 91.4153, -8.92795, 594.432, 0.362307, 0.0524073, 0.0601385
22, 0.7, 0.930027, 1, 91.9074, -8.66842, 594.743, 0.368825, 0.0497012, 0.0592717
23, 0.733333, 0.931316, 1, 91.877, -8.47826, 596.137, 0.370249, 0.0513609, 0.0599415
24, 0.766667, 0.924033, 1, 91.1315, -9.18845, 596.039, 0.364909, 0.051113, 0.0591681
25, 0.8, 0.926103, 1, 91.5619, -9.75283, 596.692, 0.364049, 0.0488893, 0.0574161
26, 0.833333, 0.9296, 1, 91.9918, -9.63697, 596.108, 0.368922, 0.0490355, 0.0572701
