frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.693226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
2, 0.0333333, 0.690402, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
3, 0.0666667, 0.863684, 1, 1.63188, 0, 0, 0, 1.58233, 0.820338, 1.12078, 1.52273, 0, 0, 0, 0, 0.535408, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.852652, 1, 1.82337, 0, 0, 0, 1.55867, 1.09365, 1.02163, 1.40671, 0.758489, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
5, 0.133333, 0.847723, 1, 2.00904, 0, 0, 0, 1.54752, 0.790864, 1.01796, 1.62332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
6, 0.166667, 0.847132, 1, 1.94441, 0, 0, 0, 1.45587, 0, 0.872801, 1.45448, 0, 0, 0.573095, 0, 0, 0, 0, 0, 0, 1, 0, 0
7, 0.2, 0.827276, 1, 2.25709, 0, 0, 0.556011, 1.45959, 0.650247, 0.945558, 1.55623, 0, 0, 0.50049, 0, 0, 0, 0, 0, 0, 1, 0, 0
8, 0.233333, 0.810869, 1, 2.53773, 0, 0, 0, 1.50835, 0.565573, 1.05316, 1.60986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
9, 0.266667, 0.810882, 1, 2.3322, 0, 0, 1.04667, 1.60616, 0, 1.17393, 1.78364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
10, 0.3, 0.830799, 1, 2.33472, 0, 0, 0.844741, 1.59639, 0.838386, 1.16386, 1.63647, 0.621742, 0, 0, 0.598373, 0, 0, 0, 0, 0, 1, 0, 0
11, 0.333333, 0.84377, 1, 2.37351, 0, 0, 0.906227, 1.5701, 0.934171, 1.18174, 1.80423, 0.510651, 0, 0, 0.606266, 0.589633, 0, 0, 0, 0, 1, 0, 0
12, 0.366667, 0.835625, 1, 2.19604, 0, 0, 1.17104, 1.65137, 0.943168, 1.27394, 1.83361, 0.773234, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
13, 0.4, 0.804267, 1, 2.13069, 0, 0.507162, 0.592087, 1.5744, 1.38831, 1.17346, 1.61295, 1.24857, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
