frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.984353, 1, 101.278, -119.159, 579.667, 0.0494751, 0.0918575, -0.0326683
2, 0.0333333, 0.984162, 1, 101.222, -119.19, 579.338, 0.0532431, 0.0970046, -0.0359572
3, 0.0666667, 0.984204, 1, 101.173, -119.105, 578.938, 0.0542661, 0.0978045, -0.0375448
4, 0.1, 0.984371, 1, 101.16, -119.072, 578.711, 0.0549038, 0.0987076, -0.0385531
5, 0.133333, 0.984401, 1, 101.158, -119.073, 578.677, 0.0562093, 0.0991909, -0.0390667
6, 0.166667, 0.984403, 1, 101.135, -119.045, 578.507, 0.0566761, 0.0993555, -0.0395144
7, 0.2, 0.984463, 1, 101.122, -119.031, 578.399, 0.0572121, 0.099672, -0.0398068
8, 0.233333, 0.984009, 1, 99.5468, -117.508, 570.102, 0.0589306, 0.0952615, -0.0389554
9, 0.266667, 0.985038, 1, 99.5747, -117.549, 569.636, 0.0594943, 0.0977724, -0.0400928
10, 0.3, 0.985622, 1, 99.8457, -117.849, 570.322, 0.0602518, 0.0948177, -0.0401692
11, 0.333333, 0.985541, 1, 100.07, -117.575, 570.238, 0.0618292, 0.0943913, -0.0403308
12, 0.366667, 0.98576, 1, 100.204, -117.614, 570.214, 0.0632994, 0.0939248, -0.0411086
13, 0.4, 0.986035, 1, 100.494, -117.679, 570.825, 0.0644263, 0.0967574, -0.0416541
14, 0.433333, 0.986397, 1, 100.599, -117.62, 570.567, 0.0682138, 0.0933725, -0.0416436
15, 0.466667, 0.986728, 1, 100.781, -117.456, 570.548, 0.0703833, 0.0908708, -0.041606
16, 0.5, 0.986401, 1, 100.975, -117.358, 571.374, 0.0712955, 0.0902339, -0.0405681
17, 0.533333, 0.986314, 1, 100.953, -117.33, 571.302, 0.0699261, 0.090112, -0.0407496
18, 0.566667, 0.986946, 1, 100.888, -117.161, 571.293, 0.071931, 0.0927077, -0.0404326
19, 0.6, 0.986602, 1, 101.071, -116.946, 571.854, 0.0751949, 0.0915332, -0.0392687
20, 0.633333, 0.98718, 1, 100.874, -116.692, 570.899, 0.0755383, 0.0878849, -0.0398805
21, 0.666667, 0.986937, 1, 101.143, -116.699, 571.783, 0.075997, 0.0868374, -0.04015
22, 0.7, 0.986903, 1, 101.292, -116.938, 572.318, 0.0732884, 0.0852862, -0.0398016
23, 0.733333, 0.987632, 1, 101.58, -117.206, 573.409, 0.0795103, 0.0815035, -0.0408271
24, 0.766667, 0.988142, 1, 101.807, -117.311, 574.045, 0.0870302, 0.0791425, -0.0404065
25, 0.8, 0.989449, 1, 102.273, -117.71, 575.917, 0.0861789, 0.0803403, -0.0403005
26, 0.833333, 0.988896, 1, 102.331, -117.809, 575.625, 0.0866941, 0.0803994, -0.0410665
27, 0.866667, 0.988554, 1, 102.412, -117.876, 575.588, 0.0854678, 0.0753495, -0.0398909
28, 0.9, 0.989265, 1, 102.28, -117.783, 574.439, 0.0850737, 0.0720069, -0.0396181
29, 0.933333, 0.989121, 1, 102.312, -117.834, 574.663, 0.0859034, 0.0718893, -0.039687
30, 0.966667, 0.989306, 1, 102.703, -117.875, 575.865, 0.0851522, 0.0724219, -0.0396614
31, 1, 0.989129, 1, 102.877, -118.024, 576.495, 0.087362, 0.0717807, -0.0375163
32, 1.03333, 0.989266, 1, 102.759, -117.615, 575.296, 0.0896429, 0.0700913, -0.0386488
33, 1.06667, 0.989363, 1, 103.125, -118.088, 576.842, 0.0849687, 0.070567, -0.039021
34, 1.1, 0.989517, 1, 102.959, -117.877, 575.822, 0.0847087, 0.0674858, -0.0386598
35, 1.13333, 0.989177, 1, 103.007, -117.883, 575.578, 0.0852545, 0.067874, -0.0385471
36, 1.16667, 0.990074, 1, 103.303, -117.887, 576.173, 0.0871218, 0.0654509, -0.0393012
37, 1.2, 0.989545, 1, 103.329, -117.653, 575.433, 0.0877458, 0.0637994, -0.0387067
