frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.916196, 1, 40.3622, -59.4274, 565.664, 0.291023, 0.102559, 0.053166
2, 0.0333333, 0.917807, 1, 40.2656, -59.487, 565.158, 0.297768, 0.100063, 0.0568051
3, 0.0666667, 0.918325, 1, 40.2249, -59.5839, 565.1, 0.302903, 0.0978047, 0.0587612
4, 0.1, 0.918896, 1, 40.1737, -59.5703, 564.722, 0.303861, 0.0959855, 0.0593336
5, 0.133333, 0.918971, 1, 40.1835, -59.603, 564.914, 0.304015, 0.0949608, 0.0599738
6, 0.166667, 0.919689, 1, 40.1687, -59.6118, 564.815, 0.304476, 0.0952039, 0.059973
7, 0.2, 0.93526, 1, 40.6094, -58.6142, 563.814, 0.304579, 0.0912921, 0.059859
8, 0.233333, 0.932909, 1, 40.6929, -58.8303, 564.699, 0.294344, 0.0936711, 0.0585211
9, 0.266667, 0.939976, 1, 40.6271, -59.1501, 563.411, 0.283683, 0.0868478, 0.0590689
10, 0.3, 0.93502, 1, 40.6825, -59.0587, 563.98, 0.277614, 0.0850148, 0.0601143
11, 0.333333, 0.944185, 1, 40.5418, -58.9911, 564.546, 0.271214, 0.0857526, 0.0623706
12, 0.366667, 0.928502, 1, 40.8243, -58.7021, 567.901, 0.26951, 0.0867721, 0.0719459
13, 0.4, 0.930164, 1, 40.809, -58.6733, 567.062, 0.254552, 0.0807201, 0.0763812
14, 0.433333, 0.935832, 1, 40.7933, -58.6176, 569.225, 0.246428, 0.0786305, 0.0825443
15, 0.466667, 0.928214, 1, 40.433, -58.8123, 570.071, 0.239546, 0.0754165, 0.0866842
16, 0.5, 0.927716, 1, 40.4571, -58.9291, 571.114, 0.243578, 0.0759294, 0.087022
17, 0.533333, 0.931006, 1, 40.4929, -59.0746, 571.779, 0.245813, 0.0754818, 0.0878627
18, 0.566667, 0.93192, 1, 40.6047, -59.2626, 572.364, 0.245728, 0.0750331, 0.0878355
19, 0.6, 0.928618, 1, 40.4133, -59.4224, 571.792, 0.242616, 0.0762433, 0.0879697
20, 0.633333, 0.930632, 1, 40.5173, -59.5006, 572.293, 0.245004, 0.0760008, 0.0879852
21, 0.666667, 0.931591, 1, 40.5582, -59.5867, 572.544, 0.245828, 0.0779512, 0.0872065
22, 0.7, 0.927779, 1, 40.8183, -59.8349, 575.892, 0.258229, 0.0843241, 0.0858071
23, 0.733333, 0.929113, 1, 40.5981, -59.601, 573.194, 0.249996, 0.0794113, 0.0866567
24, 0.766667, 0.926789, 1, 40.4491, -59.4769, 572.083, 0.245682, 0.0765212, 0.0873872
25, 0.8, 0.927115, 1, 40.4013, -59.4285, 572.248, 0.248863, 0.0776184, 0.0883537
26, 0.833333, 0.929919, 1, 40.9666, -59.8478, 578.49, 0.251098, 0.0824584, 0.0863874
27, 0.866667, 0.938389, 1, 41.3719, -59.9791, 587.067, 0.254092, 0.08134, 0.0823108
28, 0.9, 0.934882, 1, 41.5801, -59.9491, 589.629, 0.257743, 0.0804858, 0.0823725
29, 0.933333, 0.933334, 1, 41.3841, -59.7973, 585.224, 0.259603, 0.0784825, 0.0803195
30, 0.966667, 0.917497, 1, 41.494, -60.005, 581.473, 0.25354, 0.0719533, 0.0830324
31, 1, 0.921646, 1, 41.7746, -60.6612, 578.261, 0.245974, 0.0630911, 0.0831335
32, 1.03333, 0.928881, 1, 42.4325, -61.4718, 576.011, 0.223401, 0.0516905, 0.081714
33, 1.06667, 0.928847, 1, 42.4593, -61.4992, 576.186, 0.222353, 0.0516598, 0.0816582
34, 1.1, 0.933718, 1, 43.3583, -63.5086, 577.559, 0.189194, 0.0346561, 0.0792901
35, 1.13333, 0.946234, 1, 45.4594, -69.0855, 577.626, 0.109786, -0.00327178, 0.0668021
36, 1.16667, 0.941355, 1, 46.814, -71.3543, 579.204, 0.0860636, -0.0104266, 0.0577445
37, 1.2, 0.93008, 1, 47.3051, -73.3011, 580.538, 0.05638, -0.0174684, 0.0529352
