frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.936163, 1, 0, 0, 0, 0, 0, 0.587009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
2, 0.0333333, 0.937733, 1, 0, 0.795648, 0, 0, 0, 0.581681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
3, 0.0666667, 0.939273, 1, 0, 0.55798, 0, 0, 0, 0.627564, 0, 0, 0, 0.564426, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
4, 0.1, 0.940136, 1, 0, 0.758064, 0, 0.581732, 0, 1.0315, 0, 0, 0, 0.6696, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
5, 0.133333, 0.940805, 1, 0, 0, 0, 0.691516, 0, 0.741795, 0, 0, 0, 0.576507, 0, 0, 0.712136, 0, 1, 0, 0, 1, 0, 0
6, 0.166667, 0.937368, 1, 0, 0, 0, 0.515934, 0, 0.737648, 0, 0, 0, 0.821345, 0, 0, 0.674877, 0, 1, 0, 0, 1, 0, 0
7, 0.2, 0.94311, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.958771, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
8, 0.233333, 0.944688, 1, 0, 0, 0, 0, 0, 1.01685, 0, 0, 0, 0.748304, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0
9, 0.266667, 0.941885, 1, 0, 0, 0, 0.533371, 0, 0.822929, 0, 0, 0, 0.613672, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0
10, 0.3, 0.943033, 1, 0, 0, 0, 0, 0, 0.725155, 0, 0, 0, 0.697967, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
11, 0.333333, 0.947406, 1, 0, 0, 0, 0.570736, 0, 0.83876, 0, 0, 0, 0.609683, 0, 0, 1.25928, 0, 1, 0, 0, 1, 0, 0
12, 0.366667, 0.943128, 1, 0, 0.78485, 0, 0, 0, 0.71196, 0, 0, 0, 0.648402, 0, 0, 0.95647, 0, 1, 0, 0, 1, 0, 0
13, 0.4, 0.948847, 1, 0, 0, 0, 0.55474, 0, 0.884372, 0, 0, 0, 0.917793, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
14, 0.433333, 0.948426, 1, 0, 0, 0, 0.644872, 0, 1.16914, 0, 0, 0, 1.16774, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0
15, 0.466667, 0.941712, 1, 0, 0, 0, 0.746373, 0, 0.55621, 0, 0, 0, 0.905735, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
16, 0.5, 0.936536, 1, 0, 0.901742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0
17, 0.533333, 0.950472, 1, 0, 0.734169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25999, 0, 1, 1, 0, 1, 0, 0
18, 0.566667, 0.951884, 1, 0, 0.925266, 0, 0, 0.522284, 0, 0.543374, 0.660789, 0, 0, 0, 0, 1.75395, 0, 1, 1, 0, 1, 0, 0
19, 0.6, 0.955581, 1, 0, 0.943979, 0, 0, 0.628487, 0, 0.67071, 0.662588, 0, 0, 0, 0, 2.44835, 0, 0, 1, 0, 1, 0, 0
20, 0.633333, 0.951447, 1, 0, 0.919501, 0, 0.561099, 0.781656, 0, 0.845621, 0.785051, 0, 0, 0, 0, 2.05845, 0, 0, 1, 0, 1, 0, 0
21, 0.666667, 0.949323, 1, 0, 1.25917, 0, 0, 0.930926, 0, 1.02674, 1.10303, 0.50204, 0, 0, 0, 3.23073, 0, 0, 1, 0, 1, 0, 0
22, 0.7, 0.947948, 1, 0, 1.24179, 0, 0.575349, 0.922687, 0, 1.00624, 1.07952, 0.503952, 0, 0, 0, 3.16195, 0, 0, 1, 0, 1, 0, 0
23, 0.733333, 0.950282, 1, 0, 1.22881, 0, 0.766995, 0.90146, 0, 1.02205, 1.34073, 0.685087, 0, 0, 0, 4.4899, 0, 0, 1, 0, 1, 0, 0
24, 0.766667, 0.943671, 1, 0, 1.10763, 0, 0.523511, 0.879978, 0, 1.05266, 1.3277, 0.563793, 0, 0, 0, 4.34765, 0, 0, 1, 0, 1, 1, 0
25, 0.8, 0.942664, 1, 0, 1.23143, 0, 0.555371, 0.889034, 0, 1.01313, 1.22717, 0.507934, 0, 0, 0, 4.55082, 0, 0, 1, 0, 1, 1, 0
26, 0.833333, 0.945804, 1, 0, 0.93165, 0, 0, 1.00182, 0.604583, 1.08864, 1.3705, 0.581278, 0, 0, 0, 3.51674, 0, 0, 1, 0, 1, 0, 0
27, 0.866667, 0.946694, 1, 0, 0.962931, 0, 0, 1.02603, 0, 1.08776, 1.20203, 0.515283, 0, 0, 0, 3.13613, 0, 0, 1, 0, 1, 0, 0
28, 0.9, 0.949585, 1, 0, 0.943578, 0, 0, 1.01671, 0, 1.05111, 1.23079, 0, 0, 0, 0, 2.6042, 0, 0, 1, 0, 1, 0, 0
29, 0.933333, 0.949819, 1, 0, 0.869458, 0, 0, 0.946294, 0.774573, 0.964686, 1.09556, 0, 0, 0, 0, 2.42772, 0, 0, 1, 0, 1, 0, 0
30, 0.966667, 0.94959, 1, 0, 0.707915, 0, 0, 0.85661, 0, 0.862492, 0.933897, 0, 0, 0, 0, 2.27263, 0, 0, 1, 0, 1, 0, 0
31, 1, 0.948922, 1, 0, 0, 0, 0, 0.693012, 0, 0.766664, 0.788533, 0, 0.559002, 0, 0, 2.36749, 0, 0, 1, 0, 1, 0, 1
32, 1.03333, 0.946193, 1, 0, 0, 0, 0, 0.586917, 0, 0.674234, 0.692622, 0, 0, 0, 0, 1.43318, 0, 0, 1, 0, 1, 0, 1
33, 1.06667, 0.946165, 1, 0, 0.683237, 0, 0, 0.543058, 0.742734, 0.65773, 0, 0, 0, 0, 0, 0.869837, 0, 0, 1, 0, 1, 0, 1
34, 1.1, 0.944009, 1, 0, 0, 0, 0, 0.566785, 0.505981, 0.657563, 0.645758, 0, 0, 0, 0, 1.08815, 0, 0, 1, 0, 1, 0, 0
35, 1.13333, 0.937722, 1, 0, 0.515694, 0, 0, 0.507235, 0, 0.523993, 0.503602, 0, 0, 0, 0, 1.17637, 0, 0, 1, 0, 1, 0, 1
36, 1.16667, 0.93983, 1, 0.620484, 1.01202, 0, 0, 0.579359, 0, 0.594906, 0.603505, 0, 0, 0, 0, 0.846444, 0, 0, 1, 0, 1, 0, 1
37, 1.2, 0.941064, 1, 0.655827, 0.785435, 0, 0, 0.54977, 0, 0.587425, 0.71323, 0, 0, 0, 0, 2.49283, 0, 0, 1, 0, 1, 0, 0
