frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.840109, 1, 70.5486, 4.60665, 585.218, 0.132795, -0.0368745, -0.048119
2, 0.0333333, 0.853168, 1, 70.4418, 4.37443, 584.555, 0.147359, -0.0380306, -0.0461894
3, 0.0666667, 0.855256, 1, 70.3057, 4.25551, 583.053, 0.164428, -0.03493, -0.046135
4, 0.1, 0.849476, 1, 70.205, 4.13289, 582.289, 0.176644, -0.0343763, -0.0475708
5, 0.133333, 0.875456, 1, 70.0312, 3.88022, 579.905, 0.203118, -0.0270842, -0.0532877
6, 0.166667, 0.880036, 1, 69.9772, 3.77775, 579.028, 0.20917, -0.0244941, -0.0557237
7, 0.2, 0.877795, 1, 70.4363, 5.48301, 577.825, 0.214283, -0.0207827, -0.0572872
8, 0.233333, 0.867934, 1, 70.5595, 6.00591, 577.898, 0.205024, -0.0220082, -0.0582671
9, 0.266667, 0.870066, 1, 70.7666, 6.60807, 580.396, 0.209673, -0.0135566, -0.0580764
10, 0.3, 0.872725, 1, 70.9561, 6.86825, 580.949, 0.203603, -0.0205234, -0.056828
11, 0.333333, 0.886302, 1, 71.1582, 6.60512, 581.595, 0.199167, -0.0288228, -0.0545679
12, 0.366667, 0.888978, 1, 71.2823, 6.58691, 580.164, 0.213402, -0.0357204, -0.0544385
13, 0.4, 0.88984, 1, 71.5139, 6.43287, 580.599, 0.22235, -0.0420612, -0.0559459
14, 0.433333, 0.888959, 1, 71.1707, 6.21969, 580.218, 0.228828, -0.0475979, -0.0562097
15, 0.466667, 0.879424, 1, 70.8296, 5.89452, 580.236, 0.231321, -0.052489, -0.0568775
16, 0.5, 0.874356, 1, 70.7437, 5.29796, 580.863, 0.225356, -0.0593244, -0.0596123
17, 0.533333, 0.867345, 1, 70.8263, 4.96516, 582.106, 0.222472, -0.0623515, -0.0602088
18, 0.566667, 0.87092, 1, 70.448, 4.39829, 582.701, 0.22298, -0.0657189, -0.0613718
19, 0.6, 0.870514, 1, 70.3995, 3.85993, 583.86, 0.216908, -0.0660731, -0.0633762
20, 0.633333, 0.870995, 1, 70.5973, 3.59138, 583.548, 0.212684, -0.065606, -0.0655475
21, 0.666667, 0.87115, 1, 70.7239, 3.44774, 583.445, 0.213291, -0.0721883, -0.0651805
22, 0.7, 0.884204, 1, 70.8472, 3.59508, 583.961, 0.212986, -0.0718923, -0.0654711
23, 0.733333, 0.877919, 1, 70.9299, 3.34612, 584.469, 0.216849, -0.0754382, -0.0639205
24, 0.766667, 0.884528, 1, 71.1067, 3.09884, 583.128, 0.218793, -0.0818416, -0.0631058
25, 0.8, 0.87022, 1, 71.2267, 2.87793, 583.108, 0.221926, -0.0821518, -0.0609988
26, 0.833333, 0.877275, 1, 71.526, 2.73108, 583.01, 0.219549, -0.083904, -0.062521
27, 0.866667, 0.878502, 1, 71.602, 2.92555, 582.66, 0.218505, -0.088173, -0.0610444
28, 0.9, 0.879067, 1, 71.6453, 2.9434, 581.885, 0.216323, -0.0950429, -0.0615602
29, 0.933333, 0.881757, 1, 72.0462, 2.63987, 583.257, 0.213392, -0.0972084, -0.0623506
30, 0.966667, 0.885054, 1, 72.1194, 2.4608, 581.66, 0.214445, -0.100177, -0.0630657
31, 1, 0.884126, 1, 72.1252, 2.4603, 581.465, 0.214933, -0.0989245, -0.0641638
32, 1.03333, 0.876154, 1, 72.3023, 2.17704, 582.402, 0.212541, -0.0991274, -0.0641579
33, 1.06667, 0.882876, 1, 72.4976, 1.95449, 581.422, 0.209428, -0.1037, -0.0645681
34, 1.1, 0.888629, 1, 72.4512, 2.03555, 579.401, 0.20494, -0.106198, -0.0688122
35, 1.13333, 0.886209, 1, 73.1975, 1.88939, 579.705, 0.200561, -0.108714, -0.0678974
36, 1.16667, 0.893264, 1, 73.1582, 1.81959, 576.433, 0.197449, -0.109887, -0.0717651
37, 1.2, 0.888021, 1, 73.1944, 1.50252, 576.68, 0.201197, -0.106451, -0.0721481
38, 1.23333, 0.887936, 1, 73.4042, 1.11625, 575.369, 0.201402, -0.104341, -0.0763997
39, 1.26667, 0.889499, 1, 73.4325, 0.917477, 573.973, 0.207339, -0.0977032, -0.0802746
40, 1.3, 0.885565, 1, 73.6491, 0.874636, 573.144, 0.208271, -0.0985173, -0.0835311
41, 1.33333, 0.886884, 1, 73.3839, 0.619907, 572.586, 0.204723, -0.0986964, -0.0845671
42, 1.36667, 0.887502, 1, 73.1808, 0.455745, 572.505, 0.203668, -0.0994517, -0.0845
43, 1.4, 0.888923, 1, 73.1804, 0.426312, 572.432, 0.20465, -0.0998438, -0.0848337
44, 1.43333, 0.884966, 1, 73.1668, 0.289935, 573.46, 0.200558, -0.100978, -0.0859283
45, 1.46667, 0.879807, 1, 73.1056, 0.0639739, 574.019, 0.203032, -0.101203, -0.0856502
46, 1.5, 0.890288, 1, 72.6906, 0.25986, 573.317, 0.200074, -0.0991685, -0.0883085
47, 1.53333, 0.887392, 1, 72.295, 0.521717, 573.306, 0.199032, -0.0976679, -0.0888501
48, 1.56667, 0.890739, 1, 71.9388, 0.413, 574.088, 0.200553, -0.0951285, -0.0891651
49, 1.6, 0.880409, 1, 71.8455, 0.260916, 574.391, 0.201236, -0.0955045, -0.0918013
50, 1.63333, 0.88281, 1, 71.6755, -0.325631, 575.966, 0.198557, -0.092587, -0.0892691
51, 1.66667, 0.882531, 1, 71.7063, -0.351624, 576.033, 0.199897, -0.0923505, -0.0905677
52, 1.7, 0.883396, 1, 71.3223, -0.822986, 574.878, 0.188615, -0.0975035, -0.0909336
53, 1.73333, 0.885423, 1, 71.4429, -1.04089, 575.555, 0.182143, -0.0981273, -0.0946954
