frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.990797, 1, -0.00914767, 0.14627, -0.989202, -0.133388, 0.16817, -0.976692, -0.000824743, 0.386859, -0.922138, -0.12543, 0.403892, -0.906167
2, 0.0333333, 0.990844, 1, -0.00258492, 0.147505, -0.989058, -0.129753, 0.165664, -0.977609, 0.00633192, 0.390142, -0.920733, -0.121179, 0.403609, -0.906871
3, 0.0666667, 0.990839, 1, -0.00520696, 0.14196, -0.989859, -0.132468, 0.166877, -0.977039, 0.00506113, 0.386373, -0.922329, -0.122688, 0.405923, -0.905635
4, 0.1, 0.991007, 1, -0.00537093, 0.14238, -0.989798, -0.13387, 0.166717, -0.976875, 0.00496544, 0.386909, -0.922104, -0.124023, 0.405817, -0.9055
5, 0.133333, 0.990979, 1, -0.00592767, 0.145077, -0.989403, -0.134114, 0.166659, -0.976851, 0.00427129, 0.389802, -0.920889, -0.124363, 0.406113, -0.905321
6, 0.166667, 0.990982, 1, -0.00577603, 0.142131, -0.989831, -0.134097, 0.166945, -0.976805, 0.00467008, 0.387227, -0.921972, -0.124161, 0.406511, -0.90517
7, 0.2, 0.992441, 1, 0.0136193, 0.201311, -0.979433, -0.0906007, 0.153603, -0.98397, 0.0234104, 0.442148, -0.896636, -0.0799992, 0.395937, -0.914786
8, 0.233333, 0.993446, 1, 0.0781497, 0.213987, -0.973705, -0.102903, 0.151501, -0.983086, 0.0831569, 0.446841, -0.89074, -0.0967399, 0.386022, -0.917403
9, 0.266667, 0.994648, 1, 0.0971547, 0.192431, -0.976489, -0.0929497, 0.158566, -0.982963, 0.105103, 0.424419, -0.899345, -0.084346, 0.390685, -0.916652
10, 0.3, 0.994317, 1, 0.0774775, 0.199545, -0.976821, -0.0660404, 0.150182, -0.98645, 0.0855928, 0.429294, -0.8991, -0.0569572, 0.381768, -0.922501
11, 0.333333, 0.993803, 1, 0.0916306, 0.19474, -0.976565, -0.0653552, 0.154953, -0.985758, 0.100313, 0.425737, -0.899269, -0.0558213, 0.38713, -0.920334
12, 0.366667, 0.993844, 1, 0.0430918, 0.23885, -0.9701, -0.0890014, 0.18224, -0.979218, 0.0527314, 0.46615, -0.883133, -0.0782697, 0.411743, -0.907932
13, 0.4, 0.99166, 1, 0.0309232, 0.19935, -0.97944, -0.127909, 0.170899, -0.976951, 0.0412415, 0.435568, -0.89921, -0.117146, 0.40552, -0.906549
14, 0.433333, 0.990158, 1, 0.04978, 0.221471, -0.973895, -0.186852, 0.203771, -0.961022, 0.0595944, 0.454227, -0.888891, -0.176865, 0.430877, -0.884909
15, 0.466667, 0.990782, 1, 0.0342524, 0.215997, -0.975793, -0.153621, 0.160697, -0.974975, 0.0365405, 0.46063, -0.88684, -0.150582, 0.404832, -0.901907
16, 0.5, 0.989766, 1, 0.0552753, 0.227829, -0.972131, -0.16755, 0.19186, -0.967014, 0.0641468, 0.461887, -0.884616, -0.158184, 0.423352, -0.892049
17, 0.533333, 0.989404, 1, 0.0199274, 0.21097, -0.977289, -0.140385, 0.203719, -0.968912, 0.0308711, 0.444682, -0.895157, -0.129423, 0.433905, -0.891614
18, 0.566667, 0.989013, 1, 0.0168036, 0.206234, -0.978358, -0.16927, 0.196481, -0.965786, 0.0278276, 0.439774, -0.897677, -0.158255, 0.425414, -0.891054
19, 0.6, 0.988993, 1, 0.00563583, 0.156722, -0.987627, -0.152837, 0.193201, -0.969182, 0.0198947, 0.394256, -0.918785, -0.139375, 0.423522, -0.8951
20, 0.633333, 0.988784, 1, 0.0280828, 0.19043, -0.981299, -0.159674, 0.186753, -0.969344, 0.0411351, 0.423274, -0.905067, -0.146717, 0.414906, -0.897957
