frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.916313, 1, 254.562, 139.776, 618.421, 0.247936, -0.0924406, -0.0247426
2, 0.0333333, 0.915319, 1, 254.727, 139.923, 619.109, 0.260949, -0.0871901, -0.0227468
3, 0.0666667, 0.921317, 1, 254.054, 139.604, 617.457, 0.270782, -0.0836236, -0.0238028
4, 0.1, 0.925835, 1, 253.863, 139.468, 616.967, 0.282681, -0.0790916, -0.0256701
5, 0.133333, 0.927404, 1, 253.715, 139.327, 616.541, 0.289305, -0.0775284, -0.0270155
6, 0.166667, 0.927448, 1, 253.598, 139.218, 616.22, 0.292496, -0.0775698, -0.0273824
7, 0.2, 0.927142, 1, 253.512, 139.156, 616.016, 0.294416, -0.0773249, -0.0275949
8, 0.233333, 0.927435, 1, 253.489, 139.128, 615.954, 0.295499, -0.0767615, -0.0276278
9, 0.266667, 0.926499, 1, 252.53, 138.068, 613.28, 0.295555, -0.0755555, -0.0294885
10, 0.3, 0.928107, 1, 252.506, 138.146, 613.291, 0.295207, -0.0804883, -0.0279589
11, 0.333333, 0.929654, 1, 252.507, 138.111, 613.251, 0.297141, -0.0794155, -0.0290356
12, 0.366667, 0.932506, 1, 252.782, 137.913, 614.068, 0.292497, -0.0853116, -0.0277035
13, 0.4, 0.936953, 1, 253.114, 138.04, 614.692, 0.296035, -0.0780556, -0.0316295
14, 0.433333, 0.933581, 1, 252.472, 137.349, 613.611, 0.289433, -0.0723952, -0.0333476
15, 0.466667, 0.936665, 1, 252.168, 137.456, 613.207, 0.294986, -0.0781507, -0.0282881
16, 0.5, 0.938956, 1, 252.533, 137.313, 614.415, 0.294698, -0.0724471, -0.0318506
17, 0.533333, 0.93822, 1, 252.274, 137.39, 613.661, 0.296896, -0.0797417, -0.0319127
18, 0.566667, 0.926203, 1, 252.464, 137.543, 614.807, 0.28488, -0.0779353, -0.0299808
19, 0.6, 0.931564, 1, 252.281, 137.454, 614.388, 0.289763, -0.0852316, -0.0296153
20, 0.633333, 0.933122, 1, 252.171, 137.071, 614.233, 0.29391, -0.0784055, -0.0313268
21, 0.666667, 0.934062, 1, 252.472, 137.486, 614.579, 0.296965, -0.0714419, -0.0360136
22, 0.7, 0.921551, 1, 252.798, 137.566, 615.65, 0.288816, -0.0819597, -0.0329139
23, 0.733333, 0.921975, 1, 252.231, 137.203, 614.165, 0.298878, -0.0778254, -0.0341712
