frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.969147, 1, 17.2944, -42.1858, 615.659, 0.198336, -0.0836857, 0.0166842
2, 0.0333333, 0.969853, 1, 17.2987, -42.465, 619.607, 0.201498, -0.0888355, 0.0184969
3, 0.0666667, 0.966815, 1, 17.2236, -42.2637, 615.838, 0.189981, -0.0916191, 0.0199969
4, 0.1, 0.968902, 1, 17.2391, -42.4352, 619.125, 0.19701, -0.0914073, 0.0198905
5, 0.133333, 0.966852, 1, 17.2114, -42.2581, 615.606, 0.189964, -0.092178, 0.0205464
6, 0.166667, 0.966862, 1, 17.2045, -42.254, 615.786, 0.189592, -0.0917985, 0.0206541
7, 0.2, 0.968407, 1, 17.3572, -42.477, 621.647, 0.205083, -0.0941667, 0.0204999
8, 0.233333, 0.969918, 1, 16.8545, -41.9767, 614.396, 0.2004, -0.0903374, 0.0215179
9, 0.266667, 0.969163, 1, 17.1619, -42.1264, 612.74, 0.193245, -0.0907659, 0.0179213
10, 0.3, 0.970795, 1, 17.1429, -42.3245, 613.51, 0.189089, -0.0899117, 0.0166277
11, 0.333333, 0.971954, 1, 17.1157, -42.2947, 615.331, 0.192776, -0.0899592, 0.016083
12, 0.366667, 0.968197, 1, 17.2631, -42.2291, 616.225, 0.185936, -0.0880318, 0.0142201
13, 0.4, 0.970556, 1, 17.2398, -42.1857, 615.977, 0.186241, -0.0899953, 0.0132443
14, 0.433333, 0.969146, 1, 17.2813, -42.2772, 618.63, 0.191738, -0.0901635, 0.0168132
15, 0.466667, 0.965238, 1, 17.2266, -42.4045, 618.429, 0.187673, -0.0879016, 0.0142315
16, 0.5, 0.970042, 1, 17.142, -42.2987, 616.985, 0.189651, -0.0853322, 0.0127837
17, 0.533333, 0.970398, 1, 17.1507, -42.2899, 616.689, 0.18895, -0.0844026, 0.0112373
18, 0.566667, 0.969539, 1, 16.8957, -41.9678, 615.145, 0.189763, -0.081909, 0.0113014
19, 0.6, 0.970931, 1, 17.0252, -41.9662, 616.687, 0.188579, -0.0827121, 0.0088295
20, 0.633333, 0.971776, 1, 17.0174, -41.8015, 616.531, 0.189108, -0.0827457, 0.00977839
21, 0.666667, 0.969598, 1, 16.9596, -41.8559, 617.657, 0.189877, -0.0827675, 0.0121407
22, 0.7, 0.970743, 1, 17.0593, -41.9081, 616.616, 0.187446, -0.0796411, 0.0102576
23, 0.733333, 0.969698, 1, 17.2108, -42.0259, 617.147, 0.186054, -0.0825624, 0.0121252
24, 0.766667, 0.96976, 1, 17.1329, -42.0388, 616.011, 0.187937, -0.0833261, 0.0133697
25, 0.8, 0.972123, 1, 17.0834, -41.7494, 616.044, 0.180307, -0.0882945, 0.0158659
26, 0.833333, 0.968076, 1, 17.1584, -41.7333, 616.994, 0.183743, -0.0912695, 0.0162213
27, 0.866667, 0.970743, 1, 17.0895, -41.5993, 615.982, 0.182604, -0.0890805, 0.0157778
28, 0.9, 0.967734, 1, 17.16, -42.1147, 617.499, 0.186239, -0.0893842, 0.0151358
29, 0.933333, 0.968079, 1, 17.1971, -42.0757, 617.233, 0.186255, -0.0880937, 0.0132048
30, 0.966667, 0.968312, 1, 17.3349, -42.057, 616.282, 0.183962, -0.0879219, 0.0123298
31, 1, 0.968717, 1, 17.3096, -42.0486, 616.844, 0.186692, -0.0846744, 0.012829
32, 1.03333, 0.968361, 1, 17.2586, -42.2012, 619.657, 0.188753, -0.0842445, 0.0156722
33, 1.06667, 0.970449, 1, 17.3313, -42.0599, 618.528, 0.185132, -0.0911894, 0.0170927
