frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.720703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
2, 0.0333333, 0.781554, 1, 2.83003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
3, 0.0666667, 0.788915, 1, 2.80365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4, 0.1, 0.792954, 1, 2.92853, 0, 0, 0, 0, 0, 0, 0, 0, 0.710536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5, 0.133333, 0.795849, 1, 2.8646, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
6, 0.166667, 0.794503, 1, 2.83383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
7, 0.2, 0.863388, 1, 2.51724, 0, 0, 0, 0, 0.842394, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
8, 0.233333, 0.864196, 1, 2.94565, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75645, 0, 0, 1, 0, 1, 0, 0, 0
9, 0.266667, 0.867081, 1, 3.21266, 0, 0, 0, 0, 1.19438, 0, 0, 0, 0, 0, 1.12666, 0, 0, 1, 0, 1, 0, 0, 0
10, 0.3, 0.868253, 1, 3.10532, 0, 0, 0, 0.544016, 0, 0, 0, 0.810952, 0, 0, 1.61436, 0, 0, 1, 0, 1, 0, 0, 0
11, 0.333333, 0.867253, 1, 3.20679, 0, 0, 0, 0, 0.697122, 0, 0, 0, 0, 0, 0.719248, 0, 0, 1, 0, 1, 0, 0, 0
12, 0.366667, 0.868485, 1, 2.8413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70213, 0, 0, 1, 0, 1, 0, 0, 0
13, 0.4, 0.76662, 1, 3.18118, 0, 0, 0, 0.688239, 0, 0, 0, 0, 0, 0, 1.58718, 0, 0, 1, 0, 1, 0, 0, 0
14, 0.433333, 0.781408, 1, 3.70786, 1.67682, 0, 0, 0, 0.969949, 0, 0, 0, 0, 0, 0.822796, 0, 0, 1, 0, 0, 0, 0, 0
15, 0.466667, 0.778306, 1, 3.53457, 0, 0, 0, 0, 2.25058, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 0.5, 0.863551, 1, 3.23459, 1.27481, 0, 0.868642, 0, 2.41509, 0, 0, 0, 0, 0, 2.41332, 0, 0, 0, 0, 0, 0, 0, 1
17, 0.533333, 0.754486, 1, 3.2734, 1.99331, 0.511318, 0, 0, 2.53137, 0, 0, 0, 0, 0, 0.745127, 0, 0, 0, 0, 0, 0, 0, 1
18, 0.566667, 0.868446, 1, 3.20632, 0, 0, 0.518909, 0, 0, 0, 0, 0, 1.23046, 0, 0.506939, 0, 0, 0, 0, 0, 0, 0, 1
19, 0.6, 0.86568, 1, 3.48479, 0, 0, 0, 0, 1.21112, 0, 0, 0, 0.640929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
20, 0.633333, 0.741719, 1, 3.5885, 0, 0, 0, 0, 0.680384, 0, 0, 0, 0, 0, 0.542244, 0, 0, 1, 0, 0, 0, 0, 0
21, 0.666667, 0.769671, 1, 3.12827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
22, 0.7, 0.798706, 1, 3.02889, 0, 0, 0, 0.517252, 0, 0, 0, 0, 0, 0, 0.802267, 0, 0, 1, 0, 1, 0, 0, 0
23, 0.733333, 0.806524, 1, 2.66633, 0, 0, 0, 0.53799, 0, 0, 0, 0, 0, 0, 1.73876, 0, 0, 1, 0, 1, 0, 0, 0
24, 0.766667, 0.820947, 1, 2.34396, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
25, 0.8, 0.835613, 1, 2.40857, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.670932, 0, 0, 1, 0, 0, 0, 0, 0
26, 0.833333, 0.840717, 1, 1.64414, 0, 0, 0.606918, 0, 0.582373, 0, 0, 0, 0, 0, 0.727995, 0, 0, 1, 0, 1, 0, 0, 0
27, 0.866667, 0.854327, 1, 1.22991, 0, 0, 0.667793, 0, 1.43516, 0, 0, 0, 0, 0, 2.57539, 0, 0, 1, 0, 1, 0, 0, 0
28, 0.9, 0.865696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
29, 0.933333, 0.866337, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
30, 0.966667, 0.871471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
31, 1, 0.879467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
32, 1.03333, 0.88381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
