frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 0, 0.981367, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
2, 0.0333333, 0.981969, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0
3, 0.0666667, 0.982656, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.55598, 0, 0.531707, 0, 0, 0, 0, 1, 0, 1, 0, 0
4, 0.1, 0.982907, 1, 0, 0, 0, 0, 0, 0.628149, 0, 0, 0.664622, 0, 0.631491, 0, 0, 0, 0, 1, 0, 1, 0, 0
5, 0.133333, 0.982266, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.662535, 0, 0, 0, 0, 1, 0, 1, 0, 0
6, 0.166667, 0.980779, 1, 0, 0, 0, 0, 0, 0.591206, 0, 0, 0.539359, 0, 0.596006, 0, 0, 0, 0, 1, 0, 1, 0, 0
7, 0.2, 0.980929, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.586589, 0, 0.639508, 0, 0, 0, 0, 1, 0, 1, 0, 0
8, 0.233333, 0.980239, 1, 0, 0, 0, 0, 0, 0.825331, 0, 0, 0.816332, 0, 0.657392, 0, 0, 0, 0, 1, 0, 1, 0, 0
9, 0.266667, 0.981321, 1, 0, 0, 0.502418, 0, 0, 0.685895, 0, 0, 0.596021, 0.539178, 0.648406, 0, 0, 0, 0, 1, 0, 1, 0, 0
10, 0.3, 0.981539, 1, 0, 0, 0.507117, 0, 0, 0.62333, 0, 0, 0.530817, 0, 0.723084, 0, 0, 0, 0, 1, 0, 1, 0, 0
11, 0.333333, 0.98134, 1, 0, 0, 0, 0, 0, 0.599519, 0, 0, 0.784027, 0, 0.656227, 0, 0, 0, 0, 1, 0, 1, 0, 0
12, 0.366667, 0.982506, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.530639, 0, 0.651969, 0, 0, 0, 0, 1, 0, 1, 0, 0
13, 0.4, 0.982823, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.567196, 0, 0.62871, 0, 0, 0, 0, 1, 0, 1, 0, 0
14, 0.433333, 0.981777, 1, 0.562528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.704402, 0, 0, 0, 0, 1, 0, 1, 0, 0
15, 0.466667, 0.981599, 1, 0, 0.594751, 0, 0, 0, 0, 0, 0, 0, 0, 0.655398, 0, 0, 0, 1, 1, 0, 1, 0, 0
16, 0.5, 0.981372, 1, 0.724733, 0.571905, 0.507237, 0, 0, 0, 0, 0, 0, 0, 0.673361, 0.595824, 0, 0, 1, 1, 0, 1, 0, 0
17, 0.533333, 0.981139, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.657308, 0.529344, 0, 0, 0, 1, 0, 1, 0, 0
18, 0.566667, 0.981868, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.658531, 0, 0, 0, 0, 1, 0, 1, 0, 0
19, 0.6, 0.98189, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.666468, 0, 0, 0, 0, 1, 0, 1, 0, 0
20, 0.633333, 0.982886, 1, 0.539138, 0.581544, 0, 0, 0, 0, 0, 0, 0.592371, 0, 0.751099, 0, 0, 0, 0, 1, 0, 1, 0, 1
21, 0.666667, 0.98393, 1, 0, 0.687631, 0, 0, 0, 0, 0, 0, 0.579494, 0, 0.870215, 0, 0, 0, 0, 1, 0, 1, 0, 1
22, 0.7, 0.981978, 1, 0, 0.848485, 0, 0, 0, 0.658913, 0, 0, 0, 0, 0.716153, 0, 0, 0, 1, 1, 0, 1, 0, 1
23, 0.733333, 0.981622, 1, 0.515507, 0.67319, 0, 0.606887, 0, 0, 0, 0, 0, 0, 0.722091, 0, 0, 0, 0, 1, 0, 1, 0, 1
24, 0.766667, 0.98321, 1, 0.573401, 0.758467, 0, 0, 0, 0.786549, 0, 0, 0, 0, 0.730154, 0, 0, 0, 0, 1, 0, 1, 0, 1
25, 0.8, 0.983085, 1, 0.544293, 0, 0, 0, 0, 0.769819, 0, 0, 0, 0, 0.755698, 0, 0.666428, 0, 0, 1, 0, 1, 0, 1
26, 0.833333, 0.982711, 1, 0.514485, 0.578576, 0, 0, 0, 0, 0, 0, 0, 0, 0.748419, 0.546779, 0, 0, 0, 1, 0, 1, 0, 1
27, 0.866667, 0.980744, 1, 0.547544, 0.612311, 0, 0, 0, 0, 0, 0, 0, 0, 0.751274, 0, 0.880499, 0, 0, 1, 0, 1, 0, 1
28, 0.9, 0.979923, 1, 0.586243, 0.565309, 0, 0, 0, 0, 0, 0, 0, 0, 0.604786, 0, 0.772387, 0, 0, 1, 0, 1, 0, 1
