frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.855653, 1, 106.115, -93.3579, 612.952, 0.154246, 0.00290235, -0.00616914
2, 0.0333333, 0.855189, 1, 105.77, -93.0817, 611.336, 0.148957, 0.00535094, -0.0153477
3, 0.0666667, 0.84149, 1, 106.197, -93.8367, 615.63, 0.119212, -0.0185228, -0.0193797
4, 0.1, 0.82815, 1, 106.546, -94.3089, 618.749, 0.107385, -0.0294517, -0.0213539
5, 0.133333, 0.824742, 1, 106.552, -94.3567, 619.159, 0.106503, -0.0309579, -0.0220223
6, 0.166667, 0.823211, 1, 106.649, -94.4739, 619.843, 0.106734, -0.0323704, -0.0222205
7, 0.2, 0.823707, 1, 106.712, -94.5635, 620.318, 0.108128, -0.0334788, -0.0222291
8, 0.233333, 0.826521, 1, 106.605, -94.5483, 622.799, 0.115815, -0.0326878, -0.018055
9, 0.266667, 0.832626, 1, 106.344, -94.8895, 625.546, 0.109728, -0.0316915, -0.0163608
10, 0.3, 0.861277, 1, 107.036, -95.7355, 630.943, 0.122182, -0.0458663, -0.0161721
11, 0.333333, 0.859536, 1, 107.84, -96.6128, 635.993, 0.127364, -0.0664566, -0.00859643
12, 0.366667, 0.847217, 1, 108.351, -97.7878, 642.318, 0.120044, -0.0984606, -0.00655181
13, 0.4, 0.888392, 1, 108.883, -98.5556, 647.964, 0.133882, -0.115054, -0.000651569
14, 0.433333, 0.900265, 1, 108.719, -98.4795, 649.187, 0.140686, -0.103959, -0.000195332
15, 0.466667, 0.90689, 1, 109.299, -98.724, 649.565, 0.133, -0.110798, -0.00873836
16, 0.5, 0.900208, 1, 110.527, -100.174, 657.702, 0.119078, -0.157709, -0.00128262
17, 0.533333, 0.877559, 1, 110.549, -100.207, 657.734, 0.106866, -0.172992, 0.00118719
18, 0.566667, 0.904975, 1, 112.423, -103.159, 672.597, 0.0967739, -0.265065, 0.00351023
19, 0.6, 0.910793, 1, 113.073, -104.367, 678.01, 0.140079, -0.341591, 0.0085689
20, 0.633333, 0.916602, 1, 112.63, -104.09, 676.774, 0.138497, -0.35388, 0.00962943
21, 0.666667, 0.916826, 1, 112.559, -104.249, 678.268, 0.14934, -0.363639, 0.0131355
22, 0.7, 0.928545, 1, 112.484, -104.273, 677.77, 0.144598, -0.364026, 0.0131989
23, 0.733333, 0.924855, 1, 112.551, -104.415, 677.976, 0.15617, -0.367449, 0.0161498
24, 0.766667, 0.922358, 1, 112.843, -104.398, 677.305, 0.152363, -0.365961, 0.015236
25, 0.8, 0.921533, 1, 112.434, -103.983, 675.121, 0.147008, -0.354734, 0.0153094
26, 0.833333, 0.920696, 1, 112.669, -104.057, 676.466, 0.148201, -0.353586, 0.0170734
27, 0.866667, 0.917558, 1, 112.756, -103.84, 676.205, 0.145645, -0.357553, 0.0178934
28, 0.9, 0.919777, 1, 113.081, -103.871, 676.791, 0.146329, -0.35692, 0.017792
29, 0.933333, 0.926555, 1, 113.152, -104.456, 678.118, 0.144048, -0.360347, 0.0192349
30, 0.966667, 0.925053, 1, 112.848, -104.284, 676.734, 0.148472, -0.367637, 0.0176378
31, 1, 0.921459, 1, 112.819, -104.09, 675.909, 0.141336, -0.367319, 0.0190307
32, 1.03333, 0.929035, 1, 112.708, -103.693, 675.289, 0.146083, -0.363063, 0.0177316
33, 1.06667, 0.921582, 1, 112.965, -103.497, 676.539, 0.155793, -0.362339, 0.0179581
34, 1.1, 0.924988, 1, 112.934, -103.595, 677.243, 0.150796, -0.3661, 0.0175524
35, 1.13333, 0.918209, 1, 113.604, -104.09, 679.191, 0.15258, -0.380202, 0.022794
36, 1.16667, 0.921615, 1, 113.978, -104.571, 680.89, 0.142078, -0.386825, 0.0241482
37, 1.2, 0.940504, 1, 113.645, -104.252, 678.616, 0.138313, -0.382043, 0.0140791
38, 1.23333, 0.917735, 1, 113.592, -104.11, 678.473, 0.127184, -0.385506, 0.00841805
39, 1.26667, 0.928794, 1, 113.479, -104.039, 680.94, 0.125393, -0.395809, 0.00767597
40, 1.3, 0.93521, 1, 113.986, -104.939, 686.809, 0.129267, -0.399436, 0.0118958
41, 1.33333, 0.939322, 1, 114.246, -105.323, 688.644, 0.124239, -0.410871, 0.0167237
42, 1.36667, 0.935473, 1, 113.717, -105.557, 687.7, 0.132732, -0.413343, 0.0151349
43, 1.4, 0.926249, 1, 113.359, -105.495, 686.845, 0.142311, -0.413292, 0.015119
44, 1.43333, 0.914931, 1, 113.364, -105.39, 687.501, 0.150695, -0.414338, 0.0187622
45, 1.46667, 0.899701, 1, 113.18, -105.179, 688.987, 0.153611, -0.406556, 0.0216919
46, 1.5, 0.894792, 1, 112.712, -104.997, 688.656, 0.15725, -0.406861, 0.0181612
47, 1.53333, 0.870333, 1, 112.165, -104.746, 687.555, 0.158908, -0.40173, 0.0144609
48, 1.56667, 0.846307, 1, 112.129, -105.173, 690.635, 0.165448, -0.410765, 0.0119621
49, 1.6, 0.842936, 1, 111.687, -105.171, 690.228, 0.164028, -0.406298, 0.010676
50, 1.63333, 0.84546, 1, 111.642, -105.204, 690.162, 0.166165, -0.404081, 0.0119387
51, 1.66667, 0.857683, 1, 111.273, -105.097, 689.626, 0.178121, -0.406772, 0.0133887
52, 1.7, 0.860548, 1, 110.901, -104.485, 688.644, 0.170841, -0.410301, 0.0119354
53, 1.73333, 0.888722, 1, 110.778, -104.095, 685.8, 0.162701, -0.404739, 0.00917055
54, 1.76667, 0.914496, 1, 111.731, -104.581, 687.268, 0.148471, -0.432457, 0.00961149
55, 1.8, 0.930019, 1, 112.006, -104.443, 685.904, 0.158965, -0.421107, 0.00888681
56, 1.83333, 0.920641, 1, 110.906, -102.552, 674.055, 0.157952, -0.35923, 0.00861875
57, 1.86667, 0.942392, 1, 110.925, -101.388, 666.893, 0.157222, -0.304003, 0.00638325
58, 1.9, 0.93976, 1, 109.389, -97.4234, 645.77, 0.140241, -0.203267, -0.000107684
59, 1.93333, 0.969793, 1, 108.029, -94.0174, 631.004, 0.0928802, -0.094504, -0.00581438
60, 1.96667, 0.964842, 1, 106.201, -90.7071, 611.672, 0.0826629, -0.0137389, -0.000944149
61, 2, 0.953464, 1, 106.361, -89.3872, 606.632, 0.118461, 0.0461237, -0.00628389
62, 2.03333, 0.95244, 1, 106.361, -89.4908, 606.452, 0.132904, 0.0469021, -0.00716465
63, 2.06667, 0.936058, 1, 105.75, -88.5277, 598.84, 0.155013, 0.0722318, -0.0125936
64, 2.1, 0.960582, 1, 103.688, -87.1757, 588.502, 0.164804, 0.0933873, -0.01069
65, 2.13333, 0.951951, 1, 103.385, -87.2808, 586.782, 0.162871, 0.0878278, -0.0103506
66, 2.16667, 0.919921, 1, 103.871, -88.0997, 592.892, 0.135632, 0.0493362, -0.00585295
67, 2.2, 0.93073, 1, 103.693, -87.1619, 590.789, 0.127752, 0.0549765, -0.00689388
68, 2.23333, 0.94372, 1, 102.779, -87.3717, 588.972, 0.118589, 0.0596262, -0.00917683
69, 2.26667, 0.937549, 1, 102.772, -87.9214, 588.529, 0.119009, 0.060421, -0.00920604
70, 2.3, 0.944619, 1, 103.068, -87.771, 588.463, 0.119225, 0.0601895, -0.00989497
71, 2.33333, 0.944842, 1, 103.105, -87.7916, 588.544, 0.119972, 0.0600901, -0.009992
72, 2.36667, 0.948815, 1, 102.737, -86.9813, 588.705, 0.124174, 0.0587491, -0.0095133
73, 2.4, 0.945958, 1, 102.444, -86.7541, 588.747, 0.123248, 0.0613319, -0.0133022
74, 2.43333, 0.945816, 1, 102.426, -86.7597, 588.682, 0.124489, 0.0613222, -0.0134888
75, 2.46667, 0.940457, 1, 102.348, -86.7078, 588.117, 0.123777, 0.0611104, -0.0137473
76, 2.5, 0.943074, 1, 102.417, -87.5418, 588.843, 0.12759, 0.0612277, -0.0133556
77, 2.53333, 0.944807, 1, 102.084, -87.4919, 588.446, 0.121997, 0.0616828, -0.0129478
78, 2.56667, 0.946646, 1, 101.941, -87.3244, 588.902, 0.124863, 0.0612172, -0.0154357
79, 2.6, 0.941652, 1, 101.843, -86.8598, 588.872, 0.125771, 0.064142, -0.016853
80, 2.63333, 0.942122, 1, 101.893, -86.7697, 589.361, 0.127272, 0.0628399, -0.0163434
81, 2.66667, 0.942697, 1, 101.744, -87.0323, 589.505, 0.124599, 0.0651316, -0.015755
82, 2.7, 0.949685, 1, 101.647, -87.4091, 589.636, 0.127696, 0.0643352, -0.0168485
83, 2.73333, 0.942722, 1, 101.461, -87.632, 589.57, 0.12649, 0.0670047, -0.0171415
84, 2.76667, 0.935044, 1, 101.436, -86.814, 588.98, 0.131508, 0.0696619, -0.0190096
85, 2.8, 0.940924, 1, 101.369, -86.3273, 589.013, 0.129986, 0.0671259, -0.018818
86, 2.83333, 0.941513, 1, 101.372, -86.303, 589.1, 0.128723, 0.0665473, -0.0174403
87, 2.86667, 0.941221, 1, 101.296, -86.4662, 589.507, 0.128234, 0.0661435, -0.0172596
88, 2.9, 0.934643, 1, 101.511, -86.9726, 590.372, 0.124711, 0.0688682, -0.0147269
89, 2.93333, 0.932511, 1, 101.832, -87.3273, 590.765, 0.127388, 0.06777, -0.0118551
90, 2.96667, 0.932199, 1, 101.748, -87.1976, 590.354, 0.130893, 0.0667241, -0.0116772
91, 3, 0.93708, 1, 101.661, -86.8386, 590.262, 0.127498, 0.0664521, -0.0119433
92, 3.03333, 0.939003, 1, 101.439, -86.6326, 590.184, 0.128435, 0.0646177, -0.0113009
93, 3.06667, 0.93968, 1, 101.423, -86.5869, 589.956, 0.125946, 0.0660476, -0.0114068
94, 3.1, 0.937581, 1, 101.603, -87.0116, 590.596, 0.125073, 0.068715, -0.0105835
95, 3.13333, 0.939631, 1, 101.254, -86.9154, 588.973, 0.123427, 0.0664055, -0.0109464
96, 3.16667, 0.93607, 1, 101.317, -86.8951, 588.936, 0.122019, 0.0660657, -0.0108802
97, 3.2, 0.94054, 1, 101.353, -86.5665, 588.7, 0.121098, 0.0658815, -0.00973988
98, 3.23333, 0.942244, 1, 101.522, -86.4435, 589.127, 0.126128, 0.066605, -0.010629
99, 3.26667, 0.936605, 1, 101.474, -86.3998, 588.772, 0.123531, 0.0672634, -0.00978558
100, 3.3, 0.942213, 1, 101.165, -86.3583, 587.438, 0.123232, 0.065544, -0.0102928
101, 3.33333, 0.940245, 1, 101.312, -86.7609, 588.488, 0.117528, 0.0637756, -0.00870069
102, 3.36667, 0.941862, 1, 101.183, -86.9562, 589.228, 0.120325, 0.0663593, -0.00786038
103, 3.4, 0.944174, 1, 101.237, -86.8263, 588.818, 0.117376, 0.0672824, -0.00855319
104, 3.43333, 0.94295, 1, 101.204, -86.5438, 588.77, 0.119195, 0.0677748, -0.00826664
105, 3.46667, 0.9452, 1, 101.218, -86.5635, 589.236, 0.119546, 0.0678592, -0.00844897
106, 3.5, 0.945447, 1, 101.041, -86.7296, 589.108, 0.118177, 0.0664182, -0.0084735
107, 3.53333, 0.949057, 1, 101.037, -86.8723, 588.258, 0.120509, 0.065395, -0.00886332
108, 3.56667, 0.942871, 1, 101.17, -87.0262, 589.11, 0.118668, 0.067959, -0.0101575
109, 3.6, 0.946356, 1, 100.876, -86.4885, 587.342, 0.11641, 0.0667579, -0.0111822
110, 3.63333, 0.937266, 1, 100.533, -86.2319, 587.055, 0.119735, 0.068541, -0.0101388
111, 3.66667, 0.943246, 1, 100.696, -86.1283, 587.92, 0.122368, 0.0706258, -0.0111459
112, 3.7, 0.944091, 1, 100.856, -86.239, 587.781, 0.120958, 0.067963, -0.00994078
113, 3.73333, 0.944808, 1, 100.867, -86.4543, 587.403, 0.11936, 0.0665579, -0.00774926
114, 3.76667, 0.947247, 1, 101.121, -86.8504, 588.921, 0.119619, 0.0669194, -0.00661504
115, 3.8, 0.946104, 1, 100.801, -86.4894, 587.39, 0.116737, 0.0669903, -0.00773518
116, 3.83333, 0.9438, 1, 100.864, -86.2059, 587.51, 0.119738, 0.0660965, -0.00938032
117, 3.86667, 0.942901, 1, 100.844, -86.2973, 588.351, 0.123167, 0.0674513, -0.00997086
118, 3.9, 0.942993, 1, 100.817, -86.4598, 588.916, 0.122917, 0.0690959, -0.00875617
119, 3.93333, 0.946675, 1, 100.677, -86.411, 587.772, 0.118576, 0.0672167, -0.00870034
120, 3.96667, 0.945154, 1, 100.792, -86.6696, 588.417, 0.123035, 0.069884, -0.00909615
121, 4, 0.942123, 1, 100.835, -86.6536, 588.599, 0.118267, 0.0727566, -0.00957141
122, 4.03333, 0.941496, 1, 101.002, -86.5241, 588.845, 0.116732, 0.0716791, -0.00793016
123, 4.06667, 0.945377, 1, 100.745, -86.2748, 587.691, 0.119338, 0.0687806, -0.00825087
124, 4.1, 0.941891, 1, 100.742, -86.4098, 588.035, 0.11806, 0.0678838, -0.00887452
125, 4.13333, 0.942895, 1, 100.681, -86.583, 587.839, 0.118868, 0.0703015, -0.00790315
126, 4.16667, 0.949138, 1, 100.683, -86.3504, 587.509, 0.119938, 0.0684259, -0.00849949
127, 4.2, 0.947262, 1, 100.678, -86.4923, 587.939, 0.117634, 0.0690438, -0.00751332
