frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.987143, 1, 47.8172, 31.465, 548.217, 0.260366, 0.119589, -0.130721
2, 0.0333333, 0.986558, 1, 48.3959, 31.8406, 549.763, 0.246934, 0.144971, -0.152929
3, 0.0666667, 0.99038, 1, 48.3185, 32.1865, 551.761, 0.255732, 0.15441, -0.158983
4, 0.1, 0.987464, 1, 48.0158, 32.1165, 551.397, 0.248198, 0.136341, -0.133737
5, 0.133333, 0.990701, 1, 48.4688, 32.0884, 550.16, 0.233994, 0.149725, -0.153005
6, 0.166667, 0.987391, 1, 48.0078, 32.1387, 551.309, 0.2462, 0.136916, -0.133779
7, 0.2, 0.986423, 1, 48.6622, 33.9557, 549.42, 0.243537, 0.145889, -0.150575
8, 0.233333, 0.991864, 1, 48.7394, 34.0903, 547.403, 0.233435, 0.15553, -0.15938
9, 0.266667, 0.991408, 1, 48.2778, 33.9633, 548.761, 0.25417, 0.152447, -0.141477
10, 0.3, 0.988426, 1, 48.2283, 33.5662, 548.492, 0.254111, 0.143225, -0.131105
11, 0.333333, 0.986273, 1, 49.0046, 33.4156, 547.948, 0.225073, 0.145042, -0.142892
12, 0.366667, 0.992608, 1, 49.2122, 33.4265, 548.692, 0.221196, 0.153951, -0.15414
13, 0.4, 0.988556, 1, 48.7235, 33.2961, 550.457, 0.234974, 0.138411, -0.13385
14, 0.433333, 0.991708, 1, 49.1104, 33.0731, 550.09, 0.219191, 0.150621, -0.150347
15, 0.466667, 0.988416, 1, 48.552, 32.7907, 550.828, 0.229481, 0.138757, -0.129542
16, 0.5, 0.991007, 1, 49.1415, 32.4776, 549.95, 0.216023, 0.150681, -0.146582
17, 0.533333, 0.989319, 1, 48.6604, 32.3677, 551.931, 0.234549, 0.143192, -0.131533
18, 0.566667, 0.991683, 1, 49.1676, 32.2164, 550.109, 0.218288, 0.149952, -0.147169
19, 0.6, 0.988298, 1, 48.7368, 31.8158, 551.417, 0.229801, 0.136824, -0.128135
20, 0.633333, 0.985736, 1, 49.3086, 31.8253, 550.571, 0.218376, 0.145868, -0.145719
21, 0.666667, 0.990239, 1, 49.1558, 32.1828, 551.955, 0.231705, 0.154668, -0.148735
22, 0.7, 0.988526, 1, 48.658, 32.2096, 553.269, 0.236566, 0.141314, -0.130664
23, 0.733333, 0.991565, 1, 49.0679, 31.8296, 549.668, 0.212213, 0.14882, -0.147768
24, 0.766667, 0.988636, 1, 48.5778, 32.0242, 550.967, 0.229256, 0.132907, -0.127561
25, 0.8, 0.985508, 1, 48.9412, 31.6599, 548.431, 0.210823, 0.146618, -0.149116
26, 0.833333, 0.99013, 1, 48.9757, 32.2324, 552.222, 0.236314, 0.157816, -0.153346
27, 0.866667, 0.987761, 1, 48.5573, 31.9763, 550.663, 0.226665, 0.131244, -0.128424
28, 0.9, 0.985888, 1, 48.9059, 32.1779, 549.445, 0.209136, 0.146441, -0.147666
29, 0.933333, 0.991024, 1, 48.892, 32.2742, 552.813, 0.226632, 0.151475, -0.150825
30, 0.966667, 0.987857, 1, 48.6923, 32.0273, 550.897, 0.210839, 0.135693, -0.135196
31, 1, 0.986963, 1, 48.9326, 32.0729, 549.804, 0.204846, 0.145415, -0.149933
32, 1.03333, 0.991008, 1, 48.885, 32.3127, 553.107, 0.224425, 0.150387, -0.152192
33, 1.06667, 0.988417, 1, 48.3353, 32.0198, 551.686, 0.222002, 0.131177, -0.129755
34, 1.1, 0.986655, 1, 48.6646, 32.2551, 550.543, 0.208222, 0.141814, -0.148112
35, 1.13333, 0.991964, 1, 48.6947, 32.0447, 550.461, 0.2087, 0.14816, -0.157291
36, 1.16667, 0.988835, 1, 48.2809, 32.2343, 554.151, 0.233892, 0.143097, -0.139185
37, 1.2, 0.984841, 1, 48.6574, 31.6955, 551.131, 0.205396, 0.143796, -0.151753
38, 1.23333, 0.989965, 1, 48.6901, 31.8763, 553.591, 0.221413, 0.150538, -0.153198
39, 1.26667, 0.986976, 1, 48.865, 32.0503, 554.486, 0.202664, 0.139177, -0.132041
40, 1.3, 0.985694, 1, 49.0863, 32.0307, 553.132, 0.196851, 0.149309, -0.14591
41, 1.33333, 0.986214, 1, 49.2367, 31.8607, 553.02, 0.198433, 0.149037, -0.152553
42, 1.36667, 0.990945, 1, 49.0435, 31.5693, 552.438, 0.197542, 0.15315, -0.153571
43, 1.4, 0.989187, 1, 48.585, 31.3792, 553.288, 0.216509, 0.138483, -0.135225
44, 1.43333, 0.987234, 1, 49.0167, 31.3368, 552.698, 0.200018, 0.145367, -0.14978
45, 1.46667, 0.990526, 1, 48.9275, 31.4936, 552.22, 0.199728, 0.152062, -0.154079
46, 1.5, 0.988507, 1, 48.1826, 31.3256, 552.666, 0.216187, 0.137264, -0.135212
47, 1.53333, 0.98613, 1, 48.6823, 31.6295, 552.62, 0.199706, 0.148252, -0.150312
48, 1.56667, 0.990299, 1, 48.638, 31.1778, 551.581, 0.195686, 0.151333, -0.156172
49, 1.6, 0.989445, 1, 48.2566, 31.2481, 553.02, 0.216724, 0.138336, -0.139206
50, 1.63333, 0.98743, 1, 48.4635, 31.3262, 552.006, 0.196696, 0.147356, -0.152192
51, 1.66667, 0.989976, 1, 48.1544, 31.4498, 552.894, 0.215799, 0.149598, -0.155337
52, 1.7, 0.989566, 1, 47.7812, 31.5016, 553.449, 0.218006, 0.142032, -0.137623
53, 1.73333, 0.987159, 1, 48.5048, 31.4992, 552.374, 0.195574, 0.144533, -0.151409
54, 1.76667, 0.991196, 1, 48.5133, 31.1186, 552.328, 0.195092, 0.150479, -0.156534
55, 1.8, 0.988783, 1, 48.2624, 30.5615, 553.349, 0.21391, 0.135539, -0.136821
56, 1.83333, 0.988172, 1, 49.054, 31.3131, 552.198, 0.198653, 0.143438, -0.152133
57, 1.86667, 0.987518, 1, 49.0623, 31.3183, 551.502, 0.198899, 0.14785, -0.158448
58, 1.9, 0.990526, 1, 48.9991, 32.6986, 552.432, 0.221661, 0.152045, -0.158492
59, 1.93333, 0.989362, 1, 48.3231, 32.1581, 552.894, 0.216593, 0.133463, -0.135755
60, 1.96667, 0.987753, 1, 49.632, 31.2219, 552.719, 0.193908, 0.140151, -0.147911
61, 2, 0.986407, 1, 49.7367, 30.4675, 551.845, 0.195849, 0.145545, -0.152758
62, 2.03333, 0.987513, 1, 50.1365, 31.0915, 552.141, 0.203496, 0.143426, -0.154471
63, 2.06667, 0.986776, 1, 49.8321, 31.5034, 550.904, 0.207203, 0.146206, -0.15639
