frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
1, 0, 0.967032, 1, -0.0444837, 0.321787, -0.945767, -0.138286, 0.379258, -0.914899, -0.0171229, 0.459017, -0.888262, -0.106122, 0.51857, -0.848424
2, 0.0333333, 0.968736, 1, -0.0330586, 0.325066, -0.945113, -0.136509, 0.386293, -0.912219, -0.0104073, 0.472042, -0.881515, -0.108152, 0.535619, -0.837506
3, 0.0666667, 0.969045, 1, -0.0328438, 0.326628, -0.944582, -0.139653, 0.387645, -0.911169, -0.0118111, 0.475722, -0.879516, -0.112731, 0.539286, -0.834543
4, 0.1, 0.969242, 1, -0.030846, 0.325921, -0.944894, -0.140285, 0.386815, -0.911424, -0.0103502, 0.476533, -0.879095, -0.113794, 0.540201, -0.833807
5, 0.133333, 0.969461, 1, -0.0306994, 0.325345, -0.945097, -0.140076, 0.38678, -0.911471, -0.0105219, 0.477728, -0.878445, -0.113796, 0.541859, -0.83273
6, 0.166667, 0.975014, 1, -0.0372462, 0.33609, -0.941093, -0.131244, 0.387354, -0.912542, -0.0162661, 0.497325, -0.867412, -0.104701, 0.551104, -0.827842
7, 0.2, 0.978673, 1, -0.0456994, 0.320908, -0.946007, -0.118917, 0.382704, -0.916186, -0.0262386, 0.49337, -0.869424, -0.0925411, 0.555266, -0.826508
8, 0.233333, 0.975495, 1, -0.0333318, 0.368483, -0.929037, -0.149749, 0.388191, -0.909331, -0.000865724, 0.599143, -0.800641, -0.114514, 0.62433, -0.772721
9, 0.266667, 0.975747, 1, -0.0370598, 0.369293, -0.928574, -0.147699, 0.39008, -0.908858, -0.00487859, 0.600919, -0.799295, -0.112668, 0.626516, -0.771222
10, 0.3, 0.971055, 1, -0.00538704, 0.378398, -0.925627, -0.135996, 0.402671, -0.905186, 0.0381098, 0.591059, -0.805727, -0.0896197, 0.622165, -0.77774
11, 0.333333, 0.970451, 1, -0.0480372, 0.370098, -0.92775, -0.127885, 0.405736, -0.904999, 0.00104048, 0.584825, -0.811159, -0.075397, 0.621427, -0.779836
12, 0.366667, 0.971714, 1, -0.051767, 0.376957, -0.924783, -0.138884, 0.400662, -0.905638, 0.00211804, 0.592121, -0.805846, -0.0828474, 0.61856, -0.781358
13, 0.4, 0.974665, 1, -0.0365167, 0.366015, -0.929892, -0.17641, 0.386811, -0.905128, 0.0205268, 0.581943, -0.81297, -0.117576, 0.608957, -0.784441
14, 0.433333, 0.978063, 1, -0.0232757, 0.375388, -0.926575, -0.166722, 0.402824, -0.899965, 0.0398634, 0.588575, -0.807459, -0.101401, 0.622015, -0.776412
15, 0.466667, 0.981812, 1, -0.0354468, 0.375901, -0.925982, -0.149961, 0.397326, -0.905342, 0.0296633, 0.588519, -0.807939, -0.0832199, 0.614861, -0.784232
