frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
1, 0, 0.97974, 1, 48.3899, -13.0603, 520.448, 0.239703, -0.0437667, 0.135085
2, 0.0333333, 0.980327, 1, 47.7312, -13.5105, 516.101, 0.270491, -0.0516491, 0.155395
3, 0.0666667, 0.979343, 1, 47.4454, -13.7186, 514.087, 0.284882, -0.0556939, 0.166098
4, 0.1, 0.979532, 1, 47.2731, -13.8265, 512.958, 0.293871, -0.0570877, 0.171332
5, 0.133333, 0.979597, 1, 47.2679, -13.846, 512.823, 0.296707, -0.0565082, 0.171688
6, 0.166667, 0.979494, 1, 47.2439, -13.8532, 512.657, 0.297676, -0.0565187, 0.172118
7, 0.2, 0.977972, 1, 47.0724, -14.9601, 514.302, 0.299051, -0.0529696, 0.172332
8, 0.233333, 0.979376, 1, 46.4652, -15.7389, 514.827, 0.298731, -0.0543203, 0.170635
9, 0.266667, 0.979682, 1, 45.4725, -16.3129, 516.179, 0.306295, -0.0474371, 0.168512
10, 0.3, 0.97905, 1, 44.4734, -16.3666, 516.055, 0.319585, -0.0475203, 0.167522
11, 0.333333, 0.981046, 1, 43.6394, -16.948, 516.645, 0.329308, -0.0415958, 0.163138
12, 0.366667, 0.980667, 1, 42.7432, -17.4559, 516.305, 0.33086, -0.0415545, 0.162058
13, 0.4, 0.981748, 1, 42.0662, -18.0007, 518.495, 0.327584, -0.0482202, 0.161336
14, 0.433333, 0.980302, 1, 41.6417, -18.0871, 520.962, 0.323724, -0.0533552, 0.161385
15, 0.466667, 0.98048, 1, 41.1411, -18.3047, 521.888, 0.339375, -0.0580322, 0.165133
16, 0.5, 0.981517, 1, 40.8615, -18.0405, 523.42, 0.339474, -0.0549629, 0.162542
17, 0.533333, 0.981138, 1, 40.4815, -17.2594, 524.708, 0.339115, -0.0501439, 0.155158
18, 0.566667, 0.980533, 1, 40.0777, -16.8598, 525.728, 0.345277, -0.04809, 0.151804
19, 0.6, 0.980082, 1, 40.2307, -15.9371, 525.481, 0.361042, -0.0526846, 0.14493
20, 0.633333, 0.980799, 1, 40.72, -14.8478, 527.037, 0.37401, -0.0612075, 0.136841
21, 0.666667, 0.980843, 1, 40.8953, -14.3767, 527.749, 0.37334, -0.0653023, 0.127328
22, 0.7, 0.980451, 1, 40.9143, -12.6196, 523.072, 0.378115, -0.065948, 0.126724
23, 0.733333, 0.976074, 1, 40.6693, -12.0291, 521.157, 0.37898, -0.0648605, 0.128253
